TV: 2026-05-23 22:13:00 -> 2026-05-30 20:51:00, 1032 rows
TV entries: 516
Fetching Binance data: 2026-05-22 22:13:00 -> 2026-05-31 20:51:00
拉取 ETH/USDT:USDT 1m K线, 最近 30 天...
  获取 43201 根K线, 2026-04-30 12:58:00 → 2026-05-30 12:58:00
Binance bars in range: 10966
Python trades: 122

TV entry               Dir    Python entry           Diff(min)  Match
2026-05-28 08:55:00    SHORT  2026-05-28 09:00:00    +5.0  OFF(5m)
2026-05-28 09:04:00    LONG   2026-05-28 09:45:00    +41.0  OFF(41m)
2026-05-28 09:16:00    SHORT  2026-05-28 09:00:00    +16.0  OFF(16m)
2026-05-28 09:49:00    LONG   2026-05-28 09:45:00    +4.0  OFF(4m)
2026-05-28 10:04:00    SHORT  2026-05-28 09:00:00    +64.0  OFF(64m)
2026-05-28 10:13:00    LONG   2026-05-28 09:45:00    +28.0  OFF(28m)
2026-05-28 10:22:00    SHORT  2026-05-28 09:00:00    +82.0  OFF(82m)
2026-05-28 10:46:00    LONG   2026-05-28 09:45:00    +61.0  OFF(61m)
2026-05-28 11:04:00    SHORT  2026-05-28 12:00:00    +56.0  OFF(56m)
2026-05-28 12:10:00    LONG   2026-05-28 13:30:00    +80.0  OFF(80m)
2026-05-28 12:19:00    SHORT  2026-05-28 12:00:00    +19.0  OFF(19m)
2026-05-28 12:34:00    LONG   2026-05-28 13:30:00    +56.0  OFF(56m)
2026-05-28 12:52:00    SHORT  2026-05-28 12:00:00    +52.0  OFF(52m)
2026-05-28 13:01:00    LONG   2026-05-28 13:30:00    +29.0  OFF(29m)
2026-05-28 13:07:00    SHORT  2026-05-28 12:00:00    +67.0  OFF(67m)
2026-05-28 13:37:00    LONG   2026-05-28 13:30:00    +7.0  OFF(7m)
2026-05-28 13:52:00    SHORT  2026-05-28 12:00:00    +112.0  OFF(112m)
2026-05-28 13:58:00    LONG   2026-05-28 13:30:00    +28.0  OFF(28m)
2026-05-28 14:28:00    SHORT  2026-05-28 16:30:00    +122.0  OFF(122m)
2026-05-28 14:49:00    LONG   2026-05-28 13:30:00    +79.0  OFF(79m)
2026-05-28 15:31:00    SHORT  2026-05-28 16:30:00    +59.0  OFF(59m)
2026-05-28 15:37:00    LONG   2026-05-28 17:15:00    +98.0  OFF(98m)
2026-05-28 15:52:00    SHORT  2026-05-28 16:30:00    +38.0  OFF(38m)
2026-05-28 16:01:00    LONG   2026-05-28 17:15:00    +74.0  OFF(74m)
2026-05-28 16:07:00    SHORT  2026-05-28 16:30:00    +23.0  OFF(23m)
2026-05-28 16:40:00    LONG   2026-05-28 17:15:00    +35.0  OFF(35m)
2026-05-28 16:58:00    SHORT  2026-05-28 16:30:00    +28.0  OFF(28m)
2026-05-28 17:07:00    LONG   2026-05-28 17:15:00    +8.0  OFF(8m)
2026-05-28 17:13:00    SHORT  2026-05-28 16:30:00    +43.0  OFF(43m)
2026-05-28 17:22:00    LONG   2026-05-28 17:15:00    +7.0  OFF(7m)
2026-05-28 18:01:00    SHORT  2026-05-28 18:00:00    +1.0  OK
2026-05-28 18:07:00    LONG   2026-05-28 18:45:00    +38.0  OFF(38m)
2026-05-28 18:19:00    SHORT  2026-05-28 18:00:00    +19.0  OFF(19m)
2026-05-28 18:34:00    LONG   2026-05-28 18:45:00    +11.0  OFF(11m)
2026-05-28 18:55:00    SHORT  2026-05-28 18:00:00    +55.0  OFF(55m)
2026-05-28 19:19:00    LONG   2026-05-28 18:45:00    +34.0  OFF(34m)
2026-05-28 19:28:00    SHORT  2026-05-28 20:15:00    +47.0  OFF(47m)
2026-05-28 19:40:00    LONG   2026-05-28 18:45:00    +55.0  OFF(55m)
2026-05-28 19:52:00    SHORT  2026-05-28 20:15:00    +23.0  OFF(23m)
2026-05-28 19:58:00    LONG   2026-05-28 18:45:00    +73.0  OFF(73m)
2026-05-28 20:07:00    SHORT  2026-05-28 20:15:00    +8.0  OFF(8m)
2026-05-28 20:13:00    LONG   2026-05-28 18:45:00    +88.0  OFF(88m)
2026-05-28 20:19:00    SHORT  2026-05-28 20:15:00    +4.0  OFF(4m)
2026-05-28 20:34:00    LONG   2026-05-28 18:45:00    +109.0  OFF(109m)
2026-05-28 21:01:00    SHORT  2026-05-28 20:15:00    +46.0  OFF(46m)
2026-05-28 21:31:00    LONG   2026-05-28 23:15:00    +104.0  OFF(104m)
2026-05-28 21:37:00    SHORT  2026-05-28 20:15:00    +82.0  OFF(82m)
2026-05-28 21:52:00    LONG   2026-05-28 23:15:00    +83.0  OFF(83m)
2026-05-28 22:07:00    SHORT  2026-05-28 20:15:00    +112.0  OFF(112m)
2026-05-28 22:13:00    LONG   2026-05-28 23:15:00    +62.0  OFF(62m)
2026-05-28 22:34:00    SHORT  2026-05-29 00:00:00    +86.0  OFF(86m)
2026-05-28 22:55:00    LONG   2026-05-28 23:15:00    +20.0  OFF(20m)
2026-05-28 23:13:00    SHORT  2026-05-29 00:00:00    +47.0  OFF(47m)
2026-05-28 23:28:00    LONG   2026-05-28 23:15:00    +13.0  OFF(13m)
2026-05-28 23:55:00    SHORT  2026-05-29 00:00:00    +5.0  OFF(5m)
2026-05-29 00:13:00    LONG   2026-05-29 00:45:00    +32.0  OFF(32m)
2026-05-29 01:07:00    SHORT  2026-05-29 01:30:00    +23.0  OFF(23m)
2026-05-29 01:13:00    LONG   2026-05-29 00:45:00    +28.0  OFF(28m)
2026-05-29 01:28:00    SHORT  2026-05-29 01:30:00    +2.0  CLOSE
2026-05-29 01:34:00    LONG   2026-05-29 02:15:00    +41.0  OFF(41m)
2026-05-29 01:58:00    SHORT  2026-05-29 01:30:00    +28.0  OFF(28m)
2026-05-29 02:07:00    LONG   2026-05-29 02:15:00    +8.0  OFF(8m)
2026-05-29 02:19:00    SHORT  2026-05-29 01:30:00    +49.0  OFF(49m)
2026-05-29 02:37:00    LONG   2026-05-29 02:15:00    +22.0  OFF(22m)
2026-05-29 03:04:00    SHORT  2026-05-29 01:30:00    +94.0  OFF(94m)
2026-05-29 03:25:00    LONG   2026-05-29 02:15:00    +70.0  OFF(70m)
2026-05-29 03:40:00    SHORT  2026-05-29 05:15:00    +95.0  OFF(95m)
2026-05-29 03:52:00    LONG   2026-05-29 02:15:00    +97.0  OFF(97m)
2026-05-29 03:58:00    SHORT  2026-05-29 05:15:00    +77.0  OFF(77m)
2026-05-29 04:16:00    LONG   2026-05-29 06:00:00    +104.0  OFF(104m)
2026-05-29 04:40:00    SHORT  2026-05-29 05:15:00    +35.0  OFF(35m)
2026-05-29 05:13:00    LONG   2026-05-29 06:00:00    +47.0  OFF(47m)
2026-05-29 05:34:00    SHORT  2026-05-29 05:15:00    +19.0  OFF(19m)
2026-05-29 05:40:00    LONG   2026-05-29 06:00:00    +20.0  OFF(20m)
2026-05-29 05:52:00    SHORT  2026-05-29 05:15:00    +37.0  OFF(37m)
2026-05-29 06:52:00    LONG   2026-05-29 06:00:00    +52.0  OFF(52m)
2026-05-29 07:01:00    SHORT  2026-05-29 05:15:00    +106.0  OFF(106m)
2026-05-29 07:10:00    LONG   2026-05-29 06:00:00    +70.0  OFF(70m)
2026-05-29 07:25:00    SHORT  2026-05-29 09:00:00    +95.0  OFF(95m)
2026-05-29 07:31:00    LONG   2026-05-29 06:00:00    +91.0  OFF(91m)
2026-05-29 07:40:00    SHORT  2026-05-29 09:00:00    +80.0  OFF(80m)
2026-05-29 07:58:00    LONG   2026-05-29 09:45:00    +107.0  OFF(107m)
2026-05-29 08:34:00    SHORT  2026-05-29 09:00:00    +26.0  OFF(26m)
2026-05-29 08:40:00    LONG   2026-05-29 09:45:00    +65.0  OFF(65m)
2026-05-29 08:52:00    SHORT  2026-05-29 09:00:00    +8.0  OFF(8m)
2026-05-29 09:07:00    LONG   2026-05-29 09:45:00    +38.0  OFF(38m)
2026-05-29 09:16:00    SHORT  2026-05-29 09:00:00    +16.0  OFF(16m)
2026-05-29 09:46:00    LONG   2026-05-29 09:45:00    +1.0  OK
2026-05-29 09:55:00    SHORT  2026-05-29 09:00:00    +55.0  OFF(55m)
2026-05-29 10:01:00    LONG   2026-05-29 09:45:00    +16.0  OFF(16m)
2026-05-29 10:22:00    SHORT  2026-05-29 09:00:00    +82.0  OFF(82m)
2026-05-29 10:37:00    LONG   2026-05-29 09:45:00    +52.0  OFF(52m)
2026-05-29 10:46:00    SHORT  2026-05-29 09:00:00    +106.0  OFF(106m)
2026-05-29 11:07:00    LONG   2026-05-29 09:45:00    +82.0  OFF(82m)
2026-05-29 11:22:00    SHORT  2026-05-29 09:00:00    +142.0  OFF(142m)
2026-05-29 12:07:00    LONG   2026-05-29 09:45:00    +142.0  OFF(142m)
2026-05-29 12:13:00    SHORT  2026-05-29 15:00:00    +167.0  OFF(167m)
2026-05-29 12:28:00    LONG   2026-05-29 09:45:00    +163.0  OFF(163m)
2026-05-29 13:19:00    SHORT  2026-05-29 15:00:00    +101.0  OFF(101m)
2026-05-29 13:49:00    LONG   2026-05-29 16:30:00    +161.0  OFF(161m)
2026-05-29 14:10:00    SHORT  2026-05-29 15:00:00    +50.0  OFF(50m)
2026-05-29 14:16:00    LONG   2026-05-29 16:30:00    +134.0  OFF(134m)
2026-05-29 14:31:00    SHORT  2026-05-29 15:00:00    +29.0  OFF(29m)
2026-05-29 14:49:00    LONG   2026-05-29 16:30:00    +101.0  OFF(101m)
2026-05-29 15:22:00    SHORT  2026-05-29 15:00:00    +22.0  OFF(22m)
2026-05-29 15:55:00    LONG   2026-05-29 16:30:00    +35.0  OFF(35m)
2026-05-29 16:34:00    SHORT  2026-05-29 15:00:00    +94.0  OFF(94m)
2026-05-29 17:10:00    LONG   2026-05-29 16:30:00    +40.0  OFF(40m)
2026-05-29 17:28:00    SHORT  2026-05-29 18:45:00    +77.0  OFF(77m)
2026-05-29 17:46:00    LONG   2026-05-29 16:30:00    +76.0  OFF(76m)
2026-05-29 18:13:00    SHORT  2026-05-29 18:45:00    +32.0  OFF(32m)
2026-05-29 18:40:00    LONG   2026-05-29 19:30:00    +50.0  OFF(50m)
2026-05-29 18:46:00    SHORT  2026-05-29 18:45:00    +1.0  OK
2026-05-29 18:52:00    LONG   2026-05-29 19:30:00    +38.0  OFF(38m)
2026-05-29 19:04:00    SHORT  2026-05-29 18:45:00    +19.0  OFF(19m)
2026-05-29 19:10:00    LONG   2026-05-29 19:30:00    +20.0  OFF(20m)
2026-05-29 19:28:00    SHORT  2026-05-29 18:45:00    +43.0  OFF(43m)
2026-05-29 20:22:00    LONG   2026-05-29 21:00:00    +38.0  OFF(38m)
2026-05-29 20:28:00    SHORT  2026-05-29 20:15:00    +13.0  OFF(13m)
2026-05-29 20:34:00    LONG   2026-05-29 21:00:00    +26.0  OFF(26m)
2026-05-29 20:40:00    SHORT  2026-05-29 20:15:00    +25.0  OFF(25m)
2026-05-29 20:55:00    LONG   2026-05-29 21:00:00    +5.0  OFF(5m)
2026-05-29 21:01:00    SHORT  2026-05-29 20:15:00    +46.0  OFF(46m)
2026-05-29 21:43:00    LONG   2026-05-29 21:00:00    +43.0  OFF(43m)
2026-05-29 21:55:00    SHORT  2026-05-29 22:30:00    +35.0  OFF(35m)
2026-05-29 22:34:00    LONG   2026-05-29 21:00:00    +94.0  OFF(94m)
2026-05-29 23:22:00    SHORT  2026-05-29 22:30:00    +52.0  OFF(52m)
2026-05-29 23:34:00    LONG   2026-05-30 00:45:00    +71.0  OFF(71m)
2026-05-29 23:49:00    SHORT  2026-05-29 22:30:00    +79.0  OFF(79m)
2026-05-30 00:07:00    LONG   2026-05-30 00:45:00    +38.0  OFF(38m)
2026-05-30 00:22:00    SHORT  2026-05-29 22:30:00    +112.0  OFF(112m)
2026-05-30 00:37:00    LONG   2026-05-30 00:45:00    +8.0  OFF(8m)
2026-05-30 01:04:00    SHORT  2026-05-30 02:15:00    +71.0  OFF(71m)
2026-05-30 01:13:00    LONG   2026-05-30 00:45:00    +28.0  OFF(28m)
2026-05-30 01:25:00    SHORT  2026-05-30 02:15:00    +50.0  OFF(50m)
2026-05-30 01:34:00    LONG   2026-05-30 00:45:00    +49.0  OFF(49m)
2026-05-30 01:46:00    SHORT  2026-05-30 02:15:00    +29.0  OFF(29m)
2026-05-30 02:13:00    LONG   2026-05-30 03:00:00    +47.0  OFF(47m)
2026-05-30 02:22:00    SHORT  2026-05-30 02:15:00    +7.0  OFF(7m)
2026-05-30 02:46:00    LONG   2026-05-30 03:00:00    +14.0  OFF(14m)
2026-05-30 02:52:00    SHORT  2026-05-30 02:15:00    +37.0  OFF(37m)
2026-05-30 03:07:00    LONG   2026-05-30 03:00:00    +7.0  OFF(7m)
2026-05-30 03:19:00    SHORT  2026-05-30 03:45:00    +26.0  OFF(26m)
2026-05-30 03:31:00    LONG   2026-05-30 03:00:00    +31.0  OFF(31m)
2026-05-30 03:52:00    SHORT  2026-05-30 03:45:00    +7.0  OFF(7m)
2026-05-30 04:10:00    LONG   2026-05-30 05:15:00    +65.0  OFF(65m)
2026-05-30 04:19:00    SHORT  2026-05-30 03:45:00    +34.0  OFF(34m)
2026-05-30 04:25:00    LONG   2026-05-30 05:15:00    +50.0  OFF(50m)
2026-05-30 04:43:00    SHORT  2026-05-30 03:45:00    +58.0  OFF(58m)
2026-05-30 05:07:00    LONG   2026-05-30 05:15:00    +8.0  OFF(8m)
2026-05-30 05:25:00    SHORT  2026-05-30 06:00:00    +35.0  OFF(35m)
2026-05-30 05:40:00    LONG   2026-05-30 05:15:00    +25.0  OFF(25m)
2026-05-30 05:55:00    SHORT  2026-05-30 06:00:00    +5.0  OFF(5m)
2026-05-30 06:19:00    LONG   2026-05-30 06:45:00    +26.0  OFF(26m)
2026-05-30 06:40:00    SHORT  2026-05-30 06:00:00    +40.0  OFF(40m)
2026-05-30 06:46:00    LONG   2026-05-30 06:45:00    +1.0  OK
2026-05-30 06:55:00    SHORT  2026-05-30 06:00:00    +55.0  OFF(55m)
2026-05-30 07:01:00    LONG   2026-05-30 06:45:00    +16.0  OFF(16m)
2026-05-30 07:13:00    SHORT  2026-05-30 06:00:00    +73.0  OFF(73m)
2026-05-30 07:43:00    LONG   2026-05-30 06:45:00    +58.0  OFF(58m)
2026-05-30 08:07:00    SHORT  2026-05-30 06:00:00    +127.0  OFF(127m)
2026-05-30 08:22:00    LONG   2026-05-30 06:45:00    +97.0  OFF(97m)
2026-05-30 08:31:00    SHORT  2026-05-30 10:30:00    +119.0  OFF(119m)
2026-05-30 08:43:00    LONG   2026-05-30 06:45:00    +118.0  OFF(118m)
2026-05-30 09:04:00    SHORT  2026-05-30 10:30:00    +86.0  OFF(86m)
2026-05-30 09:10:00    LONG   2026-05-30 11:15:00    +125.0  OFF(125m)
2026-05-30 09:43:00    SHORT  2026-05-30 10:30:00    +47.0  OFF(47m)
2026-05-30 09:52:00    LONG   2026-05-30 11:15:00    +83.0  OFF(83m)
2026-05-30 10:19:00    SHORT  2026-05-30 10:30:00    +11.0  OFF(11m)
2026-05-30 10:37:00    LONG   2026-05-30 11:15:00    +38.0  OFF(38m)
2026-05-30 11:28:00    SHORT  2026-05-30 10:30:00    +58.0  OFF(58m)
2026-05-30 11:52:00    LONG   2026-05-30 11:15:00    +37.0  OFF(37m)
2026-05-30 12:10:00    SHORT  2026-05-30 10:30:00    +100.0  OFF(100m)
2026-05-30 12:49:00    LONG   2026-05-30 11:15:00    +94.0  OFF(94m)
2026-05-30 13:28:00    SHORT  2026-05-30 10:30:00    +178.0  OFF(178m)
2026-05-30 13:43:00    LONG   2026-05-30 11:15:00    +148.0  OFF(148m)
2026-05-30 14:04:00    SHORT  2026-05-30 10:30:00    +214.0  OFF(214m)
2026-05-30 14:19:00    LONG   2026-05-30 11:15:00    +184.0  OFF(184m)
2026-05-30 14:52:00    SHORT  2026-05-30 10:30:00    +262.0  OFF(262m)
2026-05-30 15:16:00    LONG   2026-05-30 11:15:00    +241.0  OFF(241m)
2026-05-30 15:40:00    SHORT  2026-05-30 10:30:00    +310.0  OFF(310m)
2026-05-30 15:55:00    LONG   2026-05-30 11:15:00    +280.0  OFF(280m)
2026-05-30 16:07:00    SHORT  2026-05-30 10:30:00    +337.0  OFF(337m)
2026-05-30 16:28:00    LONG   2026-05-30 11:15:00    +313.0  OFF(313m)
2026-05-30 16:46:00    SHORT  2026-05-30 10:30:00    +376.0  OFF(376m)
2026-05-30 16:55:00    LONG   2026-05-30 11:15:00    +340.0  OFF(340m)
2026-05-30 17:01:00    SHORT  2026-05-30 10:30:00    +391.0  OFF(391m)
2026-05-30 17:13:00    LONG   2026-05-30 11:15:00    +358.0  OFF(358m)
2026-05-30 17:25:00    SHORT  2026-05-30 10:30:00    +415.0  OFF(415m)
2026-05-30 17:31:00    LONG   2026-05-30 11:15:00    +376.0  OFF(376m)
2026-05-30 17:40:00    SHORT  2026-05-30 10:30:00    +430.0  OFF(430m)
2026-05-30 17:49:00    LONG   2026-05-30 11:15:00    +394.0  OFF(394m)
2026-05-30 18:07:00    SHORT  2026-05-30 10:30:00    +457.0  OFF(457m)
2026-05-30 18:13:00    LONG   2026-05-30 11:15:00    +418.0  OFF(418m)
2026-05-30 18:34:00    SHORT  2026-05-30 10:30:00    +484.0  OFF(484m)
2026-05-30 18:40:00    LONG   2026-05-30 11:15:00    +445.0  OFF(445m)
2026-05-30 18:52:00    SHORT  2026-05-30 10:30:00    +502.0  OFF(502m)
2026-05-30 19:31:00    LONG   2026-05-30 11:15:00    +496.0  OFF(496m)
2026-05-30 19:52:00    SHORT  2026-05-30 10:30:00    +562.0  OFF(562m)
2026-05-30 20:10:00    LONG   2026-05-30 11:15:00    +535.0  OFF(535m)
2026-05-30 20:16:00    SHORT  2026-05-30 10:30:00    +586.0  OFF(586m)
2026-05-30 20:22:00    LONG   2026-05-30 11:15:00    +547.0  OFF(547m)
2026-05-30 20:40:00    SHORT  2026-05-30 10:30:00    +610.0  OFF(610m)

Match rate: 11/516 = 2%
