trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
880,2025-07-25 04:30:00,2025-07-25 05:15:00,LONG,3620.21,3633.28,13.07
881,2025-07-25 05:15:00,2025-07-25 06:00:00,SHORT,3633.28,3626.76,6.52
882,2025-07-25 06:00:00,2025-07-25 07:30:00,LONG,3626.76,3615.5,-11.26
883,2025-07-25 07:30:00,2025-07-25 08:15:00,SHORT,3615.5,3665.7,-50.2
884,2025-07-25 08:15:00,2025-07-25 10:30:00,LONG,3665.7,3721.64,55.94
885,2025-07-25 10:30:00,2025-07-25 11:15:00,SHORT,3721.64,3738.76,-17.12
886,2025-07-25 11:15:00,2025-07-25 12:00:00,LONG,3738.76,3727.95,-10.81
887,2025-07-25 12:00:00,2025-07-25 12:45:00,SHORT,3727.95,3704.45,23.5
888,2025-07-25 12:45:00,2025-07-25 13:30:00,LONG,3704.45,3688.63,-15.82
889,2025-07-25 13:30:00,2025-07-25 16:30:00,SHORT,3688.63,3631.82,56.81
890,2025-07-25 16:30:00,2025-07-25 19:30:00,LONG,3631.82,3655.33,23.51
891,2025-07-25 19:30:00,2025-07-25 21:00:00,SHORT,3655.33,3715.3,-59.97
892,2025-07-25 21:00:00,2025-07-25 22:30:00,LONG,3715.3,3724.52,9.22
893,2025-07-25 22:30:00,2025-07-26 00:00:00,SHORT,3724.52,3713.83,10.69
894,2025-07-26 00:00:00,2025-07-26 00:45:00,LONG,3713.83,3725.51,11.68
895,2025-07-26 00:45:00,2025-07-26 02:15:00,SHORT,3725.51,3745.95,-20.44
896,2025-07-26 02:15:00,2025-07-26 03:45:00,LONG,3745.95,3739.51,-6.44
897,2025-07-26 03:45:00,2025-07-26 04:30:00,SHORT,3739.51,3750.89,-11.38
898,2025-07-26 04:30:00,2025-07-26 05:15:00,LONG,3750.89,3749.83,-1.06
899,2025-07-26 05:15:00,2025-07-26 07:30:00,SHORT,3749.83,3745.07,4.76
900,2025-07-26 07:30:00,2025-07-26 09:45:00,LONG,3745.07,3759.1,14.03
901,2025-07-26 09:45:00,2025-07-26 10:30:00,SHORT,3759.1,3779.62,-20.52
902,2025-07-26 10:30:00,2025-07-26 12:00:00,LONG,3779.62,3736.16,-43.46
903,2025-07-26 12:00:00,2025-07-26 12:45:00,SHORT,3736.16,3741.98,-5.82
904,2025-07-26 12:45:00,2025-07-26 14:15:00,LONG,3741.98,3730.0,-11.98
905,2025-07-26 14:15:00,2025-07-26 15:45:00,SHORT,3730.0,3735.72,-5.72
906,2025-07-26 15:45:00,2025-07-26 17:15:00,LONG,3735.72,3731.06,-4.66
907,2025-07-26 17:15:00,2025-07-26 18:45:00,SHORT,3731.06,3740.14,-9.08
908,2025-07-26 18:45:00,2025-07-26 20:15:00,LONG,3740.14,3737.4,-2.74
909,2025-07-26 20:15:00,2025-07-26 21:00:00,SHORT,3737.4,3738.56,-1.16
910,2025-07-26 21:00:00,2025-07-26 22:30:00,LONG,3738.56,3751.36,12.8
911,2025-07-26 22:30:00,2025-07-27 00:45:00,SHORT,3751.36,3756.26,-4.9
912,2025-07-27 00:45:00,2025-07-27 06:00:00,LONG,3756.26,3778.49,22.23
913,2025-07-27 06:00:00,2025-07-27 07:30:00,SHORT,3778.49,3774.84,3.65
914,2025-07-27 07:30:00,2025-07-27 08:15:00,LONG,3774.84,3768.84,-6.0
915,2025-07-27 08:15:00,2025-07-27 09:00:00,SHORT,3768.84,3770.01,-1.17
916,2025-07-27 09:00:00,2025-07-27 09:45:00,LONG,3770.01,3763.5,-6.51
917,2025-07-27 09:45:00,2025-07-27 10:30:00,SHORT,3763.5,3820.48,-56.98
918,2025-07-27 10:30:00,2025-07-27 12:00:00,LONG,3820.48,3834.0,13.52
919,2025-07-27 12:00:00,2025-07-27 15:45:00,SHORT,3834.0,3818.53,15.47
920,2025-07-27 15:45:00,2025-07-27 17:15:00,LONG,3818.53,3824.8,6.27
921,2025-07-27 17:15:00,2025-07-27 18:00:00,SHORT,3824.8,3846.21,-21.41
922,2025-07-27 18:00:00,2025-07-27 19:30:00,LONG,3846.21,3834.15,-12.06
923,2025-07-27 19:30:00,2025-07-27 20:15:00,SHORT,3834.15,3834.16,-0.01
924,2025-07-27 20:15:00,2025-07-27 21:00:00,LONG,3834.16,3822.48,-11.68
925,2025-07-27 21:00:00,2025-07-27 22:30:00,SHORT,3822.48,3873.94,-51.46
926,2025-07-27 22:30:00,2025-07-27 23:15:00,LONG,3873.94,3859.89,-14.05
927,2025-07-27 23:15:00,2025-07-28 00:00:00,SHORT,3859.89,3881.37,-21.48
928,2025-07-28 00:00:00,2025-07-28 00:45:00,LONG,3881.37,3862.01,-19.36
929,2025-07-28 00:45:00,2025-07-28 02:15:00,SHORT,3862.01,3874.34,-12.33
930,2025-07-28 02:15:00,2025-07-28 03:45:00,LONG,3874.34,3879.81,5.47
931,2025-07-28 03:45:00,2025-07-28 04:30:00,SHORT,3879.81,3897.67,-17.86
932,2025-07-28 04:30:00,2025-07-28 06:45:00,LONG,3897.67,3912.81,15.14
933,2025-07-28 06:45:00,2025-07-28 09:00:00,SHORT,3912.81,3887.12,25.69
934,2025-07-28 09:00:00,2025-07-28 09:45:00,LONG,3887.12,3894.24,7.12
935,2025-07-28 09:45:00,2025-07-28 10:30:00,SHORT,3894.24,3886.17,8.07
936,2025-07-28 10:30:00,2025-07-28 11:15:00,LONG,3886.17,3870.05,-16.12
937,2025-07-28 11:15:00,2025-07-28 12:00:00,SHORT,3870.05,3882.02,-11.97
938,2025-07-28 12:00:00,2025-07-28 13:30:00,LONG,3882.02,3853.01,-29.01
939,2025-07-28 13:30:00,2025-07-28 15:45:00,SHORT,3853.01,3808.11,44.9
940,2025-07-28 15:45:00,2025-07-28 17:15:00,LONG,3808.11,3802.88,-5.23
941,2025-07-28 17:15:00,2025-07-28 19:30:00,SHORT,3802.88,3772.14,30.74
942,2025-07-28 19:30:00,2025-07-28 20:15:00,LONG,3772.14,3767.01,-5.13
943,2025-07-28 20:15:00,2025-07-28 21:00:00,SHORT,3767.01,3782.33,-15.32
944,2025-07-28 21:00:00,2025-07-29 00:45:00,LONG,3782.33,3780.34,-1.99
945,2025-07-29 00:45:00,2025-07-29 01:30:00,SHORT,3780.34,3786.07,-5.73
946,2025-07-29 01:30:00,2025-07-29 02:15:00,LONG,3786.07,3758.89,-27.18
947,2025-07-29 02:15:00,2025-07-29 03:45:00,SHORT,3758.89,3791.9,-33.01
948,2025-07-29 03:45:00,2025-07-29 04:30:00,LONG,3791.9,3784.82,-7.08
949,2025-07-29 04:30:00,2025-07-29 05:15:00,SHORT,3784.82,3791.15,-6.33
950,2025-07-29 05:15:00,2025-07-29 09:00:00,LONG,3791.15,3868.26,77.11
951,2025-07-29 09:00:00,2025-07-29 09:45:00,SHORT,3868.26,3872.62,-4.36
952,2025-07-29 09:45:00,2025-07-29 10:30:00,LONG,3872.62,3846.98,-25.64
953,2025-07-29 10:30:00,2025-07-29 12:00:00,SHORT,3846.98,3825.01,21.97
954,2025-07-29 12:00:00,2025-07-29 14:15:00,LONG,3825.01,3820.55,-4.46
955,2025-07-29 14:15:00,2025-07-29 17:15:00,SHORT,3820.55,3784.16,36.39
956,2025-07-29 17:15:00,2025-07-29 19:30:00,LONG,3784.16,3770.09,-14.07
957,2025-07-29 19:30:00,2025-07-29 21:00:00,SHORT,3770.09,3768.51,1.58
958,2025-07-29 21:00:00,2025-07-29 21:45:00,LONG,3768.51,3781.14,12.63
959,2025-07-29 21:45:00,2025-07-29 22:30:00,SHORT,3781.14,3784.69,-3.55
960,2025-07-29 22:30:00,2025-07-30 00:45:00,LONG,3784.69,3775.0,-9.69
961,2025-07-30 00:45:00,2025-07-30 02:15:00,SHORT,3775.0,3806.81,-31.81
962,2025-07-30 02:15:00,2025-07-30 04:30:00,LONG,3806.81,3809.43,2.62
963,2025-07-30 04:30:00,2025-07-30 06:00:00,SHORT,3809.43,3817.02,-7.59
964,2025-07-30 06:00:00,2025-07-30 08:15:00,LONG,3817.02,3818.43,1.41
965,2025-07-30 08:15:00,2025-07-30 10:30:00,SHORT,3818.43,3802.9,15.53
966,2025-07-30 10:30:00,2025-07-30 11:15:00,LONG,3802.9,3755.01,-47.89
967,2025-07-30 11:15:00,2025-07-30 12:45:00,SHORT,3755.01,3774.24,-19.23
968,2025-07-30 12:45:00,2025-07-30 13:30:00,LONG,3774.24,3766.71,-7.53
969,2025-07-30 13:30:00,2025-07-30 14:15:00,SHORT,3766.71,3775.07,-8.36
970,2025-07-30 14:15:00,2025-07-30 15:45:00,LONG,3775.07,3797.25,22.18
971,2025-07-30 15:45:00,2025-07-30 16:30:00,SHORT,3797.25,3788.05,9.2
972,2025-07-30 16:30:00,2025-07-30 18:45:00,LONG,3788.05,3738.37,-49.68
973,2025-07-30 18:45:00,2025-07-30 20:15:00,SHORT,3738.37,3768.84,-30.47
974,2025-07-30 20:15:00,2025-07-30 21:45:00,LONG,3768.84,3763.1,-5.74
975,2025-07-30 21:45:00,2025-07-30 22:30:00,SHORT,3763.1,3762.36,0.74
976,2025-07-30 22:30:00,2025-07-31 02:15:00,LONG,3762.36,3844.01,81.65
977,2025-07-31 02:15:00,2025-07-31 03:00:00,SHORT,3844.01,3860.63,-16.62
978,2025-07-31 03:00:00,2025-07-31 03:45:00,LONG,3860.63,3863.31,2.68
979,2025-07-31 03:45:00,2025-07-31 06:45:00,SHORT,3863.31,3874.08,-10.77
980,2025-07-31 06:45:00,2025-07-31 07:30:00,LONG,3874.08,3862.58,-11.5
981,2025-07-31 07:30:00,2025-07-31 15:45:00,SHORT,3862.58,3788.38,74.2
982,2025-07-31 15:45:00,2025-07-31 17:15:00,LONG,3788.38,3779.75,-8.63
983,2025-07-31 17:15:00,2025-07-31 18:45:00,SHORT,3779.75,3775.58,4.17
984,2025-07-31 18:45:00,2025-07-31 19:30:00,LONG,3775.58,3752.21,-23.37
985,2025-07-31 19:30:00,2025-07-31 21:45:00,SHORT,3752.21,3731.26,20.95
986,2025-07-31 21:45:00,2025-07-31 22:30:00,LONG,3731.26,3709.43,-21.83
987,2025-07-31 22:30:00,2025-07-31 23:15:00,SHORT,3709.43,3708.86,0.57
988,2025-07-31 23:15:00,2025-08-01 00:00:00,LONG,3708.86,3658.96,-49.9
989,2025-08-01 00:00:00,2025-08-01 01:30:00,SHORT,3658.96,3692.61,-33.65
990,2025-08-01 01:30:00,2025-08-01 03:45:00,LONG,3692.61,3704.98,12.37
991,2025-08-01 03:45:00,2025-08-01 05:15:00,SHORT,3704.98,3678.91,26.07
992,2025-08-01 05:15:00,2025-08-01 06:00:00,LONG,3678.91,3668.64,-10.27
993,2025-08-01 06:00:00,2025-08-01 09:45:00,SHORT,3668.64,3618.31,50.33
994,2025-08-01 09:45:00,2025-08-01 10:30:00,LONG,3618.31,3623.72,5.41
995,2025-08-01 10:30:00,2025-08-01 11:15:00,SHORT,3623.72,3622.38,1.34
996,2025-08-01 11:15:00,2025-08-01 13:30:00,LONG,3622.38,3625.53,3.15
997,2025-08-01 13:30:00,2025-08-01 15:00:00,SHORT,3625.53,3612.06,13.47
998,2025-08-01 15:00:00,2025-08-01 17:15:00,LONG,3612.06,3580.12,-31.94
999,2025-08-01 17:15:00,2025-08-01 18:45:00,SHORT,3580.12,3550.16,29.96
1000,2025-08-01 18:45:00,2025-08-01 19:30:00,LONG,3550.16,3524.25,-25.91
1001,2025-08-01 19:30:00,2025-08-01 21:00:00,SHORT,3524.25,3548.03,-23.78
1002,2025-08-01 21:00:00,2025-08-01 22:30:00,LONG,3548.03,3468.93,-79.1
1003,2025-08-01 22:30:00,2025-08-02 00:00:00,SHORT,3468.93,3482.02,-13.09
1004,2025-08-02 00:00:00,2025-08-02 01:30:00,LONG,3482.02,3508.75,26.73
1005,2025-08-02 01:30:00,2025-08-02 02:15:00,SHORT,3508.75,3523.5,-14.75
1006,2025-08-02 02:15:00,2025-08-02 03:45:00,LONG,3523.5,3528.79,5.29
1007,2025-08-02 03:45:00,2025-08-02 04:30:00,SHORT,3528.79,3532.17,-3.38
1008,2025-08-02 04:30:00,2025-08-02 05:15:00,LONG,3532.17,3528.72,-3.45
1009,2025-08-02 05:15:00,2025-08-02 07:30:00,SHORT,3528.72,3508.01,20.71
1010,2025-08-02 07:30:00,2025-08-02 09:00:00,LONG,3508.01,3501.02,-6.99
1011,2025-08-02 09:00:00,2025-08-02 10:30:00,SHORT,3501.02,3482.76,18.26
1012,2025-08-02 10:30:00,2025-08-02 11:15:00,LONG,3482.76,3513.94,31.18
1013,2025-08-02 11:15:00,2025-08-02 12:00:00,SHORT,3513.94,3499.82,14.12
1014,2025-08-02 12:00:00,2025-08-02 12:45:00,LONG,3499.82,3509.02,9.2
1015,2025-08-02 12:45:00,2025-08-02 17:15:00,SHORT,3509.02,3477.83,31.19
1016,2025-08-02 17:15:00,2025-08-02 18:00:00,LONG,3477.83,3408.54,-69.29
1017,2025-08-02 18:00:00,2025-08-02 19:30:00,SHORT,3408.54,3414.8,-6.26
1018,2025-08-02 19:30:00,2025-08-02 22:30:00,LONG,3414.8,3410.84,-3.96
1019,2025-08-02 22:30:00,2025-08-03 00:45:00,SHORT,3410.84,3409.72,1.12
1020,2025-08-03 00:45:00,2025-08-03 04:30:00,LONG,3409.72,3439.48,29.76
1021,2025-08-03 04:30:00,2025-08-03 05:15:00,SHORT,3439.48,3452.69,-13.21
1022,2025-08-03 05:15:00,2025-08-03 06:00:00,LONG,3452.69,3439.49,-13.2
1023,2025-08-03 06:00:00,2025-08-03 07:30:00,SHORT,3439.49,3458.72,-19.23
1024,2025-08-03 07:30:00,2025-08-03 12:00:00,LONG,3458.72,3478.83,20.11
1025,2025-08-03 12:00:00,2025-08-03 12:45:00,SHORT,3478.83,3489.66,-10.83
1026,2025-08-03 12:45:00,2025-08-03 13:30:00,LONG,3489.66,3489.57,-0.09
1027,2025-08-03 13:30:00,2025-08-03 15:45:00,SHORT,3489.57,3476.49,13.08
1028,2025-08-03 15:45:00,2025-08-03 20:15:00,LONG,3476.49,3489.08,12.59
1029,2025-08-03 20:15:00,2025-08-03 23:15:00,SHORT,3489.08,3509.45,-20.37
1030,2025-08-03 23:15:00,2025-08-04 00:00:00,LONG,3509.45,3499.93,-9.52
1031,2025-08-04 00:00:00,2025-08-04 00:45:00,SHORT,3499.93,3546.17,-46.24
1032,2025-08-04 00:45:00,2025-08-04 02:15:00,LONG,3546.17,3548.39,2.22
1033,2025-08-04 02:15:00,2025-08-04 03:00:00,SHORT,3548.39,3561.35,-12.96
1034,2025-08-04 03:00:00,2025-08-04 04:30:00,LONG,3561.35,3539.68,-21.67
1035,2025-08-04 04:30:00,2025-08-04 06:00:00,SHORT,3539.68,3531.65,8.03
1036,2025-08-04 06:00:00,2025-08-04 09:00:00,LONG,3531.65,3557.2,25.55
1037,2025-08-04 09:00:00,2025-08-04 10:30:00,SHORT,3557.2,3557.01,0.19
1038,2025-08-04 10:30:00,2025-08-04 12:00:00,LONG,3557.01,3559.22,2.21
1039,2025-08-04 12:00:00,2025-08-04 12:45:00,SHORT,3559.22,3570.17,-10.95
1040,2025-08-04 12:45:00,2025-08-04 13:30:00,LONG,3570.17,3606.51,36.34
1041,2025-08-04 13:30:00,2025-08-04 14:15:00,SHORT,3606.51,3656.33,-49.82
1042,2025-08-04 14:15:00,2025-08-04 15:00:00,LONG,3656.33,3649.94,-6.39
1043,2025-08-04 15:00:00,2025-08-04 16:30:00,SHORT,3649.94,3685.33,-35.39
1044,2025-08-04 16:30:00,2025-08-04 18:00:00,LONG,3685.33,3679.13,-6.2
1045,2025-08-04 18:00:00,2025-08-04 19:30:00,SHORT,3679.13,3670.33,8.8
1046,2025-08-04 19:30:00,2025-08-05 00:00:00,LONG,3670.33,3704.03,33.7
1047,2025-08-05 00:00:00,2025-08-05 03:00:00,SHORT,3704.03,3666.32,37.71
1048,2025-08-05 03:00:00,2025-08-05 03:45:00,LONG,3666.32,3651.94,-14.38
1049,2025-08-05 03:45:00,2025-08-05 05:15:00,SHORT,3651.94,3658.49,-6.55
1050,2025-08-05 05:15:00,2025-08-05 06:45:00,LONG,3658.49,3650.85,-7.64
1051,2025-08-05 06:45:00,2025-08-05 09:00:00,SHORT,3650.85,3640.12,10.73
1052,2025-08-05 09:00:00,2025-08-05 11:15:00,LONG,3640.12,3683.51,43.39
1053,2025-08-05 11:15:00,2025-08-05 13:30:00,SHORT,3683.51,3642.64,40.87
1054,2025-08-05 13:30:00,2025-08-05 14:15:00,LONG,3642.64,3580.81,-61.83
1055,2025-08-05 14:15:00,2025-08-05 16:30:00,SHORT,3580.81,3572.6,8.21
1056,2025-08-05 16:30:00,2025-08-05 18:45:00,LONG,3572.6,3587.69,15.09
1057,2025-08-05 18:45:00,2025-08-05 20:15:00,SHORT,3587.69,3596.75,-9.06
1058,2025-08-05 20:15:00,2025-08-05 21:00:00,LONG,3596.75,3576.29,-20.46
1059,2025-08-05 21:00:00,2025-08-05 21:45:00,SHORT,3576.29,3575.62,0.67
1060,2025-08-05 21:45:00,2025-08-06 00:00:00,LONG,3575.62,3602.74,27.12
1061,2025-08-06 00:00:00,2025-08-06 03:00:00,SHORT,3602.74,3585.74,17.0
1062,2025-08-06 03:00:00,2025-08-06 03:45:00,LONG,3585.74,3583.66,-2.08
1063,2025-08-06 03:45:00,2025-08-06 04:30:00,SHORT,3583.66,3575.28,8.38
1064,2025-08-06 04:30:00,2025-08-06 08:15:00,LONG,3575.28,3623.76,48.48
1065,2025-08-06 08:15:00,2025-08-06 11:15:00,SHORT,3623.76,3626.09,-2.33
1066,2025-08-06 11:15:00,2025-08-06 12:00:00,LONG,3626.09,3594.61,-31.48
1067,2025-08-06 12:00:00,2025-08-06 14:15:00,SHORT,3594.61,3600.35,-5.74
1068,2025-08-06 14:15:00,2025-08-06 16:30:00,LONG,3600.35,3643.25,42.9
1069,2025-08-06 16:30:00,2025-08-06 18:00:00,SHORT,3643.25,3695.88,-52.63
1070,2025-08-06 18:00:00,2025-08-06 18:45:00,LONG,3695.88,3677.09,-18.79
1071,2025-08-06 18:45:00,2025-08-06 22:30:00,SHORT,3677.09,3676.46,0.63
1072,2025-08-06 22:30:00,2025-08-07 00:45:00,LONG,3676.46,3673.93,-2.53
1073,2025-08-07 00:45:00,2025-08-07 01:30:00,SHORT,3673.93,3691.48,-17.55
1074,2025-08-07 01:30:00,2025-08-07 02:15:00,LONG,3691.48,3671.26,-20.22
1075,2025-08-07 02:15:00,2025-08-07 03:45:00,SHORT,3671.26,3656.78,14.48
1076,2025-08-07 03:45:00,2025-08-07 13:30:00,LONG,3656.78,3859.44,202.66
1077,2025-08-07 13:30:00,2025-08-07 15:45:00,SHORT,3859.44,3837.01,22.43
1078,2025-08-07 15:45:00,2025-08-07 16:30:00,LONG,3837.01,3806.77,-30.24
1079,2025-08-07 16:30:00,2025-08-07 18:00:00,SHORT,3806.77,3813.33,-6.56
1080,2025-08-07 18:00:00,2025-08-07 18:45:00,LONG,3813.33,3827.7,14.37
1081,2025-08-07 18:45:00,2025-08-07 19:30:00,SHORT,3827.7,3851.33,-23.63
1082,2025-08-07 19:30:00,2025-08-07 21:45:00,LONG,3851.33,3871.53,20.2
1083,2025-08-07 21:45:00,2025-08-07 22:30:00,SHORT,3871.53,3883.53,-12.0
1084,2025-08-07 22:30:00,2025-08-07 23:15:00,LONG,3883.53,3893.14,9.61
1085,2025-08-07 23:15:00,2025-08-08 00:00:00,SHORT,3893.14,3906.78,-13.64
1086,2025-08-08 00:00:00,2025-08-08 01:30:00,LONG,3906.78,3888.62,-18.16
1087,2025-08-08 01:30:00,2025-08-08 02:15:00,SHORT,3888.62,3888.54,0.08
1088,2025-08-08 02:15:00,2025-08-08 04:30:00,LONG,3888.54,3925.59,37.05
1089,2025-08-08 04:30:00,2025-08-08 06:45:00,SHORT,3925.59,3915.01,10.58
1090,2025-08-08 06:45:00,2025-08-08 09:00:00,LONG,3915.01,3893.14,-21.87
1091,2025-08-08 09:00:00,2025-08-08 09:45:00,SHORT,3893.14,3900.03,-6.89
1092,2025-08-08 09:45:00,2025-08-08 10:30:00,LONG,3900.03,3892.5,-7.53
1093,2025-08-08 10:30:00,2025-08-08 11:15:00,SHORT,3892.5,3905.57,-13.07
1094,2025-08-08 11:15:00,2025-08-08 12:45:00,LONG,3905.57,3892.37,-13.2
1095,2025-08-08 12:45:00,2025-08-08 13:30:00,SHORT,3892.37,3937.06,-44.69
1096,2025-08-08 13:30:00,2025-08-08 15:45:00,LONG,3937.06,3954.56,17.5
1097,2025-08-08 15:45:00,2025-08-08 16:30:00,SHORT,3954.56,3960.42,-5.86
1098,2025-08-08 16:30:00,2025-08-08 19:30:00,LONG,3960.42,4044.7,84.28
1099,2025-08-08 19:30:00,2025-08-08 21:00:00,SHORT,4044.7,4051.13,-6.43
1100,2025-08-08 21:00:00,2025-08-08 21:45:00,LONG,4051.13,4038.46,-12.67
1101,2025-08-08 21:45:00,2025-08-09 00:45:00,SHORT,4038.46,4016.99,21.47
1102,2025-08-09 00:45:00,2025-08-09 02:15:00,LONG,4016.99,4032.66,15.67
1103,2025-08-09 02:15:00,2025-08-09 03:00:00,SHORT,4032.66,4041.73,-9.07
1104,2025-08-09 03:00:00,2025-08-09 06:45:00,LONG,4041.73,4162.23,120.5
1105,2025-08-09 06:45:00,2025-08-09 08:15:00,SHORT,4162.23,4188.0,-25.77
1106,2025-08-09 08:15:00,2025-08-09 11:15:00,LONG,4188.0,4208.35,20.35
1107,2025-08-09 11:15:00,2025-08-09 13:30:00,SHORT,4208.35,4182.38,25.97
1108,2025-08-09 13:30:00,2025-08-09 18:45:00,LONG,4182.38,4241.96,59.58
1109,2025-08-09 18:45:00,2025-08-09 19:30:00,SHORT,4241.96,4263.02,-21.06
1110,2025-08-09 19:30:00,2025-08-09 21:45:00,LONG,4263.02,4278.16,15.14
1111,2025-08-09 21:45:00,2025-08-09 22:30:00,SHORT,4278.16,4271.83,6.33
1112,2025-08-09 22:30:00,2025-08-09 23:15:00,LONG,4271.83,4253.21,-18.62
1113,2025-08-09 23:15:00,2025-08-10 00:45:00,SHORT,4253.21,4311.09,-57.88
1114,2025-08-10 00:45:00,2025-08-10 02:15:00,LONG,4311.09,4262.68,-48.41
1115,2025-08-10 02:15:00,2025-08-10 04:30:00,SHORT,4262.68,4255.73,6.95
1116,2025-08-10 04:30:00,2025-08-10 05:15:00,LONG,4255.73,4216.3,-39.43
1117,2025-08-10 05:15:00,2025-08-10 06:45:00,SHORT,4216.3,4225.21,-8.91
1118,2025-08-10 06:45:00,2025-08-10 07:30:00,LONG,4225.21,4176.69,-48.52
1119,2025-08-10 07:30:00,2025-08-10 09:00:00,SHORT,4176.69,4216.7,-40.01
1120,2025-08-10 09:00:00,2025-08-10 10:30:00,LONG,4216.7,4212.49,-4.21
1121,2025-08-10 10:30:00,2025-08-10 12:45:00,SHORT,4212.49,4201.1,11.39
1122,2025-08-10 12:45:00,2025-08-10 13:30:00,LONG,4201.1,4183.1,-18.0
1123,2025-08-10 13:30:00,2025-08-10 14:15:00,SHORT,4183.1,4212.53,-29.43
1124,2025-08-10 14:15:00,2025-08-10 15:45:00,LONG,4212.53,4217.94,5.41
1125,2025-08-10 15:45:00,2025-08-10 16:30:00,SHORT,4217.94,4234.11,-16.17
1126,2025-08-10 16:30:00,2025-08-10 18:00:00,LONG,4234.11,4229.6,-4.51
1127,2025-08-10 18:00:00,2025-08-10 18:45:00,SHORT,4229.6,4235.67,-6.07
1128,2025-08-10 18:45:00,2025-08-10 20:15:00,LONG,4235.67,4213.98,-21.69
1129,2025-08-10 20:15:00,2025-08-10 22:30:00,SHORT,4213.98,4235.71,-21.73
1130,2025-08-10 22:30:00,2025-08-11 03:00:00,LONG,4235.71,4302.52,66.81
1131,2025-08-11 03:00:00,2025-08-11 04:30:00,SHORT,4302.52,4323.57,-21.05
1132,2025-08-11 04:30:00,2025-08-11 05:15:00,LONG,4323.57,4310.78,-12.79
1133,2025-08-11 05:15:00,2025-08-11 09:00:00,SHORT,4310.78,4279.61,31.17
1134,2025-08-11 09:00:00,2025-08-11 09:45:00,LONG,4279.61,4266.1,-13.51
1135,2025-08-11 09:45:00,2025-08-11 13:30:00,SHORT,4266.1,4255.99,10.11
1136,2025-08-11 13:30:00,2025-08-11 15:00:00,LONG,4255.99,4273.14,17.15
1137,2025-08-11 15:00:00,2025-08-11 15:45:00,SHORT,4273.14,4329.74,-56.6
1138,2025-08-11 15:45:00,2025-08-11 17:15:00,LONG,4329.74,4302.09,-27.65
1139,2025-08-11 17:15:00,2025-08-11 19:30:00,SHORT,4302.09,4280.41,21.68
1140,2025-08-11 19:30:00,2025-08-11 20:15:00,LONG,4280.41,4242.97,-37.44
1141,2025-08-11 20:15:00,2025-08-11 23:15:00,SHORT,4242.97,4221.9,21.07
1142,2025-08-11 23:15:00,2025-08-12 00:00:00,LONG,4221.9,4233.51,11.61
1143,2025-08-12 00:00:00,2025-08-12 00:45:00,SHORT,4233.51,4274.33,-40.82
1144,2025-08-12 00:45:00,2025-08-12 03:00:00,LONG,4274.33,4287.51,13.18
1145,2025-08-12 03:00:00,2025-08-12 04:30:00,SHORT,4287.51,4311.43,-23.92
1146,2025-08-12 04:30:00,2025-08-12 05:15:00,LONG,4311.43,4291.95,-19.48
1147,2025-08-12 05:15:00,2025-08-12 06:45:00,SHORT,4291.95,4290.84,1.11
1148,2025-08-12 06:45:00,2025-08-12 08:15:00,LONG,4290.84,4299.69,8.85
1149,2025-08-12 08:15:00,2025-08-12 10:30:00,SHORT,4299.69,4284.97,14.72
1150,2025-08-12 10:30:00,2025-08-12 11:15:00,LONG,4284.97,4276.77,-8.2
1151,2025-08-12 11:15:00,2025-08-12 12:00:00,SHORT,4276.77,4281.49,-4.72
1152,2025-08-12 12:00:00,2025-08-12 16:30:00,LONG,4281.49,4447.13,165.64
1153,2025-08-12 16:30:00,2025-08-12 17:15:00,SHORT,4447.13,4476.77,-29.64
1154,2025-08-12 17:15:00,2025-08-12 18:45:00,LONG,4476.77,4490.28,13.51
1155,2025-08-12 18:45:00,2025-08-12 19:30:00,SHORT,4490.28,4498.89,-8.61
1156,2025-08-12 19:30:00,2025-08-12 21:45:00,LONG,4498.89,4586.48,87.59
1157,2025-08-12 21:45:00,2025-08-12 23:15:00,SHORT,4586.48,4599.94,-13.46
1158,2025-08-12 23:15:00,2025-08-13 00:00:00,LONG,4599.94,4607.51,7.57
1159,2025-08-13 00:00:00,2025-08-13 00:45:00,SHORT,4607.51,4614.11,-6.6
1160,2025-08-13 00:45:00,2025-08-13 01:30:00,LONG,4614.11,4571.51,-42.6
1161,2025-08-13 01:30:00,2025-08-13 03:00:00,SHORT,4571.51,4611.54,-40.03
1162,2025-08-13 03:00:00,2025-08-13 05:15:00,LONG,4611.54,4648.39,36.85
1163,2025-08-13 05:15:00,2025-08-13 07:30:00,SHORT,4648.39,4625.63,22.76
1164,2025-08-13 07:30:00,2025-08-13 11:15:00,LONG,4625.63,4677.72,52.09
1165,2025-08-13 11:15:00,2025-08-13 12:00:00,SHORT,4677.72,4689.12,-11.4
1166,2025-08-13 12:00:00,2025-08-13 14:15:00,LONG,4689.12,4676.89,-12.23
1167,2025-08-13 14:15:00,2025-08-13 15:45:00,SHORT,4676.89,4664.38,12.51
1168,2025-08-13 15:45:00,2025-08-13 18:45:00,LONG,4664.38,4716.43,52.05
1169,2025-08-13 18:45:00,2025-08-13 19:30:00,SHORT,4716.43,4709.33,7.1
1170,2025-08-13 19:30:00,2025-08-13 20:15:00,LONG,4709.33,4712.29,2.96
1171,2025-08-13 20:15:00,2025-08-13 22:30:00,SHORT,4712.29,4753.25,-40.96
1172,2025-08-13 22:30:00,2025-08-14 00:00:00,LONG,4753.25,4738.53,-14.72
