trade_no,entry_time,exit_time,dir,entry_px,exit_px,pnl
296,2025-07-31 11:00:00,2025-08-01 12:30:00,SHORT,3848.22,3656.52,191.71
297,2025-08-01 12:30:00,2025-08-01 13:15:00,LONG,3656.52,3650.41,-6.11
298,2025-08-01 13:15:00,2025-08-02 11:15:00,SHORT,3650.41,3498.93,151.47
299,2025-08-02 11:15:00,2025-08-02 14:15:00,LONG,3498.93,3493.64,-5.29
300,2025-08-02 14:15:00,2025-08-03 02:00:00,SHORT,3493.64,3423.98,69.66
301,2025-08-03 02:00:00,2025-08-05 01:45:00,LONG,3423.98,3686.53,262.55
302,2025-08-05 01:45:00,2025-08-05 10:15:00,SHORT,3686.53,3670.4,16.13
303,2025-08-05 10:15:00,2025-08-05 12:15:00,LONG,3670.4,3667.88,-2.52
304,2025-08-05 12:15:00,2025-08-05 23:00:00,SHORT,3667.88,3608.55,59.33
305,2025-08-05 23:00:00,2025-08-06 00:15:00,LONG,3608.55,3592.13,-16.43
306,2025-08-06 00:15:00,2025-08-06 01:45:00,SHORT,3592.13,3593.76,-1.63
307,2025-08-06 01:45:00,2025-08-06 02:00:00,LONG,3593.76,3577.01,-16.75
308,2025-08-06 02:00:00,2025-08-06 05:00:00,SHORT,3577.01,3580.38,-3.37
309,2025-08-06 05:00:00,2025-08-06 12:00:00,LONG,3580.38,3612.07,31.68
310,2025-08-06 12:00:00,2025-08-06 14:45:00,SHORT,3612.07,3627.3,-15.23
311,2025-08-06 14:45:00,2025-08-07 04:30:00,LONG,3627.3,3660.63,33.33
312,2025-08-07 04:30:00,2025-08-07 05:15:00,SHORT,3660.63,3672.18,-11.55
313,2025-08-07 05:15:00,2025-08-08 08:30:00,LONG,3672.18,3894.49,222.31
314,2025-08-08 08:30:00,2025-08-08 11:00:00,SHORT,3894.49,3904.61,-10.12
315,2025-08-08 11:00:00,2025-08-08 12:00:00,LONG,3904.61,3910.04,5.43
316,2025-08-08 12:00:00,2025-08-08 13:15:00,SHORT,3910.04,3907.9,2.14
317,2025-08-08 13:15:00,2025-08-10 03:00:00,LONG,3907.9,4228.51,320.61
318,2025-08-10 03:00:00,2025-08-10 16:30:00,SHORT,4228.51,4240.29,-11.78
319,2025-08-10 16:30:00,2025-08-10 20:15:00,LONG,4240.29,4220.44,-19.85
320,2025-08-10 20:15:00,2025-08-10 20:30:00,SHORT,4220.44,4227.28,-6.85
321,2025-08-10 20:30:00,2025-08-10 21:00:00,LONG,4227.28,4201.43,-25.86
322,2025-08-10 21:00:00,2025-08-10 21:45:00,SHORT,4201.43,4213.29,-11.86
323,2025-08-10 21:45:00,2025-08-11 07:45:00,LONG,4213.29,4269.69,56.4
324,2025-08-11 07:45:00,2025-08-11 13:45:00,SHORT,4269.69,4279.83,-10.13
325,2025-08-11 13:45:00,2025-08-11 19:45:00,LONG,4279.83,4261.94,-17.89
326,2025-08-11 19:45:00,2025-08-12 00:45:00,SHORT,4261.94,4246.66,15.28
327,2025-08-12 00:45:00,2025-08-12 11:00:00,LONG,4246.66,4265.27,18.61
328,2025-08-12 11:00:00,2025-08-12 11:45:00,SHORT,4265.27,4285.81,-20.54
329,2025-08-12 11:45:00,2025-08-13 08:30:00,LONG,4285.81,4612.79,326.98
330,2025-08-13 08:30:00,2025-08-13 08:45:00,SHORT,4612.79,4624.36,-11.57
331,2025-08-13 08:45:00,2025-08-13 14:45:00,LONG,4624.36,4658.46,34.1
332,2025-08-13 14:45:00,2025-08-13 16:15:00,SHORT,4658.46,4712.4,-53.94
333,2025-08-13 16:15:00,2025-08-14 06:00:00,LONG,4712.4,4718.2,5.8
334,2025-08-14 06:00:00,2025-08-14 06:30:00,SHORT,4718.2,4754.34,-36.14
335,2025-08-14 06:30:00,2025-08-14 07:00:00,LONG,4754.34,4755.71,1.37
336,2025-08-14 07:00:00,2025-08-14 09:30:00,SHORT,4755.71,4757.81,-2.1
337,2025-08-14 09:30:00,2025-08-14 10:30:00,LONG,4757.81,4733.66,-24.14
338,2025-08-14 10:30:00,2025-08-15 00:30:00,SHORT,4733.66,4569.21,164.46
339,2025-08-15 00:30:00,2025-08-15 12:15:00,LONG,4569.21,4628.08,58.88
340,2025-08-15 12:15:00,2025-08-15 12:30:00,SHORT,4628.08,4628.12,-0.03
341,2025-08-15 12:30:00,2025-08-15 13:00:00,LONG,4628.12,4604.62,-23.5
342,2025-08-15 13:00:00,2025-08-16 00:30:00,SHORT,4604.62,4473.6,131.02
343,2025-08-16 00:30:00,2025-08-16 05:15:00,LONG,4473.6,4440.99,-32.61
344,2025-08-16 05:15:00,2025-08-16 09:00:00,SHORT,4440.99,4452.87,-11.88
345,2025-08-16 09:00:00,2025-08-16 09:45:00,LONG,4452.87,4442.48,-10.39
346,2025-08-16 09:45:00,2025-08-16 19:15:00,SHORT,4442.48,4423.13,19.35
347,2025-08-16 19:15:00,2025-08-16 21:45:00,LONG,4423.13,4414.14,-8.99
348,2025-08-16 21:45:00,2025-08-16 22:00:00,SHORT,4414.14,4417.0,-2.86
349,2025-08-16 22:00:00,2025-08-17 00:45:00,LONG,4417.0,4412.26,-4.74
350,2025-08-17 00:45:00,2025-08-17 02:15:00,SHORT,4412.26,4412.7,-0.43
351,2025-08-17 02:15:00,2025-08-17 16:45:00,LONG,4412.7,4516.55,103.86
352,2025-08-17 16:45:00,2025-08-17 22:30:00,SHORT,4516.55,4528.47,-11.92
353,2025-08-17 22:30:00,2025-08-17 23:00:00,LONG,4528.47,4505.43,-23.05
354,2025-08-17 23:00:00,2025-08-18 12:30:00,SHORT,4505.43,4305.14,200.29
355,2025-08-18 12:30:00,2025-08-18 13:45:00,LONG,4305.14,4296.64,-8.49
356,2025-08-18 13:45:00,2025-08-18 14:45:00,SHORT,4296.64,4325.42,-28.78
357,2025-08-18 14:45:00,2025-08-18 23:30:00,LONG,4325.42,4313.74,-11.68
358,2025-08-18 23:30:00,2025-08-19 00:45:00,SHORT,4313.74,4306.66,7.08
359,2025-08-19 00:45:00,2025-08-19 03:00:00,LONG,4306.66,4273.08,-33.58
360,2025-08-19 03:00:00,2025-08-19 09:30:00,SHORT,4273.08,4295.79,-22.72
361,2025-08-19 09:30:00,2025-08-19 14:15:00,LONG,4295.79,4246.09,-49.71
362,2025-08-19 14:15:00,2025-08-20 03:15:00,SHORT,4246.09,4146.31,99.77
363,2025-08-20 03:15:00,2025-08-20 03:30:00,LONG,4146.31,4138.47,-7.84
364,2025-08-20 03:30:00,2025-08-20 04:00:00,SHORT,4138.47,4154.17,-15.7
365,2025-08-20 04:00:00,2025-08-20 11:30:00,LONG,4154.17,4187.22,33.05
366,2025-08-20 11:30:00,2025-08-20 11:45:00,SHORT,4187.22,4179.75,7.48
367,2025-08-20 11:45:00,2025-08-20 13:00:00,LONG,4179.75,4182.02,2.27
368,2025-08-20 13:00:00,2025-08-20 14:30:00,SHORT,4182.02,4194.18,-12.15
369,2025-08-20 14:30:00,2025-08-21 02:00:00,LONG,4194.18,4317.02,122.85
370,2025-08-21 02:00:00,2025-08-21 03:00:00,SHORT,4317.02,4309.91,7.11
371,2025-08-21 03:00:00,2025-08-21 03:15:00,LONG,4309.91,4305.06,-4.86
372,2025-08-21 03:15:00,2025-08-21 14:00:00,SHORT,4305.06,4284.87,20.19
373,2025-08-21 14:00:00,2025-08-21 14:30:00,LONG,4284.87,4289.7,4.83
374,2025-08-21 14:30:00,2025-08-22 01:15:00,SHORT,4289.7,4239.7,50.0
375,2025-08-22 01:15:00,2025-08-22 11:00:00,LONG,4239.7,4286.17,46.47
376,2025-08-22 11:00:00,2025-08-22 13:30:00,SHORT,4286.17,4281.2,4.97
377,2025-08-22 13:30:00,2025-08-23 02:15:00,LONG,4281.2,4738.67,457.47
378,2025-08-23 02:15:00,2025-08-23 14:15:00,SHORT,4738.67,4740.64,-1.98
379,2025-08-23 14:15:00,2025-08-23 17:15:00,LONG,4740.64,4739.54,-1.1
380,2025-08-23 17:15:00,2025-08-23 17:30:00,SHORT,4739.54,4741.5,-1.96
381,2025-08-23 17:30:00,2025-08-24 03:00:00,LONG,4741.5,4764.88,23.38
382,2025-08-24 03:00:00,2025-08-24 03:30:00,SHORT,4764.88,4774.15,-9.26
383,2025-08-24 03:30:00,2025-08-24 06:45:00,LONG,4774.15,4763.05,-11.1
384,2025-08-24 06:45:00,2025-08-24 09:30:00,SHORT,4763.05,4783.94,-20.89
385,2025-08-24 09:30:00,2025-08-24 09:45:00,LONG,4783.94,4777.11,-6.82
386,2025-08-24 09:45:00,2025-08-24 13:15:00,SHORT,4777.11,4777.65,-0.53
387,2025-08-24 13:15:00,2025-08-24 13:30:00,LONG,4777.65,4762.01,-15.64
388,2025-08-24 13:30:00,2025-08-24 14:15:00,SHORT,4762.01,4782.44,-20.42
389,2025-08-24 14:15:00,2025-08-24 20:00:00,LONG,4782.44,4757.9,-24.53
390,2025-08-24 20:00:00,2025-08-25 14:00:00,SHORT,4757.9,4657.11,100.8
391,2025-08-25 14:00:00,2025-08-25 15:00:00,LONG,4657.11,4628.24,-28.87
392,2025-08-25 15:00:00,2025-08-26 05:30:00,SHORT,4628.24,4443.25,184.99
393,2025-08-26 05:30:00,2025-08-26 12:00:00,LONG,4443.25,4411.0,-32.25
394,2025-08-26 12:00:00,2025-08-26 12:30:00,SHORT,4411.0,4433.5,-22.5
395,2025-08-26 12:30:00,2025-08-27 01:15:00,LONG,4433.5,4551.91,118.41
396,2025-08-27 01:15:00,2025-08-27 01:45:00,SHORT,4551.91,4560.91,-8.99
397,2025-08-27 01:45:00,2025-08-27 02:00:00,LONG,4560.91,4547.19,-13.71
398,2025-08-27 02:00:00,2025-08-27 02:15:00,SHORT,4547.19,4566.46,-19.27
399,2025-08-27 02:15:00,2025-08-27 03:15:00,LONG,4566.46,4549.81,-16.65
400,2025-08-27 03:15:00,2025-08-27 03:30:00,SHORT,4549.81,4570.83,-21.01
401,2025-08-27 03:30:00,2025-08-27 06:45:00,LONG,4570.83,4583.74,12.92
402,2025-08-27 06:45:00,2025-08-27 08:45:00,SHORT,4583.74,4584.63,-0.89
403,2025-08-27 08:45:00,2025-08-27 10:30:00,LONG,4584.63,4578.98,-5.65
404,2025-08-27 10:30:00,2025-08-27 11:45:00,SHORT,4578.98,4612.4,-33.43
405,2025-08-27 11:45:00,2025-08-27 19:00:00,LONG,4612.4,4576.2,-36.2
406,2025-08-27 19:00:00,2025-08-28 04:30:00,SHORT,4576.2,4562.95,13.25
407,2025-08-28 04:30:00,2025-08-28 14:15:00,LONG,4562.95,4564.97,2.02
408,2025-08-28 14:15:00,2025-08-29 03:30:00,SHORT,4564.97,4496.36,68.6
409,2025-08-29 03:30:00,2025-08-29 04:45:00,LONG,4496.36,4476.34,-20.03
410,2025-08-29 04:45:00,2025-08-29 19:15:00,SHORT,4476.34,4360.51,115.82
411,2025-08-29 19:15:00,2025-08-30 00:30:00,LONG,4360.51,4338.94,-21.57
412,2025-08-30 00:30:00,2025-08-30 03:15:00,SHORT,4338.94,4340.22,-1.28
413,2025-08-30 03:15:00,2025-08-30 12:30:00,LONG,4340.22,4364.28,24.06
414,2025-08-30 12:30:00,2025-08-30 23:00:00,SHORT,4364.28,4365.41,-1.13
415,2025-08-30 23:00:00,2025-08-31 14:00:00,LONG,4365.41,4455.58,90.17
416,2025-08-31 14:00:00,2025-08-31 15:00:00,SHORT,4455.58,4470.5,-14.92
417,2025-08-31 15:00:00,2025-08-31 19:45:00,LONG,4470.5,4468.81,-1.69
418,2025-08-31 19:45:00,2025-08-31 21:30:00,SHORT,4468.81,4469.43,-0.62
419,2025-08-31 21:30:00,2025-08-31 21:45:00,LONG,4469.43,4467.16,-2.27
420,2025-08-31 21:45:00,2025-09-01 07:15:00,SHORT,4467.16,4394.33,72.83
421,2025-09-01 07:15:00,2025-09-01 10:30:00,LONG,4394.33,4417.83,23.5
422,2025-09-01 10:30:00,2025-09-01 13:15:00,SHORT,4417.83,4420.61,-2.78
423,2025-09-01 13:15:00,2025-09-01 13:30:00,LONG,4420.61,4403.28,-17.33
424,2025-09-01 13:30:00,2025-09-02 02:45:00,SHORT,4403.28,4355.39,47.89
425,2025-09-02 02:45:00,2025-09-02 11:45:00,LONG,4355.39,4364.98,9.59
426,2025-09-02 11:45:00,2025-09-02 13:45:00,SHORT,4364.98,4374.44,-9.46
427,2025-09-02 13:45:00,2025-09-02 14:00:00,LONG,4374.44,4346.59,-27.85
428,2025-09-02 14:00:00,2025-09-02 21:30:00,SHORT,4346.59,4325.94,20.65
429,2025-09-02 21:30:00,2025-09-03 00:45:00,LONG,4325.94,4307.31,-18.64
430,2025-09-03 00:45:00,2025-09-03 01:45:00,SHORT,4307.31,4301.62,5.68
431,2025-09-03 01:45:00,2025-09-03 05:45:00,LONG,4301.62,4313.81,12.18
432,2025-09-03 05:45:00,2025-09-03 08:00:00,SHORT,4313.81,4321.95,-8.14
433,2025-09-03 08:00:00,2025-09-03 08:45:00,LONG,4321.95,4316.02,-5.92
434,2025-09-03 08:45:00,2025-09-03 09:30:00,SHORT,4316.02,4333.34,-17.32
435,2025-09-03 09:30:00,2025-09-04 01:00:00,LONG,4333.34,4456.42,123.07
436,2025-09-04 01:00:00,2025-09-04 01:30:00,SHORT,4456.42,4471.76,-15.34
437,2025-09-04 01:30:00,2025-09-04 02:15:00,LONG,4471.76,4450.2,-21.56
438,2025-09-04 02:15:00,2025-09-04 10:30:00,SHORT,4450.2,4420.08,30.12
439,2025-09-04 10:30:00,2025-09-04 10:45:00,LONG,4420.08,4410.08,-10.0
440,2025-09-04 10:45:00,2025-09-04 11:00:00,SHORT,4410.08,4422.72,-12.65
441,2025-09-04 11:00:00,2025-09-04 12:30:00,LONG,4422.72,4400.03,-22.69
442,2025-09-04 12:30:00,2025-09-04 12:45:00,SHORT,4400.03,4408.85,-8.82
443,2025-09-04 12:45:00,2025-09-04 13:30:00,LONG,4408.85,4380.48,-28.37
444,2025-09-04 13:30:00,2025-09-04 22:45:00,SHORT,4380.48,4327.76,52.72
445,2025-09-04 22:45:00,2025-09-04 23:30:00,LONG,4327.76,4319.58,-8.19
446,2025-09-04 23:30:00,2025-09-05 01:15:00,SHORT,4319.58,4316.67,2.91
447,2025-09-05 01:15:00,2025-09-05 02:30:00,LONG,4316.67,4310.03,-6.64
448,2025-09-05 02:30:00,2025-09-05 02:45:00,SHORT,4310.03,4323.7,-13.67
449,2025-09-05 02:45:00,2025-09-05 03:00:00,LONG,4323.7,4310.09,-13.61
450,2025-09-05 03:00:00,2025-09-05 03:45:00,SHORT,4310.09,4328.12,-18.03
451,2025-09-05 03:45:00,2025-09-05 14:15:00,LONG,4328.12,4377.82,49.7
452,2025-09-05 14:15:00,2025-09-06 02:45:00,SHORT,4377.82,4319.4,58.42
453,2025-09-06 02:45:00,2025-09-06 04:00:00,LONG,4319.4,4315.39,-4.01
454,2025-09-06 04:00:00,2025-09-07 00:30:00,SHORT,4315.39,4279.22,36.17
455,2025-09-07 00:30:00,2025-09-07 15:45:00,LONG,4279.22,4298.21,18.99
456,2025-09-07 15:45:00,2025-09-07 19:30:00,SHORT,4298.21,4288.46,9.75
457,2025-09-07 19:30:00,2025-09-07 20:00:00,LONG,4288.46,4286.48,-1.98
458,2025-09-07 20:00:00,2025-09-07 20:45:00,SHORT,4286.48,4293.79,-7.31
459,2025-09-07 20:45:00,2025-09-07 21:15:00,LONG,4293.79,4289.97,-3.81
460,2025-09-07 21:15:00,2025-09-07 22:00:00,SHORT,4289.97,4295.22,-5.24
461,2025-09-07 22:00:00,2025-09-08 02:15:00,LONG,4295.22,4283.7,-11.51
462,2025-09-08 02:15:00,2025-09-08 02:30:00,SHORT,4283.7,4295.68,-11.97
463,2025-09-08 02:30:00,2025-09-08 05:30:00,LONG,4295.68,4290.53,-5.15
464,2025-09-08 05:30:00,2025-09-08 05:45:00,SHORT,4290.53,4296.48,-5.96
465,2025-09-08 05:45:00,2025-09-08 06:00:00,LONG,4296.48,4290.4,-6.08
466,2025-09-08 06:00:00,2025-09-08 06:15:00,SHORT,4290.4,4300.59,-10.18
467,2025-09-08 06:15:00,2025-09-08 06:45:00,LONG,4300.59,4293.94,-6.65
468,2025-09-08 06:45:00,2025-09-08 07:00:00,SHORT,4293.94,4298.42,-4.48
469,2025-09-08 07:00:00,2025-09-08 07:30:00,LONG,4298.42,4298.73,0.32
470,2025-09-08 07:30:00,2025-09-08 08:30:00,SHORT,4298.73,4303.14,-4.4
471,2025-09-08 08:30:00,2025-09-08 11:15:00,LONG,4303.14,4310.2,7.06
472,2025-09-08 11:15:00,2025-09-08 11:45:00,SHORT,4310.2,4316.39,-6.19
473,2025-09-08 11:45:00,2025-09-08 17:45:00,LONG,4316.39,4312.24,-4.15
474,2025-09-08 17:45:00,2025-09-09 04:15:00,SHORT,4312.24,4310.45,1.79
475,2025-09-09 04:15:00,2025-09-09 05:00:00,LONG,4310.45,4306.9,-3.55
476,2025-09-09 05:00:00,2025-09-09 05:45:00,SHORT,4306.9,4317.09,-10.19
477,2025-09-09 05:45:00,2025-09-09 14:15:00,LONG,4317.09,4316.03,-1.06
478,2025-09-09 14:15:00,2025-09-09 23:30:00,SHORT,4316.03,4313.59,2.45
479,2025-09-09 23:30:00,2025-09-10 00:15:00,LONG,4313.59,4304.91,-8.68
480,2025-09-10 00:15:00,2025-09-10 01:30:00,SHORT,4304.91,4311.4,-6.49
481,2025-09-10 01:30:00,2025-09-10 06:00:00,LONG,4311.4,4299.56,-11.84
482,2025-09-10 06:00:00,2025-09-10 06:15:00,SHORT,4299.56,4309.67,-10.11
483,2025-09-10 06:15:00,2025-09-10 17:15:00,LONG,4309.67,4377.02,67.34
484,2025-09-10 17:15:00,2025-09-11 01:00:00,SHORT,4377.02,4367.28,9.74
485,2025-09-11 01:00:00,2025-09-11 13:00:00,LONG,4367.28,4388.54,21.26
486,2025-09-11 13:00:00,2025-09-11 13:45:00,SHORT,4388.54,4439.5,-50.96
487,2025-09-11 13:45:00,2025-09-11 14:00:00,LONG,4439.5,4410.47,-29.03
488,2025-09-11 14:00:00,2025-09-11 14:30:00,SHORT,4410.47,4431.16,-20.69
489,2025-09-11 14:30:00,2025-09-11 18:15:00,LONG,4431.16,4414.8,-16.36
490,2025-09-11 18:15:00,2025-09-11 21:45:00,SHORT,4414.8,4428.18,-13.38
491,2025-09-11 21:45:00,2025-09-12 12:00:00,LONG,4428.18,4512.41,84.23
492,2025-09-12 12:00:00,2025-09-12 12:45:00,SHORT,4512.41,4527.31,-14.9
493,2025-09-12 12:45:00,2025-09-13 11:00:00,LONG,4527.31,4709.63,182.32
494,2025-09-13 11:00:00,2025-09-13 11:30:00,SHORT,4709.63,4721.41,-11.78
495,2025-09-13 11:30:00,2025-09-13 13:00:00,LONG,4721.41,4715.99,-5.42
496,2025-09-13 13:00:00,2025-09-14 00:00:00,SHORT,4715.99,4672.76,43.23
497,2025-09-14 00:00:00,2025-09-14 01:00:00,LONG,4672.76,4661.14,-11.62
498,2025-09-14 01:00:00,2025-09-14 01:45:00,SHORT,4661.14,4675.11,-13.98
499,2025-09-14 01:45:00,2025-09-14 06:30:00,LONG,4675.11,4664.72,-10.39
500,2025-09-14 06:30:00,2025-09-14 09:15:00,SHORT,4664.72,4668.52,-3.79
501,2025-09-14 09:15:00,2025-09-14 11:15:00,LONG,4668.52,4657.77,-10.74
502,2025-09-14 11:15:00,2025-09-14 21:30:00,SHORT,4657.77,4623.63,34.15
503,2025-09-14 21:30:00,2025-09-14 22:00:00,LONG,4623.63,4619.43,-4.2
504,2025-09-14 22:00:00,2025-09-14 22:30:00,SHORT,4619.43,4630.78,-11.35
505,2025-09-14 22:30:00,2025-09-14 23:00:00,LONG,4630.78,4619.98,-10.8
506,2025-09-14 23:00:00,2025-09-15 00:15:00,SHORT,4619.98,4608.18,11.8
507,2025-09-15 00:15:00,2025-09-15 00:30:00,LONG,4608.18,4603.6,-4.58
508,2025-09-15 00:30:00,2025-09-15 01:30:00,SHORT,4603.6,4619.25,-15.66
509,2025-09-15 01:30:00,2025-09-15 07:15:00,LONG,4619.25,4625.16,5.91
510,2025-09-15 07:15:00,2025-09-15 21:15:00,SHORT,4625.16,4518.96,106.2
511,2025-09-15 21:15:00,2025-09-16 00:15:00,LONG,4518.96,4510.33,-8.63
512,2025-09-16 00:15:00,2025-09-16 01:00:00,SHORT,4510.33,4521.62,-11.29
513,2025-09-16 01:00:00,2025-09-16 04:00:00,LONG,4521.62,4515.0,-6.63
514,2025-09-16 04:00:00,2025-09-16 05:00:00,SHORT,4515.0,4528.66,-13.66
515,2025-09-16 05:00:00,2025-09-16 06:30:00,LONG,4528.66,4506.15,-22.5
516,2025-09-16 06:30:00,2025-09-16 08:00:00,SHORT,4506.15,4519.69,-13.54
517,2025-09-16 08:00:00,2025-09-16 08:15:00,LONG,4519.69,4519.84,0.15
518,2025-09-16 08:15:00,2025-09-16 17:15:00,SHORT,4519.84,4505.55,14.29
519,2025-09-16 17:15:00,2025-09-16 17:30:00,LONG,4505.55,4488.54,-17.01
520,2025-09-16 17:30:00,2025-09-16 19:45:00,SHORT,4488.54,4491.54,-3.0
521,2025-09-16 19:45:00,2025-09-17 04:15:00,LONG,4491.54,4491.14,-0.4
522,2025-09-17 04:15:00,2025-09-17 05:45:00,SHORT,4491.14,4499.41,-8.28
523,2025-09-17 05:45:00,2025-09-17 08:30:00,LONG,4499.41,4500.49,1.07
524,2025-09-17 08:30:00,2025-09-17 08:45:00,SHORT,4500.49,4513.25,-12.76
525,2025-09-17 08:45:00,2025-09-17 09:45:00,LONG,4513.25,4495.96,-17.29
526,2025-09-17 09:45:00,2025-09-17 17:30:00,SHORT,4495.96,4491.31,4.65
527,2025-09-17 17:30:00,2025-09-17 18:30:00,LONG,4491.31,4447.67,-43.64
528,2025-09-17 18:30:00,2025-09-17 22:00:00,SHORT,4447.67,4543.19,-95.52
529,2025-09-17 22:00:00,2025-09-18 06:00:00,LONG,4543.19,4581.92,38.73
530,2025-09-18 06:00:00,2025-09-18 06:30:00,SHORT,4581.92,4570.62,11.3
531,2025-09-18 06:30:00,2025-09-18 10:00:00,LONG,4570.62,4589.31,18.69
532,2025-09-18 10:00:00,2025-09-18 14:00:00,SHORT,4589.31,4603.53,-14.22
533,2025-09-18 14:00:00,2025-09-18 19:15:00,LONG,4603.53,4597.92,-5.6
534,2025-09-18 19:15:00,2025-09-18 20:30:00,SHORT,4597.92,4601.28,-3.35
535,2025-09-18 20:30:00,2025-09-18 21:00:00,LONG,4601.28,4598.05,-3.23
536,2025-09-18 21:00:00,2025-09-18 22:15:00,SHORT,4598.05,4594.1,3.95
537,2025-09-18 22:15:00,2025-09-18 22:45:00,LONG,4594.1,4593.77,-0.33
538,2025-09-18 22:45:00,2025-09-19 00:15:00,SHORT,4593.77,4597.69,-3.92
539,2025-09-19 00:15:00,2025-09-19 03:15:00,LONG,4597.69,4587.94,-9.76
540,2025-09-19 03:15:00,2025-09-20 04:30:00,SHORT,4587.94,4468.54,119.39
541,2025-09-20 04:30:00,2025-09-20 08:45:00,LONG,4468.54,4472.91,4.37
542,2025-09-20 08:45:00,2025-09-20 09:00:00,SHORT,4472.91,4470.95,1.96
543,2025-09-20 09:00:00,2025-09-20 09:15:00,LONG,4470.95,4465.65,-5.3
544,2025-09-20 09:15:00,2025-09-20 10:00:00,SHORT,4465.65,4472.08,-6.44
545,2025-09-20 10:00:00,2025-09-20 11:15:00,LONG,4472.08,4465.31,-6.77
546,2025-09-20 11:15:00,2025-09-20 11:45:00,SHORT,4465.31,4470.4,-5.09
547,2025-09-20 11:45:00,2025-09-20 14:00:00,LONG,4470.4,4464.98,-5.42
548,2025-09-20 14:00:00,2025-09-20 14:30:00,SHORT,4464.98,4470.27,-5.29
549,2025-09-20 14:30:00,2025-09-20 18:45:00,LONG,4470.27,4477.21,6.94
550,2025-09-20 18:45:00,2025-09-20 19:15:00,SHORT,4477.21,4483.7,-6.48
551,2025-09-20 19:15:00,2025-09-21 00:15:00,LONG,4483.7,4479.36,-4.33
552,2025-09-21 00:15:00,2025-09-21 00:45:00,SHORT,4479.36,4487.68,-8.32
553,2025-09-21 00:45:00,2025-09-21 01:30:00,LONG,4487.68,4480.61,-7.06
554,2025-09-21 01:30:00,2025-09-21 02:00:00,SHORT,4480.61,4485.2,-4.58
555,2025-09-21 02:00:00,2025-09-21 02:15:00,LONG,4485.2,4482.32,-2.88
556,2025-09-21 02:15:00,2025-09-21 06:00:00,SHORT,4482.32,4480.42,1.9
557,2025-09-21 06:00:00,2025-09-21 07:00:00,LONG,4480.42,4479.29,-1.13
558,2025-09-21 07:00:00,2025-09-21 13:45:00,SHORT,4479.29,4476.25,3.04
559,2025-09-21 13:45:00,2025-09-21 16:30:00,LONG,4476.25,4478.88,2.63
560,2025-09-21 16:30:00,2025-09-21 17:45:00,SHORT,4478.88,4482.08,-3.21
561,2025-09-21 17:45:00,2025-09-21 21:15:00,LONG,4482.08,4470.01,-12.08
562,2025-09-21 21:15:00,2025-09-21 21:30:00,SHORT,4470.01,4473.86,-3.85
563,2025-09-21 21:30:00,2025-09-21 22:00:00,LONG,4473.86,4465.95,-7.91
564,2025-09-21 22:00:00,2025-09-22 23:00:00,SHORT,4465.95,4197.62,268.32
565,2025-09-22 23:00:00,2025-09-23 01:00:00,LONG,4197.62,4183.26,-14.37
566,2025-09-23 01:00:00,2025-09-23 01:15:00,SHORT,4183.26,4186.7,-3.45
567,2025-09-23 01:15:00,2025-09-23 01:30:00,LONG,4186.7,4186.84,0.14
568,2025-09-23 01:30:00,2025-09-23 03:15:00,SHORT,4186.84,4152.94,33.9
569,2025-09-23 03:15:00,2025-09-23 11:00:00,LONG,4152.94,4186.74,33.8
570,2025-09-23 11:00:00,2025-09-23 12:30:00,SHORT,4186.74,4194.09,-7.35
571,2025-09-23 12:30:00,2025-09-23 14:15:00,LONG,4194.09,4184.41,-9.68
572,2025-09-23 14:15:00,2025-09-23 15:15:00,SHORT,4184.41,4200.83,-16.42
573,2025-09-23 15:15:00,2025-09-23 16:00:00,LONG,4200.83,4166.0,-34.83
574,2025-09-23 16:00:00,2025-09-23 21:30:00,SHORT,4166.0,4187.19,-21.19
575,2025-09-23 21:30:00,2025-09-23 22:15:00,LONG,4187.19,4169.8,-17.39
576,2025-09-23 22:15:00,2025-09-23 22:30:00,SHORT,4169.8,4178.68,-8.89
577,2025-09-23 22:30:00,2025-09-23 23:15:00,LONG,4178.68,4172.98,-5.7
578,2025-09-23 23:15:00,2025-09-24 00:15:00,SHORT,4172.98,4181.34,-8.35
579,2025-09-24 00:15:00,2025-09-24 02:00:00,LONG,4181.34,4181.63,0.29
580,2025-09-24 02:00:00,2025-09-24 06:45:00,SHORT,4181.63,4183.05,-1.43
581,2025-09-24 06:45:00,2025-09-24 10:15:00,LONG,4183.05,4175.31,-7.74
582,2025-09-24 10:15:00,2025-09-24 10:30:00,SHORT,4175.31,4174.14,1.17
583,2025-09-24 10:30:00,2025-09-24 13:45:00,LONG,4174.14,4164.77,-9.37
584,2025-09-24 13:45:00,2025-09-24 14:45:00,SHORT,4164.77,4196.32,-31.55
585,2025-09-24 14:45:00,2025-09-24 15:45:00,LONG,4196.32,4181.03,-15.29
586,2025-09-24 15:45:00,2025-09-24 17:00:00,SHORT,4181.03,4184.41,-3.38
587,2025-09-24 17:00:00,2025-09-24 18:00:00,LONG,4184.41,4175.43,-8.99
588,2025-09-24 18:00:00,2025-09-26 00:45:00,SHORT,4175.43,3894.81,280.62
589,2025-09-26 00:45:00,2025-09-26 06:45:00,LONG,3894.81,3929.54,34.73
590,2025-09-26 06:45:00,2025-09-26 07:45:00,SHORT,3929.54,3923.98,5.57
591,2025-09-26 07:45:00,2025-09-26 09:15:00,LONG,3923.98,3927.48,3.5
