交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
93,空头出场,2026-02-03 17:00,Close entry(s) order short,2273.8,0.8613,1999.998891,41.57,2.08,51.61,2.58,-32.57,-1.63,-230.66,-0.02
93,空头进场,2026-02-03 04:30,short,2322.07,0.8613,1999.998891,41.57,2.08,51.61,2.58,-32.57,-1.63,-230.66,-0.02
94,多头出场,2026-02-04 04:00,Close entry(s) order long,2248.48,0.8649,1999.830429,-55.12,-2.76,4.11,0.21,-174.89,-8.75,-285.78,-0.03
94,多头进场,2026-02-03 21:30,long,2312.21,0.8649,1999.830429,-55.12,-2.76,4.11,0.21,-174.89,-8.75,-285.78,-0.03
95,空头出场,2026-02-04 21:30,Close entry(s) order short,2198.63,0.8943,1999.994634,33.76,1.69,34.8,1.74,-53.09,-2.65,-252.02,-0.03
95,空头进场,2026-02-04 06:30,short,2236.38,0.8943,1999.994634,33.76,1.69,34.8,1.74,-53.09,-2.65,-252.02,-0.03
96,多头出场,2026-02-06 13:30,Close entry(s) order long,1958.69,0.9139,1999.859953,-209.81,-10.49,4.05,0.20,-402.55,-20.13,-461.83,-0.05
96,多头进场,2026-02-05 03:30,long,2188.27,0.9139,1999.859953,-209.81,-10.49,4.05,0.20,-402.55,-20.13,-461.83,-0.05
97,空头出场,2026-02-07 15:00,Close entry(s) order short,2023.8,1.048,1999.91936,-121.02,-6.05,44.22,2.21,-221.27,-11.06,-582.86,-0.06
97,空头进场,2026-02-06 14:30,short,1908.32,1.048,1999.91936,-121.02,-6.05,44.22,2.21,-221.27,-11.06,-582.86,-0.06
98,多头出场,2026-02-08 02:00,Close entry(s) order long,2090.42,0.9732,1999.809216,34.59,1.73,65.03,3.25,-44.12,-2.21,-548.27,-0.05
98,多头进场,2026-02-07 20:00,long,2054.88,0.9732,1999.809216,34.59,1.73,65.03,3.25,-44.12,-2.21,-548.27,-0.05
99,空头出场,2026-02-09 09:30,Close entry(s) order short,2070.89,0.9621,1999.984617,7.58,0.38,22.86,1.14,-70.48,-3.52,-540.69,-0.05
99,空头进场,2026-02-08 11:30,short,2078.77,0.9621,1999.984617,7.58,0.38,22.86,1.14,-70.48,-3.52,-540.69,-0.05
100,多头出场,2026-02-10 00:30,Close entry(s) order long,2091.21,0.9522,1999.85805,-8.61,-0.43,8.87,0.44,-87.25,-4.36,-549.3,-0.05
100,多头进场,2026-02-09 11:30,long,2100.25,0.9522,1999.85805,-8.61,-0.43,8.87,0.44,-87.25,-4.36,-549.3,-0.05
101,空头出场,2026-02-10 13:30,Close entry(s) order short,2053.07,0.9538,1999.851536,41.63,2.08,48.79,2.44,-26.7,-1.33,-507.66,-0.05
101,空头进场,2026-02-10 08:30,short,2096.72,0.9538,1999.851536,41.63,2.08,48.79,2.44,-26.7,-1.33,-507.66,-0.05
102,多头出场,2026-02-11 22:00,Close entry(s) order long,1987.81,0.9846,1999.909674,-42.71,-2.14,15.51,0.78,-97.64,-4.88,-550.37,-0.06
102,多头进场,2026-02-11 01:00,long,2031.19,0.9846,1999.909674,-42.71,-2.14,15.51,0.78,-97.64,-4.88,-550.37,-0.06
103,空头出场,2026-02-11 23:00,Close entry(s) order short,1922.3,1.0291,1999.85003,21.61,1.08,41.28,2.06,-7.4,-0.37,-528.76,-0.05
103,空头进场,2026-02-11 22:30,short,1943.3,1.0291,1999.85003,21.61,1.08,41.28,2.06,-7.4,-0.37,-528.76,-0.05
104,多头出场,2026-02-13 21:00,Close entry(s) order long,1969.01,1.0244,1999.915632,17.14,0.86,50.34,2.52,-56.38,-2.82,-511.62,-0.05
104,多头进场,2026-02-12 03:30,long,1952.28,1.0244,1999.915632,17.14,0.86,50.34,2.52,-56.38,-2.82,-511.62,-0.05
105,空头出场,2026-02-15 09:00,Close entry(s) order short,2062.78,0.965,1999.9239,9.34,0.47,13.92,0.70,-25.5,-1.28,-502.28,-0.05
105,空头进场,2026-02-15 00:00,short,2072.46,0.965,1999.9239,9.34,0.47,13.92,0.70,-25.5,-1.28,-502.28,-0.05
106,多头出场,2026-02-15 13:00,Close entry(s) order long,2090.53,0.9632,1999.901792,13.7,0.68,16.8,0.84,-1.15,-0.06,-488.59,-0.05
106,多头进场,2026-02-15 12:30,long,2076.31,0.9632,1999.901792,13.7,0.68,16.8,0.84,-1.15,-0.06,-488.59,-0.05
107,空头出场,2026-02-15 20:30,Close entry(s) order short,2011,0.9632,1999.969216,62.97,3.15,62.97,3.15,-2.39,-0.12,-425.61,-0.04
107,空头进场,2026-02-15 16:00,short,2076.38,0.9632,1999.969216,62.97,3.15,62.97,3.15,-2.39,-0.12,-425.61,-0.04
108,多头出场,2026-02-16 20:30,Close entry(s) order long,2006.24,1.0136,1999.893616,33.63,1.68,36.96,1.85,-20.42,-1.02,-391.98,-0.04
108,多头进场,2026-02-16 12:30,long,1973.06,1.0136,1999.893616,33.63,1.68,36.96,1.85,-20.42,-1.02,-391.98,-0.04
109,空头出场,2026-02-17 22:30,Close entry(s) order short,1948.49,1.0118,1999.944116,28.46,1.42,39.84,1.99,-32.34,-1.62,-363.52,-0.04
109,空头进场,2026-02-16 21:00,short,1976.62,1.0118,1999.944116,28.46,1.42,39.84,1.99,-32.34,-1.62,-363.52,-0.04
110,多头出场,2026-02-18 02:30,Close entry(s) order long,1998.69,1.0078,1999.82793,14.45,0.72,26.32,1.32,-30.56,-1.53,-349.07,-0.03
110,多头进场,2026-02-18 00:00,long,1984.35,1.0078,1999.82793,14.45,0.72,26.32,1.32,-30.56,-1.53,-349.07,-0.03
111,空头出场,2026-02-18 19:00,Close entry(s) order short,1983.21,1.0093,1999.968322,-1.69,-0.08,12.98,0.65,-58.04,-2.90,-350.75,-0.04
111,空头进场,2026-02-18 08:30,short,1981.54,1.0093,1999.968322,-1.69,-0.08,12.98,0.65,-58.04,-2.90,-350.75,-0.04
112,多头出场,2026-02-20 08:00,Close entry(s) order long,1963.21,1.0188,1999.945152,0.17,0.01,24.97,1.25,-57.09,-2.85,-350.58,-0.04
112,多头进场,2026-02-19 09:00,long,1963.04,1.0188,1999.945152,0.17,0.01,24.97,1.25,-57.09,-2.85,-350.58,-0.04
113,空头出场,2026-02-20 21:30,Close entry(s) order short,1934.11,1.032,1999.94376,3.94,0.20,15.44,0.77,-37.08,-1.85,-346.64,-0.03
113,空头进场,2026-02-20 12:00,short,1937.93,1.032,1999.94376,3.94,0.20,15.44,0.77,-37.08,-1.85,-346.64,-0.03
114,多头出场,2026-02-21 02:00,Close entry(s) order long,1968.74,1.0222,1999.995632,12.45,0.62,17.32,0.87,-17.74,-0.89,-334.19,-0.03
114,多头进场,2026-02-20 23:00,long,1956.56,1.0222,1999.995632,12.45,0.62,17.32,0.87,-17.74,-0.89,-334.19,-0.03
115,空头出场,2026-02-22 08:00,Close entry(s) order short,1970.31,1.0187,1999.932214,-7.22,-0.36,7.74,0.39,-32.94,-1.65,-341.41,-0.03
115,空头进场,2026-02-21 08:30,short,1963.22,1.0187,1999.932214,-7.22,-0.36,7.74,0.39,-32.94,-1.65,-341.41,-0.03
116,多头出场,2026-02-23 17:30,Close entry(s) order long,1918,1.0115,1999.95803,-59.9,-3.00,5.98,0.30,-131.25,-6.56,-401.31,-0.04
116,多头进场,2026-02-22 14:00,long,1977.22,1.0115,1999.95803,-59.9,-3.00,5.98,0.30,-131.25,-6.56,-401.31,-0.04
117,空头出场,2026-02-24 00:30,Close entry(s) order short,1884.72,1.0488,1999.977696,23.28,1.16,26.98,1.35,-6.62,-0.33,-378.03,-0.04
117,空头进场,2026-02-23 22:30,short,1906.92,1.0488,1999.977696,23.28,1.16,26.98,1.35,-6.62,-0.33,-378.03,-0.04
118,多头出场,2026-02-24 23:00,Close entry(s) order long,1849.13,1.09,1999.8557,15.7,0.78,16.64,0.83,-6.83,-0.34,-362.33,-0.04
118,多头进场,2026-02-24 22:30,long,1834.73,1.09,1999.8557,15.7,0.78,16.64,0.83,-6.83,-0.34,-362.33,-0.04
119,空头出场,2026-02-26 23:00,Close entry(s) order short,2022.79,1.0828,1999.942428,-190.33,-9.52,0,0.00,-326.33,-16.32,-552.67,-0.06
119,空头进场,2026-02-25 08:00,short,1847.01,1.0828,1999.942428,-190.33,-9.52,0,0.00,-326.33,-16.32,-552.67,-0.06
120,多头出场,2026-02-27 12:00,Close entry(s) order long,2056.65,0.9843,1999.841682,24.52,1.23,31.28,1.56,-31.22,-1.56,-528.15,-0.05
120,多头进场,2026-02-27 05:00,long,2031.74,0.9843,1999.841682,24.52,1.23,31.28,1.56,-31.22,-1.56,-528.15,-0.05
121,空头出场,2026-02-27 18:00,Close entry(s) order short,1991.63,0.984,1999.98,40.22,2.01,47.38,2.37,-13.22,-0.66,-487.93,-0.05
121,空头进场,2026-02-27 14:00,short,2032.5,0.984,1999.98,40.22,2.01,47.38,2.37,-13.22,-0.66,-487.93,-0.05
122,多头出场,2026-03-01 02:30,Close entry(s) order long,1936.08,1.0495,1999.90621,32.01,1.60,43.47,2.17,-33.32,-1.67,-455.92,-0.05
122,多头进场,2026-02-28 21:30,long,1905.58,1.0495,1999.90621,32.01,1.60,43.47,2.17,-33.32,-1.67,-455.92,-0.05
123,空头出场,2026-03-02 01:30,Close entry(s) order short,1961.17,1.007,1999.902,25,1.25,32.93,1.65,-42.29,-2.11,-430.92,-0.04
123,空头进场,2026-03-01 16:30,short,1986,1.007,1999.902,25,1.25,32.93,1.65,-42.29,-2.11,-430.92,-0.04
124,多头出场,2026-03-02 22:30,Close entry(s) order long,1979.75,1.0199,1999.881114,19.27,0.96,28.93,1.45,-41.67,-2.08,-411.65,-0.04
124,多头进场,2026-03-02 08:30,long,1960.86,1.0199,1999.881114,19.27,0.96,28.93,1.45,-41.67,-2.08,-411.65,-0.04
125,空头出场,2026-03-03 13:30,Close entry(s) order short,1993.36,0.99,1999.8099,26.38,1.32,32.18,1.61,-2.85,-0.14,-385.27,-0.04
125,空头进场,2026-03-03 09:30,short,2020.01,0.99,1999.8099,26.38,1.32,32.18,1.61,-2.85,-0.14,-385.27,-0.04
126,空头出场,2026-03-05 15:30,Close entry(s) order short,2104.96,1.0109,1999.903906,-128,-6.40,33.62,1.68,-223.07,-11.15,-513.27,-0.05
126,空头进场,2026-03-04 04:30,short,1978.34,1.0109,1999.903906,-128,-6.40,33.62,1.68,-223.07,-11.15,-513.27,-0.05
127,多头出场,2026-03-05 18:30,Close entry(s) order long,2156.15,0.9393,1999.86363,25.41,1.27,32.46,1.62,-8.56,-0.43,-487.86,-0.05
127,多头进场,2026-03-05 17:00,long,2129.1,0.9393,1999.86363,25.41,1.27,32.46,1.62,-8.56,-0.43,-487.86,-0.05
128,空头出场,2026-03-05 23:00,Close entry(s) order short,2073.87,0.942,1999.89426,46.31,2.32,47.39,2.37,-8.12,-0.41,-441.55,-0.04
128,空头进场,2026-03-05 21:00,short,2123.03,0.942,1999.89426,46.31,2.32,47.39,2.37,-8.12,-0.41,-441.55,-0.04
129,多头出场,2026-03-08 18:00,Close entry(s) order long,1975.8,0.958,1999.9687,-107.15,-5.36,5.44,0.27,-151.03,-7.55,-548.7,-0.05
129,多头进场,2026-03-06 09:30,long,2087.65,0.958,1999.9687,-107.15,-5.36,5.44,0.27,-151.03,-7.55,-548.7,-0.05
130,空头出场,2026-03-08 21:00,Close entry(s) order short,1936.81,1.0209,1999.932891,22.64,1.13,34.64,1.73,-3.81,-0.19,-526.06,-0.05
130,空头进场,2026-03-08 19:00,short,1958.99,1.0209,1999.932891,22.64,1.13,34.64,1.73,-3.81,-0.19,-526.06,-0.05
131,多头出场,2026-03-09 03:30,Close entry(s) order long,1964.91,1.0206,1999.906524,5.48,0.27,11.27,0.56,-1.35,-0.07,-520.58,-0.05
131,多头进场,2026-03-09 03:00,long,1959.54,1.0206,1999.906524,5.48,0.27,11.27,0.56,-1.35,-0.07,-520.58,-0.05
132,空头出场,2026-03-10 22:00,Close entry(s) order short,2024.39,1.0363,1999.893192,-97.98,-4.90,5.95,0.30,-149.39,-7.47,-618.56,-0.06
132,空头进场,2026-03-09 06:00,short,1929.84,1.0363,1999.893192,-97.98,-4.90,5.95,0.30,-149.39,-7.47,-618.56,-0.06
133,空头出场,2026-03-11 11:00,Close entry(s) order short,2019.87,0.9771,1999.869654,26.25,1.31,28.08,1.40,-8.39,-0.42,-592.31,-0.06
133,空头进场,2026-03-11 02:00,short,2046.74,0.9771,1999.869654,26.25,1.31,28.08,1.40,-8.39,-0.42,-592.31,-0.06
134,多头出场,2026-03-11 21:00,Close entry(s) order long,2046.07,0.9808,1999.929664,6.86,0.34,10.33,0.52,-31.3,-1.56,-585.45,-0.06
134,多头进场,2026-03-11 12:30,long,2039.08,0.9808,1999.929664,6.86,0.34,10.33,0.52,-31.3,-1.56,-585.45,-0.06
135,空头出场,2026-03-12 10:30,Close entry(s) order short,2024.67,0.9711,1999.844496,33.69,1.68,36.41,1.82,-1.14,-0.06,-551.76,-0.06
135,空头进场,2026-03-12 07:00,short,2059.36,0.9711,1999.844496,33.69,1.68,36.41,1.82,-1.14,-0.06,-551.76,-0.06
136,多头出场,2026-03-12 18:00,Close entry(s) order long,2062.6,0.98,1999.886,21.46,1.07,24.41,1.22,-2.23,-0.11,-530.3,-0.05
136,多头进场,2026-03-12 15:30,long,2040.7,0.98,1999.886,21.46,1.07,24.41,1.22,-2.23,-0.11,-530.3,-0.05
137,空头出场,2026-03-13 23:30,Close entry(s) order short,2128.01,0.9778,1999.94323,-80.82,-4.04,6.16,0.31,-160.05,-8.00,-611.13,-0.06
137,空头进场,2026-03-12 22:30,short,2045.35,0.9778,1999.94323,-80.82,-4.04,6.16,0.31,-160.05,-8.00,-611.13,-0.06
138,多头出场,2026-03-15 07:00,Close entry(s) order long,2095.31,0.9372,1999.900452,-36.18,-1.81,6.92,0.35,-67.77,-3.39,-647.3,-0.06
138,多头进场,2026-03-14 00:30,long,2133.91,0.9372,1999.900452,-36.18,-1.81,6.92,0.35,-67.77,-3.39,-647.3,-0.06
139,多头出场,2026-03-16 04:30,Close entry(s) order long,2129.05,0.9475,1999.954575,17.32,0.87,26.75,1.34,-15.59,-0.78,-629.98,-0.06
139,多头进场,2026-03-16 01:30,long,2110.77,0.9475,1999.954575,17.32,0.87,26.75,1.34,-15.59,-0.78,-629.98,-0.06
140,空头出场,2026-03-18 19:00,Close entry(s) order short,2295.16,0.862,1999.84,21.41,1.07,23.45,1.17,-32.52,-1.63,-608.57,-0.06
140,空头进场,2026-03-17 11:30,short,2320,0.862,1999.84,21.41,1.07,23.45,1.17,-32.52,-1.63,-608.57,-0.06
141,多头出场,2026-03-22 11:00,Close entry(s) order long,2114.14,0.8975,1999.97105,-102.53,-5.13,1.2,0.06,-159.99,-8.00,-711.1,-0.07
141,多头进场,2026-03-19 11:00,long,2228.38,0.8975,1999.97105,-102.53,-5.13,1.2,0.06,-159.99,-8.00,-711.1,-0.07
142,多头出场,2026-03-23 19:00,Close entry(s) order long,2167.79,0.9672,1999.956816,96.73,4.84,126.5,6.33,-43.27,-2.16,-614.37,-0.06
142,多头进场,2026-03-23 10:00,long,2067.78,0.9672,1999.956816,96.73,4.84,126.5,6.33,-43.27,-2.16,-614.37,-0.06
143,空头出场,2026-03-25 00:30,Close entry(s) order short,2127.2,0.9334,1999.85617,14.33,0.72,21.05,1.05,-30.44,-1.52,-600.04,-0.06
143,空头进场,2026-03-24 08:00,short,2142.55,0.9334,1999.85617,14.33,0.72,21.05,1.05,-30.44,-1.52,-600.04,-0.06
144,多头出场,2026-03-25 07:00,Close entry(s) order long,2159.45,0.9338,1999.994164,16.5,0.83,17.43,0.87,-1.23,-0.06,-583.54,-0.06
144,多头进场,2026-03-25 04:00,long,2141.78,0.9338,1999.994164,16.5,0.83,17.43,0.87,-1.23,-0.06,-583.54,-0.06
145,空头出场,2026-03-26 10:00,Close entry(s) order short,2154.16,0.9199,1999.991386,18.38,0.92,24.35,1.22,-11.69,-0.58,-565.16,-0.06
145,空头进场,2026-03-25 22:30,short,2174.14,0.9199,1999.991386,18.38,0.92,24.35,1.22,-11.69,-0.58,-565.16,-0.06
146,多头出场,2026-03-28 21:30,Close entry(s) order long,2026.4,0.9645,1999.9872,-45.52,-2.28,3.46,0.17,-99.03,-4.95,-610.69,-0.06
146,多头进场,2026-03-27 05:00,long,2073.6,0.9645,1999.9872,-45.52,-2.28,3.46,0.17,-99.03,-4.95,-610.69,-0.06
147,空头出场,2026-03-29 07:00,Close entry(s) order short,1996.33,0.9952,1999.963872,13.22,0.66,19.87,0.99,-3.51,-0.18,-597.47,-0.06
147,空头进场,2026-03-29 05:30,short,2009.61,0.9952,1999.963872,13.22,0.66,19.87,0.99,-3.51,-0.18,-597.47,-0.06
148,多头出场,2026-03-30 08:00,Close entry(s) order long,2007.74,0.9955,1999.889815,-1.18,-0.06,14.73,0.74,-69.79,-3.49,-598.66,-0.06
148,多头进场,2026-03-29 10:30,long,2008.93,0.9955,1999.889815,-1.18,-0.06,14.73,0.74,-69.79,-3.49,-598.66,-0.06
149,多头出场,2026-03-31 09:30,Close entry(s) order long,2073,0.9703,1999.992063,11.44,0.57,30.21,1.51,-3.1,-0.15,-587.22,-0.06
149,多头进场,2026-03-31 09:00,long,2061.21,0.9703,1999.992063,11.44,0.57,30.21,1.51,-3.1,-0.15,-587.22,-0.06
150,空头出场,2026-03-31 17:00,Close entry(s) order short,2026.39,0.9753,1999.823391,23.49,1.17,26.64,1.33,-8.51,-0.43,-563.73,-0.06
150,空头进场,2026-03-31 15:00,short,2050.47,0.9753,1999.823391,23.49,1.17,26.64,1.33,-8.51,-0.43,-563.73,-0.06
151,多头出场,2026-03-31 21:30,Close entry(s) order long,2075.37,0.9748,1999.841192,23.23,1.16,27.63,1.38,-5.99,-0.30,-540.5,-0.05
151,多头进场,2026-03-31 20:00,long,2051.54,0.9748,1999.841192,23.23,1.16,27.63,1.38,-5.99,-0.30,-540.5,-0.05
152,空头出场,2026-04-02 09:00,Close entry(s) order short,2112.43,0.9775,1999.90635,-64.99,-3.25,0.28,0.01,-119.17,-5.96,-605.5,-0.06
152,空头进场,2026-03-31 22:30,short,2045.94,0.9775,1999.90635,-64.99,-3.25,0.28,0.01,-119.17,-5.96,-605.5,-0.06
153,空头出场,2026-04-05 13:00,Close entry(s) order short,2052.84,0.9769,1999.938987,-5.48,-0.27,6.42,0.32,-35.92,-1.80,-610.98,-0.06
153,空头进场,2026-04-03 01:30,short,2047.23,0.9769,1999.938987,-5.48,-0.27,6.42,0.32,-35.92,-1.80,-610.98,-0.06
154,空头出场,2026-04-07 06:30,Close entry(s) order short,2105.41,0.9736,1999.92044,-49.91,-2.50,1.08,0.05,-117.46,-5.87,-660.88,-0.07
154,空头进场,2026-04-06 06:00,short,2054.15,0.9736,1999.92044,-49.91,-2.50,1.08,0.05,-117.46,-5.87,-660.88,-0.07
155,多头出场,2026-04-08 03:30,Close entry(s) order long,2113.39,0.9456,1999.792704,-1.37,-0.07,17.96,0.90,-51.63,-2.58,-662.25,-0.07
155,多头进场,2026-04-07 16:30,long,2114.84,0.9456,1999.792704,-1.37,-0.07,17.96,0.90,-51.63,-2.58,-662.25,-0.07
156,空头出场,2026-04-08 22:30,Close entry(s) order short,2195.22,0.8944,1999.932064,36.53,1.83,44.23,2.21,-4.36,-0.22,-625.73,-0.06
156,空头进场,2026-04-08 21:30,short,2236.06,0.8944,1999.932064,36.53,1.83,44.23,2.21,-4.36,-0.22,-625.73,-0.06
157,多头出场,2026-04-09 23:30,Close entry(s) order long,2217.99,0.8961,1999.987668,-12.45,-0.62,0.69,0.03,-66.82,-3.34,-638.17,-0.06
157,多头进场,2026-04-09 01:30,long,2231.88,0.8961,1999.987668,-12.45,-0.62,0.69,0.03,-66.82,-3.34,-638.17,-0.06
158,空头出场,2026-04-12 09:30,Close entry(s) order short,2219.05,0.91,1999.8979,-19.44,-0.97,19.65,0.98,-120.34,-6.02,-657.61,-0.07
158,空头进场,2026-04-10 06:30,short,2197.69,0.91,1999.8979,-19.44,-0.97,19.65,0.98,-120.34,-6.02,-657.61,-0.07
159,多头出场,2026-04-13 04:30,Close entry(s) order long,2213.53,0.9077,1999.817409,9.4,0.47,13.58,0.68,-8.92,-0.45,-648.21,-0.06
159,多头进场,2026-04-13 01:30,long,2203.17,0.9077,1999.817409,9.4,0.47,13.58,0.68,-8.92,-0.45,-648.21,-0.06
160,空头出场,2026-04-13 18:00,Close entry(s) order short,2182.53,0.9139,1999.923926,5.31,0.27,7.62,0.38,-18.93,-0.95,-642.9,-0.06
160,空头进场,2026-04-13 06:00,short,2188.34,0.9139,1999.923926,5.31,0.27,7.62,0.38,-18.93,-0.95,-642.9,-0.06
161,多头出场,2026-04-13 21:30,Close entry(s) order long,2215.47,0.9123,1999.989675,21.18,1.06,21.32,1.07,-9.9,-0.49,-621.71,-0.06
161,多头进场,2026-04-13 20:30,long,2192.25,0.9123,1999.989675,21.18,1.06,21.32,1.07,-9.9,-0.49,-621.71,-0.06
162,空头出场,2026-04-14 23:00,Close entry(s) order short,2341.47,0.8499,1999.857195,9.84,0.49,17.28,0.86,-4.05,-0.20,-611.87,-0.06
162,空头进场,2026-04-14 22:30,short,2353.05,0.8499,1999.857195,9.84,0.49,17.28,0.86,-4.05,-0.20,-611.87,-0.06
163,多头出场,2026-04-16 01:00,Close entry(s) order long,2352.29,0.8554,1999.899538,12.25,0.61,17.84,0.89,-25.21,-1.26,-599.62,-0.06
163,多头进场,2026-04-15 08:00,long,2337.97,0.8554,1999.899538,12.25,0.61,17.84,0.89,-25.21,-1.26,-599.62,-0.06
164,空头出场,2026-04-16 21:30,Close entry(s) order short,2308.29,0.8505,1999.874205,36.67,1.83,51.74,2.59,-15.46,-0.77,-562.95,-0.06
164,空头进场,2026-04-16 09:00,short,2351.41,0.8505,1999.874205,36.67,1.83,51.74,2.59,-15.46,-0.77,-562.95,-0.06
165,多头出场,2026-04-17 03:30,Close entry(s) order long,2359.7,0.855,1999.85355,17.69,0.88,19.62,0.98,-24.84,-1.24,-545.26,-0.05
165,多头进场,2026-04-16 23:30,long,2339.01,0.855,1999.85355,17.69,0.88,19.62,0.98,-24.84,-1.24,-545.26,-0.05
166,空头出场,2026-04-18 16:00,Close entry(s) order short,2387.32,0.857,1999.92948,-46,-2.30,13.89,0.69,-112.5,-5.63,-591.26,-0.06
166,空头进场,2026-04-17 09:00,short,2333.64,0.857,1999.92948,-46,-2.30,13.89,0.69,-112.5,-5.63,-591.26,-0.06
167,多头出场,2026-04-19 21:00,Close entry(s) order long,2342.27,0.8585,1999.77273,11.07,0.55,17.91,0.90,-3.76,-0.19,-580.2,-0.06
167,多头进场,2026-04-19 19:30,long,2329.38,0.8585,1999.77273,11.07,0.55,17.91,0.90,-3.76,-0.19,-580.2,-0.06
168,空头出场,2026-04-20 01:30,Close entry(s) order short,2296.59,0.858,1999.8264,29.35,1.47,31.15,1.56,-0.46,-0.02,-550.84,-0.06
168,空头进场,2026-04-19 23:30,short,2330.8,0.858,1999.8264,29.35,1.47,31.15,1.56,-0.46,-0.02,-550.84,-0.06
169,多头出场,2026-04-20 15:00,Close entry(s) order long,2314.81,0.8748,1999.941516,25.05,1.25,40.86,2.04,-2.76,-0.14,-525.79,-0.05
169,多头进场,2026-04-20 14:30,long,2286.17,0.8748,1999.941516,25.05,1.25,40.86,2.04,-2.76,-0.14,-525.79,-0.05
170,空头出场,2026-04-21 22:30,Close entry(s) order short,2299.35,0.873,1999.9557,-7.38,-0.37,10.93,0.55,-48.78,-2.44,-533.17,-0.05
170,空头进场,2026-04-20 22:30,short,2290.9,0.873,1999.9557,-7.38,-0.37,10.93,0.55,-48.78,-2.44,-533.17,-0.05
171,多头出场,2026-04-22 10:00,Close entry(s) order long,2355.17,0.8647,1999.808984,36.71,1.84,38.98,1.95,-21.98,-1.10,-496.46,-0.05
171,多头进场,2026-04-22 02:30,long,2312.72,0.8647,1999.808984,36.71,1.84,38.98,1.95,-21.98,-1.10,-496.46,-0.05
172,空头出场,2026-04-23 07:30,Close entry(s) order short,2374.07,0.8381,1999.823934,10.12,0.51,10.22,0.51,-17.68,-0.88,-486.35,-0.05
172,空头进场,2026-04-23 00:30,short,2386.14,0.8381,1999.823934,10.12,0.51,10.22,0.51,-17.68,-0.88,-486.35,-0.05
173,多头出场,2026-04-26 13:00,Close entry(s) order long,2330.9,0.86,1999.8182,4.76,0.24,11.54,0.58,-21.63,-1.08,-481.59,-0.05
173,多头进场,2026-04-24 04:30,long,2325.37,0.86,1999.8182,4.76,0.24,11.54,0.58,-21.63,-1.08,-481.59,-0.05
174,多头出场,2026-04-29 02:30,Close entry(s) order long,2296.96,0.8681,1999.815927,-5.82,-0.29,6.26,0.31,-39.44,-1.97,-487.41,-0.05
174,多头进场,2026-04-28 07:30,long,2303.67,0.8681,1999.815927,-5.82,-0.29,6.26,0.31,-39.44,-1.97,-487.41,-0.05
175,空头出场,2026-04-29 21:00,Close entry(s) order short,2307.06,0.8741,1999.792203,-16.81,-0.84,7.86,0.39,-51.68,-2.58,-504.22,-0.05
175,空头进场,2026-04-29 05:00,short,2287.83,0.8741,1999.792203,-16.81,-0.84,7.86,0.39,-51.68,-2.58,-504.22,-0.05
176,多头出场,2026-05-01 11:00,Close entry(s) order long,2284.93,0.8801,1999.992046,10.97,0.55,19.84,0.99,-35.93,-1.80,-493.25,-0.05
176,多头进场,2026-04-30 08:30,long,2272.46,0.8801,1999.992046,10.97,0.55,19.84,0.99,-35.93,-1.80,-493.25,-0.05
177,空头出场,2026-05-03 09:00,Close entry(s) order short,2307.48,0.8752,1999.998288,-19.51,-0.98,1.41,0.07,-51.12,-2.56,-512.76,-0.05
177,空头进场,2026-05-02 04:30,short,2285.19,0.8752,1999.998288,-19.51,-0.98,1.41,0.07,-51.12,-2.56,-512.76,-0.05
178,多头出场,2026-05-03 19:30,Close entry(s) order long,2319.63,0.8653,1999.872707,7.3,0.37,14.11,0.71,-3.2,-0.16,-505.45,-0.05
178,多头进场,2026-05-03 15:00,long,2311.19,0.8653,1999.872707,7.3,0.37,14.11,0.71,-3.2,-0.16,-505.45,-0.05
179,空头出场,2026-05-04 08:00,Close entry(s) order short,2312.95,0.8604,1999.801908,9.74,0.49,12.93,0.65,-28.09,-1.40,-495.71,-0.05
179,空头进场,2026-05-04 05:30,short,2324.27,0.8604,1999.801908,9.74,0.49,12.93,0.65,-28.09,-1.40,-495.71,-0.05
180,多头出场,2026-05-04 10:00,Close entry(s) order long,2363.73,0.8506,1999.93072,10.66,0.53,17.65,0.88,-4.92,-0.25,-485.06,-0.05
180,多头进场,2026-05-04 09:30,long,2351.2,0.8506,1999.93072,10.66,0.53,17.65,0.88,-4.92,-0.25,-485.06,-0.05
181,多头出场,2026-05-05 11:00,Close entry(s) order long,2377,0.8433,1999.793187,4.73,0.24,6.86,0.34,-29.84,-1.49,-480.32,-0.05
181,多头进场,2026-05-04 22:30,long,2371.39,0.8433,1999.793187,4.73,0.24,6.86,0.34,-29.84,-1.49,-480.32,-0.05
182,空头出场,2026-05-06 01:30,Close entry(s) order short,2362.8,0.8433,1999.877517,7.33,0.37,9.93,0.50,-23.62,-1.18,-473,-0.05
182,空头进场,2026-05-05 17:00,short,2371.49,0.8433,1999.877517,7.33,0.37,9.93,0.50,-23.62,-1.18,-473,-0.05
183,多头出场,2026-05-06 16:30,Close entry(s) order long,2394.33,0.84,1999.9812,11.26,0.56,12.82,0.64,-22.34,-1.12,-461.74,-0.05
183,多头进场,2026-05-06 04:00,long,2380.93,0.84,1999.9812,11.26,0.56,12.82,0.64,-22.34,-1.12,-461.74,-0.05
