交易 #,类型,日期和时间,信号,价格 USD,大小（数量）,大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
93,多头进场,2025-12-02 05:00,long,2784.57,0.7182,1999.878174,20.43,1.02,20.82,1.04,-0.06,0.00,-124.36,-0.01
94,空头出场,2025-12-02 14:30,XS,2811.11,0.7165,1999.873305,-14.29,-0.71,3.72,0.19,-16.67,-0.83,-138.64,-0.01
94,空头进场,2025-12-02 11:00,short,2791.17,0.7165,1999.873305,-14.29,-0.71,3.72,0.19,-16.67,-0.83,-138.64,-0.01
95,空头出场,2025-12-02 17:00,XS,2806.99,0.7171,1999.862822,-13.03,-0.65,4.07,0.20,-13.03,-0.65,-151.67,-0.02
95,空头进场,2025-12-02 16:00,short,2788.82,0.7171,1999.862822,-13.03,-0.65,4.07,0.20,-13.03,-0.65,-151.67,-0.02
96,空头出场,2025-12-02 18:30,XS,2820.67,0.7146,1999.729494,-15.92,-0.80,0.36,0.02,-15.92,-0.80,-167.59,-0.02
96,空头进场,2025-12-02 17:30,short,2798.39,0.7146,1999.729494,-15.92,-0.80,0.36,0.02,-15.92,-0.80,-167.59,-0.02
97,空头出场,2025-12-04 17:30,XS,3208.27,0.6287,1999.976431,-17.06,-0.85,2.51,0.13,-17.06,-0.85,-184.66,-0.02
97,空头进场,2025-12-04 16:00,short,3181.13,0.6287,1999.976431,-17.06,-0.85,2.51,0.13,-17.06,-0.85,-184.66,-0.02
98,空头出场,2025-12-04 21:30,XS,3189.4,0.6288,1999.716048,-5.78,-0.29,11.75,0.59,-6.99,-0.35,-190.44,-0.02
98,空头进场,2025-12-04 20:00,short,3180.21,0.6288,1999.716048,-5.78,-0.29,11.75,0.59,-6.99,-0.35,-190.44,-0.02
99,空头出场,2025-12-04 22:30,Close entry(s) order short,3145.85,0.6305,1999.901865,16.44,0.82,18.91,0.95,-11.14,-0.56,-173.99,-0.02
99,空头进场,2025-12-04 21:30,short,3171.93,0.6305,1999.901865,16.44,0.82,18.91,0.95,-11.14,-0.56,-173.99,-0.02
100,多头出场,2025-12-05 00:30,XL,3187.65,0.6231,1999.696137,-13.47,-0.67,10.26,0.51,-13.47,-0.67,-187.46,-0.02
100,多头进场,2025-12-04 23:30,long,3209.27,0.6231,1999.696137,-13.47,-0.67,10.26,0.51,-13.47,-0.67,-187.46,-0.02
101,多头出场,2025-12-05 12:30,XL,3162.38,0.6317,1999.703203,-2.03,-0.10,17.26,0.86,-5.39,-0.27,-189.49,-0.02
101,多头进场,2025-12-05 09:00,long,3165.59,0.6317,1999.703203,-2.03,-0.10,17.26,0.86,-5.39,-0.27,-189.49,-0.02
102,多头出场,2025-12-05 16:30,XL,3156.3,0.6316,1999.986664,-6.47,-0.32,10.45,0.52,-6.47,-0.32,-195.96,-0.02
102,多头进场,2025-12-05 14:00,long,3166.54,0.6316,1999.986664,-6.47,-0.32,10.45,0.52,-6.47,-0.32,-195.96,-0.02
103,多头出场,2025-12-05 23:30,XL,3106.8,0.637,1999.9889,-20.96,-1.05,4.55,0.23,-27.94,-1.40,-216.92,-0.02
103,多头进场,2025-12-05 23:00,long,3139.7,0.637,1999.9889,-20.96,-1.05,4.55,0.23,-27.94,-1.40,-216.92,-0.02
104,多头出场,2025-12-06 16:00,XL,3022.07,0.6576,1999.926,-12.61,-0.63,0.91,0.05,-12.61,-0.63,-229.53,-0.02
104,多头进场,2025-12-06 14:00,long,3041.25,0.6576,1999.926,-12.61,-0.63,0.91,0.05,-12.61,-0.63,-229.53,-0.02
105,多头出场,2025-12-06 22:00,XL,3048.23,0.6583,1999.84957,6.8,0.34,20.62,1.03,-4.45,-0.22,-222.73,-0.02
105,多头进场,2025-12-06 19:00,long,3037.9,0.6583,1999.84957,6.8,0.34,20.62,1.03,-4.45,-0.22,-222.73,-0.02
106,空头出场,2025-12-07 00:00,XS,3053.44,0.6586,1999.8389,-11.16,-0.56,3.04,0.15,-11.16,-0.56,-233.89,-0.02
106,空头进场,2025-12-06 23:00,short,3036.5,0.6586,1999.8389,-11.16,-0.56,3.04,0.15,-11.16,-0.56,-233.89,-0.02
107,空头出场,2025-12-07 05:30,XS,3045.66,0.6571,1999.969273,-1.33,-0.07,10.93,0.55,-3.39,-0.17,-235.22,-0.02
107,空头进场,2025-12-07 02:30,short,3043.63,0.6571,1999.969273,-1.33,-0.07,10.93,0.55,-3.39,-0.17,-235.22,-0.02
108,空头出场,2025-12-07 08:30,XS,3048.05,0.6597,1999.913535,-10.89,-0.54,0.75,0.04,-10.89,-0.54,-246.11,-0.02
108,空头进场,2025-12-07 07:00,short,3031.55,0.6597,1999.913535,-10.89,-0.54,0.75,0.04,-10.89,-0.54,-246.11,-0.02
109,空头出场,2025-12-07 16:30,XS,3042.53,0.6566,1999.977336,2.25,0.11,11.21,0.56,-3.93,-0.20,-243.85,-0.02
109,空头进场,2025-12-07 13:30,short,3045.96,0.6566,1999.977336,2.25,0.11,11.21,0.56,-3.93,-0.20,-243.85,-0.02
110,空头出场,2025-12-07 22:00,XS,3001.13,0.6597,1999.768401,19.92,1.00,19.92,1.00,-4.04,-0.20,-223.93,-0.02
110,空头进场,2025-12-07 21:00,short,3031.33,0.6597,1999.768401,19.92,1.00,19.92,1.00,-4.04,-0.20,-223.93,-0.02
111,空头出场,2025-12-08 01:00,XS,3048.41,0.6626,1999.832816,-20.04,-1.00,4.2,0.21,-20.04,-1.00,-243.97,-0.02
111,空头进场,2025-12-08 00:00,short,3018.16,0.6626,1999.832816,-20.04,-1.00,4.2,0.21,-20.04,-1.00,-243.97,-0.02
112,多头出场,2025-12-08 16:30,Close entry(s) order long,3145.26,0.644,1999.9742,25.57,1.28,27.01,1.35,-7.75,-0.39,-218.4,-0.02
112,多头进场,2025-12-08 09:00,long,3105.55,0.644,1999.9742,25.57,1.28,27.01,1.35,-7.75,-0.39,-218.4,-0.02
113,空头出场,2025-12-08 23:00,Close entry(s) order short,3108.97,0.6389,1999.699499,13.38,0.67,22.92,1.15,-6.37,-0.32,-205.02,-0.02
113,空头进场,2025-12-08 22:30,short,3129.91,0.6389,1999.699499,13.38,0.67,22.92,1.15,-6.37,-0.32,-205.02,-0.02
114,多头出场,2025-12-09 07:00,XL,3119.7,0.6391,1999.692772,-5.89,-0.29,15.66,0.78,-5.89,-0.29,-210.91,-0.02
114,多头进场,2025-12-09 04:00,long,3128.92,0.6391,1999.692772,-5.89,-0.29,15.66,0.78,-5.89,-0.29,-210.91,-0.02
115,多头出场,2025-12-09 09:30,XL,3104.7,0.6377,1999.8272,-19.96,-1.00,0.06,0.00,-19.96,-1.00,-230.87,-0.02
115,多头进场,2025-12-09 08:00,long,3136,0.6377,1999.8272,-19.96,-1.00,0.06,0.00,-19.96,-1.00,-230.87,-0.02
116,多头出场,2025-12-09 13:00,XL,3102.36,0.6392,1999.884216,-16.86,-0.84,1.45,0.07,-16.86,-0.84,-247.73,-0.02
116,多头进场,2025-12-09 11:30,long,3128.73,0.6392,1999.884216,-16.86,-0.84,1.45,0.07,-16.86,-0.84,-247.73,-0.02
117,多头出场,2025-12-09 17:30,XL,3106.71,0.6405,1999.71786,-9.87,-0.49,5.1,0.26,-9.87,-0.49,-257.6,-0.03
117,多头进场,2025-12-09 15:00,long,3122.12,0.6405,1999.71786,-9.87,-0.49,5.1,0.26,-9.87,-0.49,-257.6,-0.03
118,多头出场,2025-12-09 21:30,XL,3118.57,0.6413,1999.906876,0.03,0.00,14.7,0.73,-2.06,-0.10,-257.57,-0.03
118,多头进场,2025-12-09 19:30,long,3118.52,0.6413,1999.906876,0.03,0.00,14.7,0.73,-2.06,-0.10,-257.57,-0.03
119,空头出场,2025-12-10 21:00,XS,3338.22,0.6037,1999.870953,-15.41,-0.77,8.57,0.43,-15.41,-0.77,-272.98,-0.03
119,空头进场,2025-12-10 18:30,short,3312.69,0.6037,1999.870953,-15.41,-0.77,8.57,0.43,-15.41,-0.77,-272.98,-0.03
120,空头出场,2025-12-11 08:00,Close entry(s) order short,3311.15,0.5988,1999.878228,17.16,0.86,17.23,0.86,-9.17,-0.46,-255.82,-0.03
120,空头进场,2025-12-11 05:30,short,3339.81,0.5988,1999.878228,17.16,0.86,17.23,0.86,-9.17,-0.46,-255.82,-0.03
121,多头出场,2025-12-12 03:00,XL,3196.61,0.6245,1999.73643,-3.45,-0.17,20.2,1.01,-5.95,-0.30,-259.27,-0.03
121,多头进场,2025-12-12 02:00,long,3202.14,0.6245,1999.73643,-3.45,-0.17,20.2,1.01,-5.95,-0.30,-259.27,-0.03
122,多头出场,2025-12-12 05:00,Close entry(s) order long,3256.52,0.6243,1999.776489,33.27,1.66,38.51,1.93,-0.98,-0.05,-226,-0.02
122,多头进场,2025-12-12 04:00,long,3203.23,0.6243,1999.776489,33.27,1.66,38.51,1.93,-0.98,-0.05,-226,-0.02
123,空头出场,2025-12-12 09:00,XS,3233.85,0.627,1999.87293,-27.75,-1.39,0,0.00,-29.41,-1.47,-253.75,-0.03
123,空头进场,2025-12-12 08:30,short,3189.59,0.627,1999.87293,-27.75,-1.39,0,0.00,-29.41,-1.47,-253.75,-0.03
124,空头出场,2025-12-12 22:30,XS,3248.01,0.618,1999.79856,-7.47,-0.37,11.13,0.56,-12.62,-0.63,-261.23,-0.03
124,空头进场,2025-12-12 17:00,short,3235.92,0.618,1999.79856,-7.47,-0.37,11.13,0.56,-12.62,-0.63,-261.23,-0.03
125,空头出场,2025-12-13 22:00,XS,3114.34,0.6452,1999.70062,-9.67,-0.48,1.82,0.09,-9.67,-0.48,-270.9,-0.03
125,空头进场,2025-12-13 21:00,short,3099.35,0.6452,1999.70062,-9.67,-0.48,1.82,0.09,-9.67,-0.48,-270.9,-0.03
126,空头出场,2025-12-13 23:00,XS,3116.93,0.6455,1999.894555,-12.08,-0.60,0.3,0.01,-12.08,-0.60,-282.98,-0.03
126,空头进场,2025-12-13 22:00,short,3098.21,0.6455,1999.894555,-12.08,-0.60,0.3,0.01,-12.08,-0.60,-282.98,-0.03
127,空头出场,2025-12-14 05:30,XS,3114.56,0.644,1999.95488,-5.82,-0.29,5.53,0.28,-5.82,-0.29,-288.8,-0.03
127,空头进场,2025-12-14 00:00,short,3105.52,0.644,1999.95488,-5.82,-0.29,5.53,0.28,-5.82,-0.29,-288.8,-0.03
128,空头出场,2025-12-14 16:00,XS,3119.53,0.6425,1999.736275,-4.56,-0.23,4,0.20,-4.56,-0.23,-293.37,-0.03
128,空头进场,2025-12-14 12:30,short,3112.43,0.6425,1999.736275,-4.56,-0.23,4,0.20,-4.56,-0.23,-293.37,-0.03
129,空头出场,2025-12-14 19:00,XS,3109.19,0.6426,1999.790478,1.82,0.09,10.12,0.51,-1.75,-0.09,-291.54,-0.03
129,空头进场,2025-12-14 16:30,short,3112.03,0.6426,1999.790478,1.82,0.09,10.12,0.51,-1.75,-0.09,-291.54,-0.03
130,多头出场,2025-12-15 01:00,XL,3080.68,0.6448,1999.769824,-13.35,-0.67,2.12,0.11,-13.35,-0.67,-304.89,-0.03
130,多头进场,2025-12-15 00:00,long,3101.38,0.6448,1999.769824,-13.35,-0.67,2.12,0.11,-13.35,-0.67,-304.89,-0.03
131,多头出场,2025-12-15 04:00,XL,3079.23,0.6445,1999.825495,-15.26,-0.76,0.02,0.00,-15.26,-0.76,-320.15,-0.03
131,多头进场,2025-12-15 02:30,long,3102.91,0.6445,1999.825495,-15.26,-0.76,0.02,0.00,-15.26,-0.76,-320.15,-0.03
132,多头出场,2025-12-15 10:00,Close entry(s) order long,3134.99,0.6433,1999.95537,16.78,0.84,26.8,1.34,-0.78,-0.04,-303.37,-0.03
132,多头进场,2025-12-15 09:30,long,3108.9,0.6433,1999.95537,16.78,0.84,26.8,1.34,-0.78,-0.04,-303.37,-0.03
133,空头出场,2025-12-15 22:30,XS,3085.42,0.6383,1999.864113,30.44,1.52,30.44,1.52,-8.85,-0.44,-272.93,-0.03
133,空头进场,2025-12-15 21:30,short,3133.11,0.6383,1999.864113,30.44,1.52,30.44,1.52,-8.85,-0.44,-272.93,-0.03
134,多头出场,2025-12-16 21:30,XL,2947.11,0.6783,1999.784409,-0.76,-0.04,21.05,1.05,-6.4,-0.32,-273.68,-0.03
134,多头进场,2025-12-16 18:30,long,2948.23,0.6783,1999.784409,-0.76,-0.04,21.05,1.05,-6.4,-0.32,-273.68,-0.03
135,多头出场,2025-12-17 01:30,XL,2923.06,0.6748,1999.898012,-27.42,-1.37,0.28,0.01,-27.42,-1.37,-301.1,-0.03
135,多头进场,2025-12-16 23:30,long,2963.69,0.6748,1999.898012,-27.42,-1.37,0.28,0.01,-27.42,-1.37,-301.1,-0.03
136,多头出场,2025-12-17 10:00,XL,2945.03,0.6774,1999.85415,-4.89,-0.24,14.6,0.73,-20.97,-1.05,-305.99,-0.03
136,多头进场,2025-12-17 02:30,long,2952.25,0.6774,1999.85415,-4.89,-0.24,14.6,0.73,-20.97,-1.05,-305.99,-0.03
137,多头出场,2025-12-17 12:30,XL,2935.41,0.6758,1999.969278,-16.22,-0.81,1.72,0.09,-16.22,-0.81,-322.21,-0.03
137,多头进场,2025-12-17 10:30,long,2959.41,0.6758,1999.969278,-16.22,-0.81,1.72,0.09,-16.22,-0.81,-322.21,-0.03
138,多头出场,2025-12-17 17:00,XL,2923.63,0.6784,1999.902848,-16.51,-0.83,0,0.00,-16.98,-0.85,-338.72,-0.03
138,多头进场,2025-12-17 15:30,long,2947.97,0.6784,1999.902848,-16.51,-0.83,0,0.00,-16.98,-0.85,-338.72,-0.03
139,多头出场,2025-12-17 22:30,XL,2990.05,0.6792,1999.992696,30.85,1.54,30.85,1.54,-3.35,-0.17,-307.87,-0.03
139,多头进场,2025-12-17 21:30,long,2944.63,0.6792,1999.992696,30.85,1.54,30.85,1.54,-3.35,-0.17,-307.87,-0.03
140,多头出场,2025-12-18 20:30,Close entry(s) order long,2870.63,0.7034,1999.956118,19.25,0.96,21.62,1.08,-6.18,-0.31,-288.63,-0.03
140,多头进场,2025-12-18 16:00,long,2843.27,0.7034,1999.956118,19.25,0.96,21.62,1.08,-6.18,-0.31,-288.63,-0.03
141,空头出场,2025-12-20 03:00,XS,2977.94,0.6805,1999.901035,-26.59,-1.33,1.2,0.06,-26.59,-1.33,-315.22,-0.03
141,空头进场,2025-12-20 01:30,short,2938.87,0.6805,1999.901035,-26.59,-1.33,1.2,0.06,-26.59,-1.33,-315.22,-0.03
142,空头出场,2025-12-20 19:00,XS,2987.26,0.6719,1999.970821,-7.17,-0.36,1.84,0.09,-7.17,-0.36,-322.39,-0.03
142,空头进场,2025-12-20 18:00,short,2976.59,0.6719,1999.970821,-7.17,-0.36,1.84,0.09,-7.17,-0.36,-322.39,-0.03
143,空头出场,2025-12-21 03:00,XS,2978.86,0.6732,1999.727136,-5.64,-0.28,2.12,0.11,-7.2,-0.36,-328.03,-0.03
143,空头进场,2025-12-20 21:00,short,2970.48,0.6732,1999.727136,-5.64,-0.28,2.12,0.11,-7.2,-0.36,-328.03,-0.03
144,空头出场,2025-12-21 10:00,XS,2972.09,0.6717,1999.98675,3.63,0.18,10.65,0.53,-1.96,-0.10,-324.39,-0.03
144,空头进场,2025-12-21 05:30,short,2977.5,0.6717,1999.98675,3.63,0.18,10.65,0.53,-1.96,-0.10,-324.39,-0.03
145,多头出场,2025-12-21 16:30,XL,2993,0.6718,1999.773932,10.92,0.55,10.92,0.55,-3,-0.15,-313.47,-0.03
145,多头进场,2025-12-21 12:00,long,2976.74,0.6718,1999.773932,10.92,0.55,10.92,0.55,-3,-0.15,-313.47,-0.03
146,多头出场,2025-12-22 02:00,XL,2967.94,0.6699,1999.872567,-11.65,-0.58,1.16,0.06,-11.65,-0.58,-325.12,-0.03
146,多头进场,2025-12-22 00:30,long,2985.33,0.6699,1999.872567,-11.65,-0.58,1.16,0.06,-11.65,-0.58,-325.12,-0.03
147,多头出场,2025-12-22 05:30,XL,2979.43,0.6694,1999.952992,-5.52,-0.28,5.73,0.29,-5.73,-0.29,-330.64,-0.03
147,多头进场,2025-12-22 02:30,long,2987.68,0.6694,1999.952992,-5.52,-0.28,5.73,0.29,-5.73,-0.29,-330.64,-0.03
148,多头出场,2025-12-22 06:30,Close entry(s) order long,2995.58,0.6696,1999.820664,6.02,0.30,6.02,0.30,-0.45,-0.02,-324.62,-0.03
148,多头进场,2025-12-22 06:00,long,2986.59,0.6696,1999.820664,6.02,0.30,6.02,0.30,-0.45,-0.02,-324.62,-0.03
149,空头出场,2025-12-23 02:30,Close entry(s) order short,3015.38,0.6595,1999.768875,11.13,0.56,15.41,0.77,-5.24,-0.26,-313.5,-0.03
149,空头进场,2025-12-23 01:00,short,3032.25,0.6595,1999.768875,11.13,0.56,15.41,0.77,-5.24,-0.26,-313.5,-0.03
150,多头出场,2025-12-23 10:00,XL,3008.71,0.6626,1999.978588,-6.41,-0.32,10.52,0.53,-6.41,-0.32,-319.9,-0.03
150,多头进场,2025-12-23 08:00,long,3018.38,0.6626,1999.978588,-6.41,-0.32,10.52,0.53,-6.41,-0.32,-319.9,-0.03
151,多头出场,2025-12-24 06:00,XL,2956.56,0.6767,1999.790607,0.91,0.05,20.99,1.05,-2.24,-0.11,-318.99,-0.03
151,多头进场,2025-12-24 04:00,long,2955.21,0.6767,1999.790607,0.91,0.05,20.99,1.05,-2.24,-0.11,-318.99,-0.03
152,多头出场,2025-12-24 22:30,XL,2918.21,0.6815,1999.950345,-11.19,-0.56,0.56,0.03,-11.19,-0.56,-330.18,-0.03
152,多头进场,2025-12-24 20:30,long,2934.63,0.6815,1999.950345,-11.19,-0.56,0.56,0.03,-11.19,-0.56,-330.18,-0.03
153,多头出场,2025-12-25 02:00,XL,2929.23,0.6805,1999.74452,-6.4,-0.32,8.6,0.43,-6.4,-0.32,-336.58,-0.03
153,多头进场,2025-12-25 00:30,long,2938.64,0.6805,1999.74452,-6.4,-0.32,8.6,0.43,-6.4,-0.32,-336.58,-0.03
154,空头出场,2025-12-25 10:30,XS,2952.47,0.6808,1999.863616,-10.18,-0.51,0.01,0.00,-10.18,-0.51,-346.76,-0.03
154,空头进场,2025-12-25 08:30,short,2937.52,0.6808,1999.863616,-10.18,-0.51,0.01,0.00,-10.18,-0.51,-346.76,-0.03
155,空头出场,2025-12-25 16:00,XS,2918.89,0.6799,1999.837463,15.28,0.76,15.28,0.76,-2.26,-0.11,-331.48,-0.03
155,空头进场,2025-12-25 12:00,short,2941.37,0.6799,1999.837463,15.28,0.76,15.28,0.76,-2.26,-0.11,-331.48,-0.03
156,多头出场,2025-12-25 23:00,Close entry(s) order long,2948.08,0.6823,1999.862238,11.61,0.58,15.11,0.76,-0.75,-0.04,-319.87,-0.03
156,多头进场,2025-12-25 22:30,long,2931.06,0.6823,1999.862238,11.61,0.58,15.11,0.76,-0.75,-0.04,-319.87,-0.03
157,空头出场,2025-12-26 06:30,Close entry(s) order short,2919.79,0.6808,1999.965736,12.17,0.61,21.24,1.06,-1.33,-0.07,-307.69,-0.03
157,空头进场,2025-12-26 06:00,short,2937.67,0.6808,1999.965736,12.17,0.61,21.24,1.06,-1.33,-0.07,-307.69,-0.03
158,空头出场,2025-12-26 20:30,XS,2970.79,0.6767,1999.756772,-10.58,-0.53,1.11,0.06,-12.35,-0.62,-318.27,-0.03
158,空头进场,2025-12-26 15:30,short,2955.16,0.6767,1999.756772,-10.58,-0.53,1.11,0.06,-12.35,-0.62,-318.27,-0.03
159,多头出场,2025-12-27 18:00,XL,2929.14,0.6823,1999.909999,-1.36,-0.07,4.63,0.23,-3.57,-0.18,-319.63,-0.03
159,多头进场,2025-12-27 11:30,long,2931.13,0.6823,1999.909999,-1.36,-0.07,4.63,0.23,-3.57,-0.18,-319.63,-0.03
160,多头出场,2025-12-28 00:00,XL,2922.35,0.6826,1999.963392,-5.17,-0.26,0.31,0.02,-5.17,-0.26,-324.79,-0.03
160,多头进场,2025-12-27 20:30,long,2929.92,0.6826,1999.963392,-5.17,-0.26,0.31,0.02,-5.17,-0.26,-324.79,-0.03
161,多头出场,2025-12-28 06:00,XL,2941.99,0.6829,1999.899966,9.19,0.46,9.19,0.46,-1.39,-0.07,-315.61,-0.03
161,多头进场,2025-12-28 03:30,long,2928.54,0.6829,1999.899966,9.19,0.46,9.19,0.46,-1.39,-0.07,-315.61,-0.03
162,空头出场,2025-12-28 14:30,XS,2938.65,0.6809,1999.796491,-1.13,-0.06,5.57,0.28,-1.22,-0.06,-316.74,-0.03
162,空头进场,2025-12-28 12:30,short,2936.99,0.6809,1999.796491,-1.13,-0.06,5.57,0.28,-1.22,-0.06,-316.74,-0.03
163,空头出场,2025-12-28 19:00,XS,2944.55,0.6812,1999.894208,-5.93,-0.30,0.5,0.03,-5.93,-0.30,-322.67,-0.03
163,空头进场,2025-12-28 17:30,short,2935.84,0.6812,1999.894208,-5.93,-0.30,0.5,0.03,-5.93,-0.30,-322.67,-0.03
164,空头出场,2025-12-28 22:30,XS,2947.05,0.6809,1999.966716,-6.68,-0.33,0.19,0.01,-6.68,-0.33,-329.35,-0.03
164,空头进场,2025-12-28 20:30,short,2937.24,0.6809,1999.966716,-6.68,-0.33,0.19,0.01,-6.68,-0.33,-329.35,-0.03
165,空头出场,2025-12-29 02:30,Close entry(s) order short,2929.37,0.6801,1999.963269,7.7,0.38,10.49,0.52,-5.69,-0.28,-321.65,-0.03
165,空头进场,2025-12-29 00:00,short,2940.69,0.6801,1999.963269,7.7,0.38,10.49,0.52,-5.69,-0.28,-321.65,-0.03
166,多头出场,2025-12-29 07:00,XL,2940.88,0.6803,1999.80988,0.87,0.04,9.31,0.47,-1.77,-0.09,-320.78,-0.03
166,多头进场,2025-12-29 06:00,long,2939.6,0.6803,1999.80988,0.87,0.04,9.31,0.47,-1.77,-0.09,-320.78,-0.03
167,多头出场,2025-12-30 13:30,XL,2936.3,0.6809,1999.87139,-0.54,-0.03,12.26,0.61,-2.04,-0.10,-321.33,-0.03
167,多头进场,2025-12-30 11:00,long,2937.1,0.6809,1999.87139,-0.54,-0.03,12.26,0.61,-2.04,-0.10,-321.33,-0.03
168,多头出场,2025-12-30 16:00,XL,2975.93,0.6796,1999.804552,22.64,1.13,22.64,1.13,-1.03,-0.05,-298.69,-0.03
168,多头进场,2025-12-30 14:00,long,2942.62,0.6796,1999.804552,22.64,1.13,22.64,1.13,-1.03,-0.05,-298.69,-0.03
169,空头出场,2025-12-31 03:30,XS,2967.81,0.6729,1999.798239,2.76,0.14,19.3,0.97,-2.04,-0.10,-295.93,-0.03
169,空头进场,2025-12-31 02:00,short,2971.91,0.6729,1999.798239,2.76,0.14,19.3,0.97,-2.04,-0.10,-295.93,-0.03
170,空头出场,2025-12-31 09:00,XS,2977.73,0.6742,1999.731136,-7.85,-0.39,4.53,0.23,-7.85,-0.39,-303.79,-0.03
170,空头进场,2025-12-31 08:00,short,2966.08,0.6742,1999.731136,-7.85,-0.39,4.53,0.23,-7.85,-0.39,-303.79,-0.03
171,空头出场,2025-12-31 18:00,XS,2978.2,0.6739,1999.892596,-7.12,-0.36,4.29,0.21,-7.12,-0.36,-310.9,-0.03
171,空头进场,2025-12-31 11:30,short,2967.64,0.6739,1999.892596,-7.12,-0.36,4.29,0.21,-7.12,-0.36,-310.9,-0.03
172,多头出场,2026-01-01 04:00,XL,2965.56,0.6701,1999.893347,-12.67,-0.63,0.01,0.00,-18.17,-0.91,-323.57,-0.03
172,多头进场,2026-01-01 00:00,long,2984.47,0.6701,1999.893347,-12.67,-0.63,0.01,0.00,-18.17,-0.91,-323.57,-0.03
173,多头出场,2026-01-01 12:00,XL,2971.35,0.6717,1999.812108,-3.96,-0.20,5.04,0.25,-6.78,-0.34,-327.53,-0.03
173,多头进场,2026-01-01 05:00,long,2977.24,0.6717,1999.812108,-3.96,-0.20,5.04,0.25,-6.78,-0.34,-327.53,-0.03
174,多头出场,2026-01-01 20:30,XL,2979.58,0.6715,1999.747145,1.04,0.05,6.67,0.33,-4.12,-0.21,-326.49,-0.03
174,多头进场,2026-01-01 13:00,long,2978.03,0.6715,1999.747145,1.04,0.05,6.67,0.33,-4.12,-0.21,-326.49,-0.03
175,多头出场,2026-01-02 00:00,XL,2981.36,0.6709,1999.966318,0.23,0.01,6.36,0.32,-2.99,-0.15,-326.26,-0.03
175,多头进场,2026-01-01 22:30,long,2981.02,0.6709,1999.966318,0.23,0.01,6.36,0.32,-2.99,-0.15,-326.26,-0.03
176,多头出场,2026-01-02 01:30,XL,2986.23,0.6694,1999.99985,-1.02,-0.05,8.84,0.44,-3.23,-0.16,-327.28,-0.03
176,多头进场,2026-01-02 01:00,long,2987.75,0.6694,1999.99985,-1.02,-0.05,8.84,0.44,-3.23,-0.16,-327.28,-0.03
177,空头出场,2026-01-03 15:00,XS,3077.48,0.6428,1999.872932,21.67,1.08,21.67,1.08,-3.09,-0.15,-305.61,-0.03
177,空头进场,2026-01-03 13:00,short,3111.19,0.6428,1999.872932,21.67,1.08,21.67,1.08,-3.09,-0.15,-305.61,-0.03
178,多头出场,2026-01-04 06:00,XL,3115.62,0.6444,1999.83096,7.87,0.39,15.6,0.78,-3.92,-0.20,-297.74,-0.03
178,多头进场,2026-01-03 20:30,long,3103.4,0.6444,1999.83096,7.87,0.39,15.6,0.78,-3.92,-0.20,-297.74,-0.03
179,空头出场,2026-01-04 23:30,XS,3134.24,0.6385,1999.967165,-1.25,-0.06,8.57,0.43,-9.42,-0.47,-298.98,-0.03
179,空头进场,2026-01-04 16:00,short,3132.29,0.6385,1999.967165,-1.25,-0.06,8.57,0.43,-9.42,-0.47,-298.98,-0.03
180,空头出场,2026-01-05 03:30,XS,3132.94,0.6376,1999.775016,2.21,0.11,11.32,0.57,-2.7,-0.14,-296.77,-0.03
180,空头进场,2026-01-05 01:00,short,3136.41,0.6376,1999.775016,2.21,0.11,11.32,0.57,-2.7,-0.14,-296.77,-0.03
181,空头出场,2026-01-05 14:00,Close entry(s) order short,3143.71,0.6352,1999.933552,3.05,0.15,3.28,0.16,-4.27,-0.21,-293.72,-0.03
181,空头进场,2026-01-05 13:30,short,3148.51,0.6352,1999.933552,3.05,0.15,3.28,0.16,-4.27,-0.21,-293.72,-0.03
182,多头出场,2026-01-05 21:00,XL,3163.09,0.6317,1999.760056,-1.64,-0.08,10.49,0.52,-8.59,-0.43,-295.36,-0.03
182,多头进场,2026-01-05 16:00,long,3165.68,0.6317,1999.760056,-1.64,-0.08,10.49,0.52,-8.59,-0.43,-295.36,-0.03
183,多头出场,2026-01-05 23:30,Close entry(s) order long,3194.93,0.6319,1999.881353,18.99,0.95,23.96,1.20,-7.87,-0.39,-276.36,-0.03
183,多头进场,2026-01-05 22:30,long,3164.87,0.6319,1999.881353,18.99,0.95,23.96,1.20,-7.87,-0.39,-276.36,-0.03
184,空头出场,2026-01-06 01:30,XS,3211.8,0.6318,1999.703862,-29.51,-1.48,0.05,0.00,-38.63,-1.93,-305.87,-0.03
184,空头进场,2026-01-06 01:00,short,3165.09,0.6318,1999.703862,-29.51,-1.48,0.05,0.00,-38.63,-1.93,-305.87,-0.03
185,空头出场,2026-01-06 14:30,XS,3240.52,0.6214,1999.876476,-13.78,-0.69,0.22,0.01,-13.78,-0.69,-319.65,-0.03
185,空头进场,2026-01-06 13:30,short,3218.34,0.6214,1999.876476,-13.78,-0.69,0.22,0.01,-13.78,-0.69,-319.65,-0.03
186,空头出场,2026-01-06 19:00,XS,3234.58,0.6213,1999.970913,-9.67,-0.48,2.86,0.14,-9.67,-0.48,-329.33,-0.03
186,空头进场,2026-01-06 15:30,short,3219.01,0.6213,1999.970913,-9.67,-0.48,2.86,0.14,-9.67,-0.48,-329.33,-0.03
