交易 #,类型,日期和时间,信号,价格 USDT,大小（数量）,大小（价值）,净损益 USDT,净损益 %,有利波动 USDT,有利波动 %,不利波动 USDT,不利波动 %,累计P&L USDT,累计P&L %
94,空头出场,2025-11-29 23:30,long,3007.41,32.3215,99348.85706,2144.85,2.16,2833.95,2.85,-20.36,-0.02,-4366.01,-0.44
94,空头进场,2025-11-28 23:30,short,3073.77,32.3215,99348.85706,2144.85,2.16,2833.95,2.85,-20.36,-0.02,-4366.01,-0.44
95,多头出场,2025-11-30 01:00,short,2994.16,33.106,99563.31546,-438.65,-0.44,129.11,0.13,-485.66,-0.49,-4804.66,-0.48
95,多头进场,2025-11-29 23:30,long,3007.41,33.106,99563.31546,-438.65,-0.44,129.11,0.13,-485.66,-0.49,-4804.66,-0.48
96,空头出场,2025-11-30 02:30,long,2994.72,33.2378,99519.29125,-18.61,-0.02,1071.92,1.08,-142.59,-0.14,-4823.27,-0.48
96,空头进场,2025-11-30 01:00,short,2994.16,33.2378,99519.29125,-18.61,-0.02,1071.92,1.08,-142.59,-0.14,-4823.27,-0.48
97,多头出场,2025-11-30 05:30,short,2994.18,33.231,99517.54032,-17.94,-0.02,169.15,0.17,-406.42,-0.41,-4841.22,-0.48
97,多头进场,2025-11-30 02:30,long,2994.72,33.231,99517.54032,-17.94,-0.02,169.15,0.17,-406.42,-0.41,-4841.22,-0.48
98,空头出场,2025-11-30 08:30,long,2997.31,33.2364,99515.76415,-104.03,-0.10,335.36,0.34,-182.47,-0.18,-4945.25,-0.49
98,空头进场,2025-11-30 05:30,short,2994.18,33.2364,99515.76415,-104.03,-0.10,335.36,0.34,-182.47,-0.18,-4945.25,-0.49
99,多头出场,2025-11-30 10:00,short,3004.99,33.1982,99505.29684,254.96,0.26,497.31,0.50,-32.53,-0.03,-4690.29,-0.47
99,多头进场,2025-11-30 08:30,long,2997.31,33.1982,99505.29684,254.96,0.26,497.31,0.50,-32.53,-0.03,-4690.29,-0.47
100,空头出场,2025-11-30 11:30,long,3001.69,33.1218,99530.67778,109.3,0.11,983.39,0.99,-68.23,-0.07,-4580.99,-0.46
100,空头进场,2025-11-30 10:00,short,3004.99,33.1218,99530.67778,109.3,0.11,983.39,0.99,-68.23,-0.07,-4580.99,-0.46
101,多头出场,2025-11-30 13:00,short,2986.03,33.1619,99541.74361,-519.32,-0.52,58.36,0.06,-530.59,-0.53,-5100.3,-0.51
101,多头进场,2025-11-30 11:30,long,3001.69,33.1619,99541.74361,-519.32,-0.52,58.36,0.06,-530.59,-0.53,-5100.3,-0.51
102,空头出场,2025-11-30 14:30,long,2997.86,33.3184,99489.74195,-394.16,-0.40,0.33,0.00,-493.78,-0.50,-5494.46,-0.55
102,空头进场,2025-11-30 13:00,short,2986.03,33.3184,99489.74195,-394.16,-0.40,0.33,0.00,-493.78,-0.50,-5494.46,-0.55
103,多头出场,2025-12-01 02:30,short,3036.9,33.1738,99450.40807,1295.11,1.30,1829.87,1.84,-53.41,-0.05,-4199.35,-0.42
103,多头进场,2025-11-30 14:30,long,2997.86,33.1738,99450.40807,1295.11,1.30,1829.87,1.84,-53.41,-0.05,-4199.35,-0.42
104,空头出场,2025-12-01 19:00,long,2845.01,32.79,99579.951,6292.07,6.32,7547.93,7.58,-139.03,-0.14,2092.72,0.21
104,空头进场,2025-12-01 02:30,short,3036.9,32.79,99579.951,6292.07,6.32,7547.93,7.58,-139.03,-0.14,2092.72,0.21
105,多头出场,2025-12-01 20:30,short,2821.08,35.2228,100209.2182,-842.88,-0.84,36.98,0.04,-1775.93,-1.77,1249.84,0.12
105,多头进场,2025-12-01 19:00,long,2845.01,35.2228,100209.2182,-842.88,-0.84,36.98,0.04,-1775.93,-1.77,1249.84,0.12
106,空头出场,2025-12-02 05:30,long,2791.71,35.4917,100124.925,1042.39,1.04,3728.05,3.72,-665.47,-0.66,2292.23,0.23
106,空头进场,2025-12-01 20:30,short,2821.08,35.4917,100124.925,1042.39,1.04,3728.05,3.72,-665.47,-0.66,2292.23,0.23
107,多头出场,2025-12-04 13:00,short,3192.41,35.9024,100229.0891,14386.09,14.35,16107.25,16.07,-341.79,-0.34,16678.32,1.67
107,多头进场,2025-12-02 05:30,long,2791.71,35.9024,100229.0891,14386.09,14.35,16107.25,16.07,-341.79,-0.34,16678.32,1.67
108,空头出场,2025-12-04 17:30,long,3200.04,31.8467,101667.7235,-242.99,-0.24,698.72,0.69,-866.55,-0.85,16435.33,1.64
108,空头进场,2025-12-04 13:00,short,3192.41,31.8467,101667.7235,-242.99,-0.24,698.72,0.69,-866.55,-0.85,16435.33,1.64
109,多头出场,2025-12-04 19:00,short,3191.45,31.7632,101643.5105,-272.85,-0.27,124.51,0.12,-515.52,-0.51,16162.49,1.62
109,多头进场,2025-12-04 17:30,long,3200.04,31.7632,101643.5105,-272.85,-0.27,124.51,0.12,-515.52,-0.51,16162.49,1.62
110,空头出场,2025-12-04 23:30,long,3208.15,31.8401,101616.0871,-531.73,-0.52,1647.09,1.62,-1048.49,-1.03,15630.76,1.56
110,空头进场,2025-12-04 19:00,short,3191.45,31.8401,101616.0871,-531.73,-0.52,1647.09,1.62,-1048.49,-1.03,15630.76,1.56
111,多头出场,2025-12-05 01:00,short,3162.92,31.6578,101562.9711,-1431.88,-1.41,533.43,0.53,-1586.69,-1.56,14198.87,1.42
111,多头进场,2025-12-04 23:30,long,3208.15,31.6578,101562.9711,-1431.88,-1.41,533.43,0.53,-1586.69,-1.56,14198.87,1.42
112,空头出场,2025-12-05 08:30,long,3146.68,32.0652,101419.6624,520.74,0.51,3095.9,3.05,-106.78,-0.11,14719.61,1.47
112,空头进场,2025-12-05 01:00,short,3162.92,32.0652,101419.6624,520.74,0.51,3095.9,3.05,-106.78,-0.11,14719.61,1.47
113,多头出场,2025-12-05 13:00,short,3157.05,32.2473,101471.934,334.4,0.33,1504.34,1.48,-101.58,-0.10,15054.02,1.51
113,多头进场,2025-12-05 08:30,long,3146.68,32.2473,101471.934,334.4,0.33,1504.34,1.48,-101.58,-0.10,15054.02,1.51
114,空头出场,2025-12-06 10:00,long,3022.58,32.1519,101505.1559,4323.47,4.26,5593.47,5.51,-830.48,-0.82,19377.48,1.94
114,空头进场,2025-12-05 13:00,short,3157.05,32.1519,101505.1559,4323.47,4.26,5593.47,5.51,-830.48,-0.82,19377.48,1.94
115,多头出场,2025-12-06 16:00,short,3015.6,33.7254,101937.7195,-235.4,-0.23,799.97,0.78,-307.24,-0.30,19142.08,1.91
115,多头进场,2025-12-06 10:00,long,3022.58,33.7254,101937.7195,-235.4,-0.23,799.97,0.78,-307.24,-0.30,19142.08,1.91
116,空头出场,2025-12-06 17:30,long,3030,33.7956,101914.0114,-486.66,-0.48,79.42,0.08,-588.04,-0.58,18655.42,1.87
116,空头进场,2025-12-06 16:00,short,3015.6,33.7956,101914.0114,-486.66,-0.48,79.42,0.08,-588.04,-0.58,18655.42,1.87
117,多头出场,2025-12-08 05:30,short,3085.35,33.6189,101865.267,1860.81,1.83,4034.27,3.96,-4117.64,-4.04,20516.23,2.05
117,多头进场,2025-12-06 17:30,long,3030,33.6189,101865.267,1860.81,1.83,4034.27,3.96,-4117.64,-4.04,20516.23,2.05
118,空头出场,2025-12-08 08:30,long,3063.23,33.0761,102051.3451,731.64,0.72,2368.91,2.32,-33.74,-0.03,21247.87,2.12
118,空头进场,2025-12-08 05:30,short,3085.35,33.0761,102051.3451,731.64,0.72,2368.91,2.32,-33.74,-0.03,21247.87,2.12
119,多头出场,2025-12-08 22:00,short,3146.08,33.3389,102124.7186,2762.13,2.70,3909.99,3.83,-16.34,-0.02,24010,2.40
119,多头进场,2025-12-08 08:30,long,3063.23,33.3389,102124.7186,2762.13,2.70,3909.99,3.83,-16.34,-0.02,24010,2.40
120,空头出场,2025-12-10 13:00,long,3318.28,32.5487,102400.8141,-5604.89,-5.47,2301.19,2.25,-8194.79,-8.00,18405.12,1.84
120,空头进场,2025-12-08 22:00,short,3146.08,32.5487,102400.8141,-5604.89,-5.47,2301.19,2.25,-8194.79,-8.00,18405.12,1.84
121,多头出场,2025-12-10 14:30,short,3325.97,30.6907,101840.336,236.01,0.23,324.4,0.32,-100.67,-0.10,18641.13,1.86
121,多头进场,2025-12-10 13:00,long,3318.28,30.6907,101840.336,236.01,0.23,324.4,0.32,-100.67,-0.10,18641.13,1.86
122,空头出场,2025-12-10 16:00,long,3327.36,30.6268,101863.818,-42.57,-0.04,440.11,0.43,-245.93,-0.24,18598.56,1.86
122,空头进场,2025-12-10 14:30,short,3325.97,30.6268,101863.818,-42.57,-0.04,440.11,0.43,-245.93,-0.24,18598.56,1.86
123,多头出场,2025-12-10 19:00,short,3317.94,30.6128,101859.8062,-288.37,-0.28,1489.01,1.46,-520.11,-0.51,18310.18,1.83
123,多头进场,2025-12-10 16:00,long,3327.36,30.6128,101859.8062,-288.37,-0.28,1489.01,1.46,-520.11,-0.51,18310.18,1.83
124,空头出场,2025-12-10 20:30,long,3324.56,30.691,101830.8965,-203.17,-0.20,642.98,0.63,-287.57,-0.28,18107.01,1.81
124,空头进场,2025-12-10 19:00,short,3317.94,30.691,101830.8965,-203.17,-0.20,642.98,0.63,-287.57,-0.28,18107.01,1.81
125,多头出场,2025-12-10 22:00,short,3326.81,30.6238,101810.6605,68.9,0.07,439.76,0.43,-153.43,-0.15,18175.91,1.82
125,多头进场,2025-12-10 20:30,long,3324.56,30.6238,101810.6605,68.9,0.07,439.76,0.43,-153.43,-0.15,18175.91,1.82
126,空头出场,2025-12-10 23:30,long,3328.25,30.6051,101817.3527,-44.07,-0.04,684.33,0.67,-377.36,-0.37,18131.84,1.81
126,空头进场,2025-12-10 22:00,short,3326.81,30.6051,101817.3527,-44.07,-0.04,684.33,0.67,-377.36,-0.37,18131.84,1.81
127,多头出场,2025-12-11 04:00,short,3401.15,30.5906,101813.1644,2230.05,2.19,3646.09,3.58,-230.35,-0.23,20361.9,2.04
127,多头进场,2025-12-10 23:30,long,3328.25,30.5906,101813.1644,2230.05,2.19,3646.09,3.58,-230.35,-0.23,20361.9,2.04
128,空头出场,2025-12-11 20:30,long,3199.14,30.0004,102035.8605,6060.38,5.94,7022.49,6.88,-210.3,-0.21,26422.28,2.64
128,空头进场,2025-12-11 04:00,short,3401.15,30.0004,102035.8605,6060.38,5.94,7022.49,6.88,-210.3,-0.21,26422.28,2.64
129,多头出场,2025-12-11 22:00,short,3186.01,32.0843,102642.1675,-421.27,-0.41,152.4,0.15,-502.44,-0.49,26001.01,2.60
129,多头进场,2025-12-11 20:30,long,3199.14,32.0843,102642.1675,-421.27,-0.41,152.4,0.15,-502.44,-0.49,26001.01,2.60
130,空头出场,2025-12-12 01:00,long,3195.13,32.2033,102600.0358,-293.69,-0.29,1311.64,1.28,-772.56,-0.75,25707.31,2.57
130,空头进场,2025-12-11 22:00,short,3186.01,32.2033,102600.0358,-293.69,-0.29,1311.64,1.28,-772.56,-0.75,25707.31,2.57
131,多头出场,2025-12-13 20:30,short,3115.15,32.1022,102570.7023,-2567.53,-2.50,2512.64,2.45,-4809.55,-4.69,23139.78,2.31
131,多头进场,2025-12-12 01:00,long,3195.13,32.1022,102570.7023,-2567.53,-2.50,2512.64,2.45,-4809.55,-4.69,23139.78,2.31
132,空头出场,2025-12-13 22:00,long,3097.45,32.8439,102313.6751,581.34,0.57,657.86,0.64,-145.17,-0.14,23721.12,2.37
132,空头进场,2025-12-13 20:30,short,3115.15,32.8439,102313.6751,581.34,0.57,657.86,0.64,-145.17,-0.14,23721.12,2.37
133,多头出场,2025-12-13 23:30,short,3109.63,33.0504,102371.9615,402.55,0.39,877.82,0.86,-38.01,-0.04,24123.67,2.41
133,多头进场,2025-12-13 22:00,long,3097.45,33.0504,102371.9615,402.55,0.39,877.82,0.86,-38.01,-0.04,24123.67,2.41
134,空头出场,2025-12-14 23:30,long,3084.51,32.9339,102412.2435,827.3,0.81,1963.52,1.92,-655.71,-0.64,24950.97,2.50
134,空头进场,2025-12-13 23:30,short,3109.63,32.9339,102412.2435,827.3,0.81,1963.52,1.92,-655.71,-0.64,24950.97,2.50
135,多头出场,2025-12-15 01:00,short,3081.79,33.2289,102494.8743,-90.38,-0.09,776.89,0.76,-313.35,-0.31,24860.59,2.49
135,多头进场,2025-12-14 23:30,long,3084.51,33.2289,102494.8743,-90.38,-0.09,776.89,0.76,-313.35,-0.31,24860.59,2.49
136,空头出场,2025-12-15 02:30,long,3101.73,33.2553,102485.851,-663.11,-0.65,249.41,0.24,-778.17,-0.76,24197.48,2.42
136,空头进场,2025-12-15 01:00,short,3081.79,33.2553,102485.851,-663.11,-0.65,249.41,0.24,-778.17,-0.76,24197.48,2.42
137,多头出场,2025-12-15 04:00,short,3089.63,33.0202,102419.7449,-399.54,-0.39,5.94,0.01,-1273.92,-1.24,23797.93,2.38
137,多头进场,2025-12-15 02:30,long,3101.73,33.0202,102419.7449,-399.54,-0.39,5.94,0.01,-1273.92,-1.24,23797.93,2.38
138,空头出场,2025-12-15 10:00,long,3134.67,33.1365,102379.5245,-1492.47,-1.46,2160.17,2.11,-2030.94,-1.98,22305.47,2.23
138,空头进场,2025-12-15 04:00,short,3089.63,33.1365,102379.5245,-1492.47,-1.46,2160.17,2.11,-2030.94,-1.98,22305.47,2.23
139,多头出场,2025-12-15 20:30,short,3155.96,32.6128,102230.3658,694.33,0.68,1396.81,1.37,-999.58,-0.98,22999.79,2.30
139,多头进场,2025-12-15 10:00,long,3134.67,32.6128,102230.3658,694.33,0.68,1396.81,1.37,-999.58,-0.98,22999.79,2.30
140,空头出场,2025-12-16 07:00,long,2959.89,32.4148,102299.8122,6355.57,6.21,8472.9,8.28,-32.41,-0.03,29355.36,2.94
140,空头进场,2025-12-15 20:30,short,3155.96,32.4148,102299.8122,6355.57,6.21,8472.9,8.28,-32.41,-0.03,29355.36,2.94
141,多头出场,2025-12-16 08:30,short,2942.3,34.7768,102935.5026,-611.72,-0.59,638.85,0.62,-678.15,-0.66,28743.64,2.87
141,多头进场,2025-12-16 07:00,long,2959.89,34.7768,102935.5026,-611.72,-0.59,638.85,0.62,-678.15,-0.66,28743.64,2.87
142,空头出场,2025-12-16 14:30,long,2945.7,34.9639,102874.283,-118.88,-0.12,2318.11,2.25,-840.53,-0.82,28624.76,2.86
142,空头进场,2025-12-16 08:30,short,2942.3,34.9639,102874.283,-118.88,-0.12,2318.11,2.25,-840.53,-0.82,28624.76,2.86
143,多头出场,2025-12-16 22:00,short,2933.37,34.9195,102862.3711,-430.56,-0.42,1263.04,1.23,-2058.5,-2.00,28194.2,2.82
143,多头进场,2025-12-16 14:30,long,2945.7,34.9195,102862.3711,-430.56,-0.42,1263.04,1.23,-2058.5,-2.00,28194.2,2.82
144,空头出场,2025-12-16 23:30,long,2963.31,35.0516,102819.3119,-1049.44,-1.02,669.84,0.65,-1493.9,-1.45,27144.76,2.71
144,空头进场,2025-12-16 22:00,short,2933.37,35.0516,102819.3119,-1049.44,-1.02,669.84,0.65,-1493.9,-1.45,27144.76,2.71
145,多头出场,2025-12-17 01:00,short,2931.75,34.662,102714.2512,-1093.93,-1.07,30.5,0.03,-1317.85,-1.28,26050.83,2.61
145,多头进场,2025-12-16 23:30,long,2963.31,34.662,102714.2512,-1093.93,-1.07,30.5,0.03,-1317.85,-1.28,26050.83,2.61
146,空头出场,2025-12-18 10:00,long,2834.8,34.9978,102604.8001,3393.04,3.31,4925.24,4.80,-3470.73,-3.38,29443.86,2.94
146,空头进场,2025-12-17 01:00,short,2931.75,34.9978,102604.8001,3393.04,3.31,4925.24,4.80,-3470.73,-3.38,29443.86,2.94
147,多头出场,2025-12-18 13:00,short,2827.06,36.3145,102944.3446,-281.07,-0.27,334.09,0.32,-446.67,-0.43,29162.79,2.92
147,多头进场,2025-12-18 10:00,long,2834.8,36.3145,102944.3446,-281.07,-0.27,334.09,0.32,-446.67,-0.43,29162.79,2.92
148,空头出场,2025-12-18 14:30,long,2831.35,36.4039,102916.0095,-156.17,-0.15,148.53,0.14,-245.73,-0.24,29006.62,2.90
148,空头进场,2025-12-18 13:00,short,2827.06,36.4039,102916.0095,-156.17,-0.15,148.53,0.14,-245.73,-0.24,29006.62,2.90
149,多头出场,2025-12-19 01:00,short,2823.44,36.3433,102900.6025,-287.48,-0.28,6034.81,5.86,-1227.31,-1.19,28719.14,2.87
149,多头进场,2025-12-18 14:30,long,2831.35,36.3433,102900.6025,-287.48,-0.28,6034.81,5.86,-1227.31,-1.19,28719.14,2.87
150,空头出场,2025-12-19 10:00,long,2829.25,36.4349,102871.7541,-211.69,-0.21,1757.98,1.71,-1622.81,-1.58,28507.45,2.85
150,空头进场,2025-12-19 01:00,short,2823.44,36.4349,102871.7541,-211.69,-0.21,1757.98,1.71,-1622.81,-1.58,28507.45,2.85
151,多头出场,2025-12-20 01:00,short,2970.32,36.3526,102850.5936,5128.26,4.99,6934.26,6.74,-136.32,-0.13,33635.71,3.36
151,多头进场,2025-12-19 10:00,long,2829.25,36.3526,102850.5936,5128.26,4.99,6934.26,6.74,-136.32,-0.13,33635.71,3.36
152,空头出场,2025-12-20 02:30,long,2966.32,34.7987,103363.2746,139.19,0.13,1183.85,1.15,-259.25,-0.25,33774.91,3.38
152,空头进场,2025-12-20 01:00,short,2970.32,34.7987,103363.2746,139.19,0.13,1183.85,1.15,-259.25,-0.25,33774.91,3.38
153,多头出场,2025-12-20 07:00,short,2985.76,34.8504,103377.4385,677.49,0.66,1279.01,1.24,0,0.00,34452.4,3.45
153,多头进场,2025-12-20 02:30,long,2966.32,34.8504,103377.4385,677.49,0.66,1279.01,1.24,0,0.00,34452.4,3.45
154,空头出场,2025-12-20 11:30,long,2989.41,34.6462,103445.2381,-126.46,-0.12,512.07,0.50,-299.69,-0.29,34325.94,3.43
154,空头进场,2025-12-20 07:00,short,2985.76,34.6462,103445.2381,-126.46,-0.12,512.07,0.50,-299.69,-0.29,34325.94,3.43
155,多头出场,2025-12-20 13:00,short,2987.93,34.5996,103432.3902,-51.21,-0.05,48.09,0.05,-873.29,-0.84,34274.73,3.43
155,多头进场,2025-12-20 11:30,long,2989.41,34.5996,103432.3902,-51.21,-0.05,48.09,0.05,-873.29,-0.84,34274.73,3.43
156,空头出场,2025-12-21 04:00,long,2980.58,34.615,103427.1969,254.42,0.25,709.26,0.69,-203.19,-0.20,34529.16,3.45
156,空头进场,2025-12-20 13:00,short,2987.93,34.615,103427.1969,254.42,0.25,709.26,0.69,-203.19,-0.20,34529.16,3.45
157,多头出场,2025-12-21 13:00,short,2976.11,34.7089,103452.6532,-155.15,-0.15,186.04,0.18,-665.02,-0.64,34374.01,3.44
157,多头进场,2025-12-21 04:00,long,2980.58,34.7089,103452.6532,-155.15,-0.15,186.04,0.18,-665.02,-0.64,34374.01,3.44
158,空头出场,2025-12-22 01:00,long,2979.28,34.7559,103437.3815,-110.18,-0.11,1116.01,1.08,-1296.05,-1.25,34263.83,3.43
158,空头进场,2025-12-21 13:00,short,2976.11,34.7559,103437.3815,-110.18,-0.11,1116.01,1.08,-1296.05,-1.25,34263.83,3.43
159,多头出场,2025-12-23 01:00,short,3032.38,34.7152,103426.3011,1843.38,1.78,3405.91,3.29,-400.61,-0.39,36107.21,3.61
159,多头进场,2025-12-22 01:00,long,2979.28,34.7152,103426.3011,1843.38,1.78,3405.91,3.29,-400.61,-0.39,36107.21,3.61
160,空头出场,2025-12-23 07:00,long,3010.33,34.1681,103610.6631,753.41,0.73,2355.89,2.27,-290.77,-0.28,36860.61,3.69
160,空头进场,2025-12-23 01:00,short,3032.38,34.1681,103610.6631,753.41,0.73,2355.89,2.27,-290.77,-0.28,36860.61,3.69
161,多头出场,2025-12-23 10:00,short,3013.47,34.4434,103686.0003,108.15,0.10,876.93,0.85,-304.14,-0.29,36968.77,3.70
161,多头进场,2025-12-23 07:00,long,3010.33,34.4434,103686.0003,108.15,0.10,876.93,0.85,-304.14,-0.29,36968.77,3.70
162,空头出场,2025-12-23 19:00,long,2970.34,34.4111,103696.8175,1484.15,1.43,2363.35,2.28,-98.42,-0.09,38452.92,3.85
162,空头进场,2025-12-23 10:00,short,3013.47,34.4111,103696.8175,1484.15,1.43,2363.35,2.28,-98.42,-0.09,38452.92,3.85
163,多头出场,2025-12-23 20:30,short,2955.54,34.9607,103845.1656,-517.42,-0.50,144.39,0.14,-549.58,-0.53,37935.5,3.79
163,多头进场,2025-12-23 19:00,long,2970.34,34.9607,103845.1656,-517.42,-0.50,144.39,0.14,-549.58,-0.53,37935.5,3.79
164,空头出场,2025-12-23 23:30,long,2928.59,35.1183,103793.5404,946.44,0.91,1917.81,1.85,-271.11,-0.26,38881.94,3.89
164,空头进场,2025-12-23 20:30,short,2955.54,35.1183,103793.5404,946.44,0.91,1917.81,1.85,-271.11,-0.26,38881.94,3.89
165,多头出场,2025-12-24 01:00,short,2942.22,35.4737,103887.9231,483.51,0.47,1346.94,1.30,-219.58,-0.21,39365.45,3.94
165,多头进场,2025-12-23 23:30,long,2928.59,35.4737,103887.9231,483.51,0.47,1346.94,1.30,-219.58,-0.21,39365.45,3.94
166,空头出场,2025-12-24 04:00,long,2956.7,35.3258,103936.2753,-511.52,-0.49,1175.29,1.13,-674.02,-0.65,38853.93,3.89
166,空头进场,2025-12-24 01:00,short,2942.22,35.3258,103936.2753,-511.52,-0.49,1175.29,1.13,-674.02,-0.65,38853.93,3.89
167,多头出场,2025-12-24 10:00,short,2946.28,35.1355,103885.1328,-366.11,-0.35,1115.2,1.07,-466.25,-0.45,38487.81,3.85
167,多头进场,2025-12-24 04:00,long,2956.7,35.1355,103885.1328,-366.11,-0.35,1115.2,1.07,-466.25,-0.45,38487.81,3.85
168,空头出场,2025-12-24 20:30,long,2936.39,35.2474,103848.7097,348.6,0.34,1125.45,1.08,-438.83,-0.42,38836.41,3.88
168,空头进场,2025-12-24 10:00,short,2946.28,35.2474,103848.7097,348.6,0.34,1125.45,1.08,-438.83,-0.42,38836.41,3.88
169,多头出场,2025-12-24 22:00,short,2928.17,35.378,103883.6054,-290.81,-0.28,30.78,0.03,-417.11,-0.40,38545.61,3.85
169,多头进场,2025-12-24 20:30,long,2936.39,35.378,103883.6054,-290.81,-0.28,30.78,0.03,-417.11,-0.40,38545.61,3.85
170,空头出场,2025-12-25 01:00,long,2946.27,35.4673,103854.2838,-641.96,-0.62,1399.89,1.35,-734.53,-0.71,37903.64,3.79
170,空头进场,2025-12-24 22:00,short,2928.17,35.4673,103854.2838,-641.96,-0.62,1399.89,1.35,-734.53,-0.71,37903.64,3.79
171,多头出场,2025-12-26 05:30,short,2946.96,35.2277,103790.3157,24.31,0.02,887.39,0.85,-1207.25,-1.16,37927.95,3.79
171,多头进场,2025-12-25 01:00,long,2946.27,35.2277,103790.3157,24.31,0.02,887.39,0.85,-1207.25,-1.16,37927.95,3.79
172,空头出场,2025-12-26 10:00,long,2981.02,35.2202,103792.5206,-1199.6,-1.16,1963.88,1.89,-1657.46,-1.60,36728.35,3.67
172,空头进场,2025-12-26 05:30,short,2946.96,35.2202,103792.5206,-1199.6,-1.16,1963.88,1.89,-1657.46,-1.60,36728.35,3.67
173,多头出场,2025-12-26 16:00,short,2963.18,34.7776,103672.7212,-620.43,-0.60,464.63,0.45,-988.73,-0.95,36107.92,3.61
173,多头进场,2025-12-26 10:00,long,2981.02,34.7776,103672.7212,-620.43,-0.60,464.63,0.45,-988.73,-0.95,36107.92,3.61
174,空头出场,2025-12-26 17:30,long,2972.75,34.966,103610.5519,-334.62,-0.32,215.74,0.21,-466.8,-0.45,35773.3,3.58
174,空头进场,2025-12-26 16:00,short,2963.18,34.966,103610.5519,-334.62,-0.32,215.74,0.21,-466.8,-0.45,35773.3,3.58
175,多头出场,2025-12-26 19:00,short,2965.49,34.8422,103577.15,-252.95,-0.24,55.75,0.05,-348.77,-0.34,35520.34,3.55
175,多头进场,2025-12-26 17:30,long,2972.75,34.8422,103577.15,-252.95,-0.24,55.75,0.05,-348.77,-0.34,35520.34,3.55
176,空头出场,2025-12-26 20:30,long,2972.93,34.919,103551.9453,-259.8,-0.25,42.25,0.04,-293.67,-0.28,35260.54,3.53
176,空头进场,2025-12-26 19:00,short,2965.49,34.919,103551.9453,-259.8,-0.25,42.25,0.04,-293.67,-0.28,35260.54,3.53
177,多头出场,2025-12-26 22:00,short,2977.96,34.8229,103526.0441,175.16,0.17,451.3,0.44,-45.62,-0.04,35435.7,3.54
177,多头进场,2025-12-26 20:30,long,2972.93,34.8229,103526.0441,175.16,0.17,451.3,0.44,-45.62,-0.04,35435.7,3.54
178,空头出场,2025-12-27 10:00,long,2927.28,34.7699,103543.3714,1762.14,1.70,2902.24,2.80,-53.2,-0.05,37197.84,3.72
178,空头进场,2025-12-26 22:00,short,2977.96,34.7699,103543.3714,1762.14,1.70,2902.24,2.80,-53.2,-0.05,37197.84,3.72
179,多头出场,2025-12-28 13:00,short,2933.29,35.4321,103719.6777,212.95,0.21,1190.87,1.15,-359.64,-0.35,37410.79,3.74
179,多头进场,2025-12-27 10:00,long,2927.28,35.4321,103719.6777,212.95,0.21,1190.87,1.15,-359.64,-0.35,37410.79,3.74
180,空头出场,2025-12-28 17:30,long,2937.82,35.3667,103740.7874,-160.21,-0.15,134.04,0.13,-496.9,-0.48,37250.58,3.73
180,空头进场,2025-12-28 13:00,short,2933.29,35.3667,103740.7874,-160.21,-0.15,134.04,0.13,-496.9,-0.48,37250.58,3.73
181,多头出场,2025-12-28 23:30,short,2949.46,35.3068,103725.0232,410.97,0.40,826.53,0.80,-33.54,-0.03,37661.55,3.77
181,多头进场,2025-12-28 17:30,long,2937.82,35.3068,103725.0232,410.97,0.40,826.53,0.80,-33.54,-0.03,37661.55,3.77
182,空头出场,2025-12-29 01:00,long,2948.95,35.1814,103766.132,17.94,0.02,325.78,0.31,-185.05,-0.18,37679.49,3.77
182,空头进场,2025-12-28 23:30,short,2949.46,35.1814,103766.132,17.94,0.02,325.78,0.31,-185.05,-0.18,37679.49,3.77
183,多头出场,2025-12-29 02:30,short,2931.31,35.1881,103767.9475,-620.72,-0.60,26.04,0.03,-858.94,-0.83,37058.77,3.71
183,多头进场,2025-12-29 01:00,long,2948.95,35.1881,103767.9475,-620.72,-0.60,26.04,0.03,-858.94,-0.83,37058.77,3.71
184,空头出场,2025-12-29 05:30,long,2938.28,35.3786,103705.644,-246.59,-0.24,170.52,0.16,-307.44,-0.30,36812.18,3.68
184,空头进场,2025-12-29 02:30,short,2931.31,35.3786,103705.644,-246.59,-0.24,170.52,0.16,-307.44,-0.30,36812.18,3.68
185,多头出场,2025-12-29 17:30,short,2976.65,35.2863,103681.0296,1353.94,1.31,4216.71,4.07,-108.33,-0.10,38166.12,3.82
185,多头进场,2025-12-29 05:30,long,2938.28,35.2863,103681.0296,1353.94,1.31,4216.71,4.07,-108.33,-0.10,38166.12,3.82
186,空头出场,2025-12-30 05:30,long,2937.33,34.8769,103816.3244,1371.36,1.32,2315.83,2.23,-250.07,-0.24,39537.48,3.95
186,空头进场,2025-12-29 17:30,short,2976.65,34.8769,103816.3244,1371.36,1.32,2315.83,2.23,-250.07,-0.24,39537.48,3.95
187,多头出场,2025-12-30 08:30,short,2937.99,35.3905,103953.5774,23.36,0.02,244.55,0.24,-227.21,-0.22,39560.84,3.96
187,多头进场,2025-12-30 05:30,long,2937.33,35.3905,103953.5774,23.36,0.02,244.55,0.24,-227.21,-0.22,39560.84,3.96
188,空头出场,2025-12-30 11:30,long,2951.91,35.3834,103956.0754,-492.54,-0.47,656.36,0.63,-637.25,-0.61,39068.3,3.91
188,空头进场,2025-12-30 08:30,short,2937.99,35.3834,103956.0754,-492.54,-0.47,656.36,0.63,-637.25,-0.61,39068.3,3.91
