交易 #,类型,日期和时间,信号,价格 USD,大小（数量）,大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
248,空头进场,2025-07-19 16:00,short,3556.55,2,7113.1,-19.38,-0.27,53.78,0.76,-77.1,-1.08,3095.82,3.10
249,多头出场,2025-07-21 04:00,short,3741.68,2,7132.48,350.88,4.92,513.68,7.20,-48.92,-0.69,3446.7,3.45
249,多头进场,2025-07-20 04:00,long,3566.24,2,7132.48,350.88,4.92,513.68,7.20,-48.92,-0.69,3446.7,3.45
250,空头出场,2025-07-21 07:00,long,3758.5,2,7483.36,-33.64,-0.45,113.1,1.51,-65.78,-0.88,3413.06,3.41
250,空头进场,2025-07-21 04:00,short,3741.68,2,7483.36,-33.64,-0.45,113.1,1.51,-65.78,-0.88,3413.06,3.41
251,多头出场,2025-07-21 10:00,short,3744.76,2,7517,-27.48,-0.37,0.22,0.00,-110.44,-1.47,3385.58,3.39
251,多头进场,2025-07-21 07:00,long,3758.5,2,7517,-27.48,-0.37,0.22,0.00,-110.44,-1.47,3385.58,3.39
252,空头出场,2025-07-21 13:00,long,3783.92,2,7489.52,-78.32,-1.05,0,0.00,-81.88,-1.09,3307.26,3.31
252,空头进场,2025-07-21 10:00,short,3744.76,2,7489.52,-78.32,-1.05,0,0.00,-81.88,-1.09,3307.26,3.31
253,多头出场,2025-07-22 01:00,short,3771.51,2,7567.84,-24.82,-0.33,148.66,1.96,-85.14,-1.13,3282.44,3.28
253,多头进场,2025-07-21 13:00,long,3783.92,2,7567.84,-24.82,-0.33,148.66,1.96,-85.14,-1.13,3282.44,3.28
254,空头出场,2025-07-22 19:00,long,3707.27,2,7543.02,128.48,1.70,302.36,4.01,-57.26,-0.76,3410.92,3.41
254,空头进场,2025-07-22 01:00,short,3771.51,2,7543.02,128.48,1.70,302.36,4.01,-57.26,-0.76,3410.92,3.41
255,多头出场,2025-07-23 13:00,short,3715.56,2,7414.54,16.58,0.22,116.34,1.57,-156.08,-2.11,3427.5,3.43
255,多头进场,2025-07-22 19:00,long,3707.27,2,7414.54,16.58,0.22,116.34,1.57,-156.08,-2.11,3427.5,3.43
256,空头出场,2025-07-24 07:00,long,3629.8,2,7431.12,171.52,2.31,370.7,4.99,-3.32,-0.04,3599.02,3.60
256,空头进场,2025-07-23 13:00,short,3715.56,2,7431.12,171.52,2.31,370.7,4.99,-3.32,-0.04,3599.02,3.60
257,多头出场,2025-07-24 13:00,short,3558.76,2,7259.6,-142.08,-1.96,74.22,1.02,-142.74,-1.97,3456.94,3.46
257,多头进场,2025-07-24 07:00,long,3629.8,2,7259.6,-142.08,-1.96,74.22,1.02,-142.74,-1.97,3456.94,3.46
258,空头出场,2025-07-24 16:00,long,3634.99,2,7117.52,-152.46,-2.14,99.48,1.40,-173.08,-2.43,3304.48,3.30
258,空头进场,2025-07-24 13:00,short,3558.76,2,7117.52,-152.46,-2.14,99.48,1.40,-173.08,-2.43,3304.48,3.30
259,多头出场,2025-07-25 07:00,short,3708.34,2,7269.98,146.7,2.02,273.46,3.76,-83.3,-1.15,3451.18,3.45
259,多头进场,2025-07-24 16:00,long,3634.99,2,7269.98,146.7,2.02,273.46,3.76,-83.3,-1.15,3451.18,3.45
260,空头出场,2025-07-25 16:00,long,3666.28,2,7416.68,84.12,1.13,261.82,3.53,-2.62,-0.04,3535.3,3.54
260,空头进场,2025-07-25 07:00,short,3708.34,2,7416.68,84.12,1.13,261.82,3.53,-2.62,-0.04,3535.3,3.54
261,多头出场,2025-07-25 22:00,short,3630.83,2,7332.56,-70.9,-0.97,162.1,2.21,-82.46,-1.12,3464.4,3.46
261,多头进场,2025-07-25 16:00,long,3666.28,2,7332.56,-70.9,-0.97,162.1,2.21,-82.46,-1.12,3464.4,3.46
262,空头出场,2025-07-26 04:00,long,3686.79,2,7261.66,-111.92,-1.54,54.36,0.75,-135.76,-1.87,3352.48,3.35
262,空头进场,2025-07-25 22:00,short,3630.83,2,7261.66,-111.92,-1.54,54.36,0.75,-135.76,-1.87,3352.48,3.35
263,多头出场,2025-07-26 19:00,short,3739.38,2,7373.58,105.18,1.43,190.48,2.58,0,0.00,3457.66,3.46
263,多头进场,2025-07-26 04:00,long,3686.79,2,7373.58,105.18,1.43,190.48,2.58,0,0.00,3457.66,3.46
264,空头出场,2025-07-27 04:00,long,3745.43,2,7478.76,-12.1,-0.16,56.4,0.75,-32.82,-0.44,3445.56,3.45
264,空头进场,2025-07-26 19:00,short,3739.38,2,7478.76,-12.1,-0.16,56.4,0.75,-32.82,-0.44,3445.56,3.45
265,多头出场,2025-07-27 16:00,short,3772.12,2,7490.86,53.38,0.71,130.68,1.74,-26.2,-0.35,3498.94,3.50
265,多头进场,2025-07-27 04:00,long,3745.43,2,7490.86,53.38,0.71,130.68,1.74,-26.2,-0.35,3498.94,3.50
266,空头出场,2025-07-27 19:00,long,3816.48,2,7544.24,-88.72,-1.18,36.52,0.48,-134.24,-1.78,3410.22,3.41
266,空头进场,2025-07-27 16:00,short,3772.12,2,7544.24,-88.72,-1.18,36.52,0.48,-134.24,-1.78,3410.22,3.41
267,多头出场,2025-07-28 16:00,short,3892.65,2,7632.96,152.34,2.00,249.2,3.26,-44.66,-0.59,3562.56,3.56
267,多头进场,2025-07-27 19:00,long,3816.48,2,7632.96,152.34,2.00,249.2,3.26,-44.66,-0.59,3562.56,3.56
268,空头出场,2025-07-29 13:00,long,3807.08,2,7785.3,171.14,2.20,321.64,4.13,-10.3,-0.13,3733.7,3.73
268,空头进场,2025-07-28 16:00,short,3892.65,2,7785.3,171.14,2.20,321.64,4.13,-10.3,-0.13,3733.7,3.73
269,多头出场,2025-07-29 22:00,short,3781.95,2,7614.16,-50.26,-0.66,155.82,2.05,-72.78,-0.96,3683.44,3.68
269,多头进场,2025-07-29 13:00,long,3807.08,2,7614.16,-50.26,-0.66,155.82,2.05,-72.78,-0.96,3683.44,3.68
270,空头出场,2025-07-30 07:00,long,3793.63,2,7563.9,-23.36,-0.31,129,1.71,-35.1,-0.46,3660.08,3.66
270,空头进场,2025-07-29 22:00,short,3781.95,2,7563.9,-23.36,-0.31,129,1.71,-35.1,-0.46,3660.08,3.66
271,多头出场,2025-07-30 19:00,short,3756.49,2,7587.26,-74.28,-0.98,78.98,1.04,-99.24,-1.31,3585.8,3.59
271,多头进场,2025-07-30 07:00,long,3793.63,2,7587.26,-74.28,-0.98,78.98,1.04,-99.24,-1.31,3585.8,3.59
272,空头出场,2025-07-30 22:00,long,3818.65,2,7512.98,-124.32,-1.65,14.56,0.19,-146.78,-1.95,3461.48,3.46
272,空头进场,2025-07-30 19:00,short,3756.49,2,7512.98,-124.32,-1.65,14.56,0.19,-146.78,-1.95,3461.48,3.46
273,多头出场,2025-07-31 04:00,short,3769.9,2,7637.3,-97.5,-1.28,4.88,0.06,-279.78,-3.66,3363.98,3.36
273,多头进场,2025-07-30 22:00,long,3818.65,2,7637.3,-97.5,-1.28,4.88,0.06,-279.78,-3.66,3363.98,3.36
274,空头出场,2025-07-31 07:00,long,3809.15,2,7539.8,-78.5,-1.04,55.62,0.74,-81.32,-1.08,3285.48,3.29
274,空头进场,2025-07-31 04:00,short,3769.9,2,7539.8,-78.5,-1.04,55.62,0.74,-81.32,-1.08,3285.48,3.29
275,多头出场,2025-07-31 19:00,short,3838.16,2,7618.3,58.02,0.76,137.62,1.81,-15.5,-0.20,3343.5,3.34
275,多头进场,2025-07-31 07:00,long,3809.15,2,7618.3,58.02,0.76,137.62,1.81,-15.5,-0.20,3343.5,3.34
276,空头出场,2025-08-02 19:00,long,3507.33,2,7676.32,661.66,8.62,811.74,10.57,-12.68,-0.17,4005.16,4.01
276,空头进场,2025-07-31 19:00,short,3838.16,2,7676.32,661.66,8.62,811.74,10.57,-12.68,-0.17,4005.16,4.01
277,多头出场,2025-08-02 22:00,short,3478.41,2,7014.66,-57.84,-0.82,17.22,0.25,-82.38,-1.17,3947.32,3.95
277,多头进场,2025-08-02 19:00,long,3507.33,2,7014.66,-57.84,-0.82,17.22,0.25,-82.38,-1.17,3947.32,3.95
278,空头出场,2025-08-03 10:00,long,3443.52,2,6956.82,69.78,1.00,243.52,3.50,-24.62,-0.35,4017.1,4.02
278,空头进场,2025-08-02 22:00,short,3478.41,2,6956.82,69.78,1.00,243.52,3.50,-24.62,-0.35,4017.1,4.02
279,多头出场,2025-08-05 10:00,short,3680.28,2,6887.04,473.52,6.88,586.54,8.52,-20.56,-0.30,4490.62,4.49
279,多头进场,2025-08-03 10:00,long,3443.52,2,6887.04,473.52,6.88,586.54,8.52,-20.56,-0.30,4490.62,4.49
280,空头出场,2025-08-05 19:00,long,3673.65,2,7360.56,13.26,0.18,156.3,2.12,-26.6,-0.36,4503.88,4.50
280,空头进场,2025-08-05 10:00,short,3680.28,2,7360.56,13.26,0.18,156.3,2.12,-26.6,-0.36,4503.88,4.50
281,多头出场,2025-08-05 22:00,short,3577.91,2,7347.3,-191.48,-2.61,11.72,0.16,-224.6,-3.06,4312.4,4.31
281,多头进场,2025-08-05 19:00,long,3673.65,2,7347.3,-191.48,-2.61,11.72,0.16,-224.6,-3.06,4312.4,4.31
282,空头出场,2025-08-06 07:00,long,3611.86,2,7155.82,-67.9,-0.95,61.74,0.86,-92.28,-1.29,4244.5,4.24
282,空头进场,2025-08-05 22:00,short,3577.91,2,7155.82,-67.9,-0.95,61.74,0.86,-92.28,-1.29,4244.5,4.24
283,多头出场,2025-08-06 10:00,short,3591.98,2,7223.72,-39.76,-0.55,3.42,0.05,-94.76,-1.31,4204.74,4.20
283,多头进场,2025-08-06 07:00,long,3611.86,2,7223.72,-39.76,-0.55,3.42,0.05,-94.76,-1.31,4204.74,4.20
284,空头出场,2025-08-06 13:00,long,3638.02,2,7183.96,-92.08,-1.28,45.58,0.63,-138.9,-1.93,4112.66,4.11
284,空头进场,2025-08-06 10:00,short,3591.98,2,7183.96,-92.08,-1.28,45.58,0.63,-138.9,-1.93,4112.66,4.11
285,多头出场,2025-08-07 10:00,short,3660,2,7276.04,43.96,0.60,157.04,2.16,-125.7,-1.73,4156.62,4.16
285,多头进场,2025-08-06 13:00,long,3638.02,2,7276.04,43.96,0.60,157.04,2.16,-125.7,-1.73,4156.62,4.16
286,空头出场,2025-08-07 13:00,long,3688.6,2,7320,-57.2,-0.78,22.94,0.31,-58.48,-0.80,4099.42,4.10
286,空头进场,2025-08-07 10:00,short,3660,2,7320,-57.2,-0.78,22.94,0.31,-58.48,-0.80,4099.42,4.10
287,多头出场,2025-08-08 16:00,short,3899.76,2,7377.2,422.32,5.72,555.08,7.52,-1.54,-0.02,4521.74,4.52
287,多头进场,2025-08-07 13:00,long,3688.6,2,7377.2,422.32,5.72,555.08,7.52,-1.54,-0.02,4521.74,4.52
288,空头出场,2025-08-08 19:00,long,3918.73,2,7799.52,-37.94,-0.49,28.22,0.36,-42.54,-0.55,4483.8,4.48
288,空头进场,2025-08-08 16:00,short,3899.76,2,7799.52,-37.94,-0.49,28.22,0.36,-42.54,-0.55,4483.8,4.48
289,多头出场,2025-08-09 07:00,short,4010.44,2,7837.46,183.42,2.34,301.64,3.85,-52.14,-0.67,4667.22,4.67
289,多头进场,2025-08-08 19:00,long,3918.73,2,7837.46,183.42,2.34,301.64,3.85,-52.14,-0.67,4667.22,4.67
290,空头出场,2025-08-09 10:00,long,4032.85,2,8020.88,-44.82,-0.56,6.3,0.08,-55.76,-0.70,4622.4,4.62
290,空头进场,2025-08-09 07:00,short,4010.44,2,8020.88,-44.82,-0.56,6.3,0.08,-55.76,-0.70,4622.4,4.62
291,多头出场,2025-08-10 10:00,short,4249.33,2,8065.7,432.96,5.37,597.3,7.41,-14.3,-0.18,5055.36,5.06
291,多头进场,2025-08-09 10:00,long,4032.85,2,8065.7,432.96,5.37,597.3,7.41,-14.3,-0.18,5055.36,5.06
292,空头出场,2025-08-10 22:00,long,4220.41,2,8498.66,57.84,0.68,172.76,2.03,-31.22,-0.37,5113.2,5.11
292,空头进场,2025-08-10 10:00,short,4249.33,2,8498.66,57.84,0.68,172.76,2.03,-31.22,-0.37,5113.2,5.11
293,多头出场,2025-08-11 04:00,short,4217.98,2,8440.82,-4.86,-0.06,79.4,0.94,-19.72,-0.23,5108.34,5.11
293,多头进场,2025-08-10 22:00,long,4220.41,2,8440.82,-4.86,-0.06,79.4,0.94,-19.72,-0.23,5108.34,5.11
294,空头出场,2025-08-11 07:00,long,4251.61,2,8435.96,-67.26,-0.80,59.72,0.71,-74.94,-0.89,5041.08,5.04
294,空头进场,2025-08-11 04:00,short,4217.98,2,8435.96,-67.26,-0.80,59.72,0.71,-74.94,-0.89,5041.08,5.04
295,多头出场,2025-08-11 16:00,short,4282.32,2,8503.22,61.42,0.72,195.88,2.30,-24.58,-0.29,5102.5,5.10
295,多头进场,2025-08-11 07:00,long,4251.61,2,8503.22,61.42,0.72,195.88,2.30,-24.58,-0.29,5102.5,5.10
296,空头出场,2025-08-11 22:00,long,4277.62,2,8564.64,9.4,0.11,229.5,2.68,-75.94,-0.89,5111.9,5.11
296,空头进场,2025-08-11 16:00,short,4282.32,2,8564.64,9.4,0.11,229.5,2.68,-75.94,-0.89,5111.9,5.11
297,多头出场,2025-08-12 04:00,short,4247.53,2,8555.24,-60.18,-0.70,170.56,1.99,-109.6,-1.28,5051.72,5.05
297,多头进场,2025-08-11 22:00,long,4277.62,2,8555.24,-60.18,-0.70,170.56,1.99,-109.6,-1.28,5051.72,5.05
298,空头出场,2025-08-12 10:00,long,4291.91,2,8495.06,-88.76,-1.04,113.64,1.34,-125.84,-1.48,4962.96,4.96
298,空头进场,2025-08-12 04:00,short,4247.53,2,8495.06,-88.76,-1.04,113.64,1.34,-125.84,-1.48,4962.96,4.96
299,多头出场,2025-08-13 22:00,short,4647.45,2,8583.82,711.08,8.28,886.14,10.32,-67.96,-0.79,5674.04,5.67
299,多头进场,2025-08-12 10:00,long,4291.91,2,8583.82,711.08,8.28,886.14,10.32,-67.96,-0.79,5674.04,5.67
300,空头出场,2025-08-14 01:00,long,4725.64,2,9294.9,-156.38,-1.68,61.08,0.66,-173.68,-1.87,5517.66,5.52
300,空头进场,2025-08-13 22:00,short,4647.45,2,9294.9,-156.38,-1.68,61.08,0.66,-173.68,-1.87,5517.66,5.52
301,多头出场,2025-08-14 13:00,short,4733.51,2,9451.28,15.74,0.17,123.48,1.31,-72.76,-0.77,5533.4,5.53
301,多头进场,2025-08-14 01:00,long,4725.64,2,9451.28,15.74,0.17,123.48,1.31,-72.76,-0.77,5533.4,5.53
302,空头出场,2025-08-15 10:00,long,4624.77,2,9467.02,217.48,2.30,552.48,5.84,-112.44,-1.19,5750.88,5.75
302,空头进场,2025-08-14 13:00,short,4733.51,2,9467.02,217.48,2.30,552.48,5.84,-112.44,-1.19,5750.88,5.75
303,多头出场,2025-08-15 22:00,short,4495.44,2,9249.54,-258.66,-2.80,87.8,0.95,-293.78,-3.18,5492.22,5.49
303,多头进场,2025-08-15 10:00,long,4624.77,2,9249.54,-258.66,-2.80,87.8,0.95,-293.78,-3.18,5492.22,5.49
304,空头出场,2025-08-16 16:00,long,4445.43,2,8990.88,100.02,1.11,247.68,2.75,-11.78,-0.13,5592.24,5.59
304,空头进场,2025-08-15 22:00,short,4495.44,2,8990.88,100.02,1.11,247.68,2.75,-11.78,-0.13,5592.24,5.59
305,多头出场,2025-08-16 19:00,short,4390.3,2,8890.86,-110.26,-1.24,32.84,0.37,-137.6,-1.55,5481.98,5.48
305,多头进场,2025-08-16 16:00,long,4445.43,2,8890.86,-110.26,-1.24,32.84,0.37,-137.6,-1.55,5481.98,5.48
306,空头出场,2025-08-16 22:00,long,4417.2,2,8780.6,-53.8,-0.61,23.26,0.26,-79.9,-0.91,5428.18,5.43
306,空头进场,2025-08-16 19:00,short,4390.3,2,8780.6,-53.8,-0.61,23.26,0.26,-79.9,-0.91,5428.18,5.43
307,多头出场,2025-08-17 01:00,short,4408.07,2,8834.4,-18.26,-0.21,9.24,0.10,-52.22,-0.59,5409.92,5.41
307,多头进场,2025-08-16 22:00,long,4417.2,2,8834.4,-18.26,-0.21,9.24,0.10,-52.22,-0.59,5409.92,5.41
308,空头出场,2025-08-17 04:00,long,4434.8,2,8816.14,-53.46,-0.61,11.72,0.13,-68.94,-0.78,5356.46,5.36
308,空头进场,2025-08-17 01:00,short,4408.07,2,8816.14,-53.46,-0.61,11.72,0.13,-68.94,-0.78,5356.46,5.36
309,多头出场,2025-08-18 01:00,short,4526.53,2,8869.6,183.46,2.07,284.92,3.21,-73.24,-0.83,5539.92,5.54
309,多头进场,2025-08-17 04:00,long,4434.8,2,8869.6,183.46,2.07,284.92,3.21,-73.24,-0.83,5539.92,5.54
310,空头出场,2025-08-18 22:00,long,4336.04,2,9053.06,380.98,4.21,594.16,6.56,-20.32,-0.22,5920.9,5.92
310,空头进场,2025-08-18 01:00,short,4526.53,2,9053.06,380.98,4.21,594.16,6.56,-20.32,-0.22,5920.9,5.92
311,多头出场,2025-08-19 07:00,short,4315.76,2,8672.08,-40.56,-0.47,107.2,1.24,-69.48,-0.80,5880.34,5.88
311,多头进场,2025-08-18 22:00,long,4336.04,2,8672.08,-40.56,-0.47,107.2,1.24,-69.48,-0.80,5880.34,5.88
312,空头出场,2025-08-19 19:00,long,4310.74,2,8631.52,10.04,0.12,238.6,2.76,-80.94,-0.94,5890.38,5.89
312,空头进场,2025-08-19 07:00,short,4315.76,2,8631.52,10.04,0.12,238.6,2.76,-80.94,-0.94,5890.38,5.89
313,多头出场,2025-08-19 22:00,short,4193.16,2,8621.48,-235.16,-2.73,56.04,0.65,-249.16,-2.89,5655.22,5.66
313,多头进场,2025-08-19 19:00,long,4310.74,2,8621.48,-235.16,-2.73,56.04,0.65,-249.16,-2.89,5655.22,5.66
314,空头出场,2025-08-20 13:00,long,4182.76,2,8386.32,20.8,0.25,259.02,3.09,-79,-0.94,5676.02,5.68
314,空头进场,2025-08-19 22:00,short,4193.16,2,8386.32,20.8,0.25,259.02,3.09,-79,-0.94,5676.02,5.68
315,多头出场,2025-08-21 10:00,short,4293.11,2,8365.52,220.7,2.64,387.74,4.63,-151.82,-1.81,5896.72,5.90
315,多头进场,2025-08-20 13:00,long,4182.76,2,8365.52,220.7,2.64,387.74,4.63,-151.82,-1.81,5896.72,5.90
316,空头出场,2025-08-21 13:00,long,4318.23,2,8586.22,-50.24,-0.59,19.04,0.22,-79.78,-0.93,5846.48,5.85
316,空头进场,2025-08-21 10:00,short,4293.11,2,8586.22,-50.24,-0.59,19.04,0.22,-79.78,-0.93,5846.48,5.85
317,多头出场,2025-08-21 16:00,short,4286.18,2,8636.46,-64.1,-0.74,0.3,0.00,-91.38,-1.06,5782.38,5.78
317,多头进场,2025-08-21 13:00,long,4318.23,2,8636.46,-64.1,-0.74,0.3,0.00,-91.38,-1.06,5782.38,5.78
318,空头出场,2025-08-22 10:00,long,4289.55,2,8572.36,-6.74,-0.08,162.86,1.90,-81.28,-0.95,5775.64,5.78
318,空头进场,2025-08-21 16:00,short,4286.18,2,8572.36,-6.74,-0.08,162.86,1.90,-81.28,-0.95,5775.64,5.78
319,多头出场,2025-08-22 19:00,short,4273.33,2,8579.1,-32.44,-0.38,124.62,1.45,-50.52,-0.59,5743.2,5.74
319,多头进场,2025-08-22 10:00,long,4289.55,2,8579.1,-32.44,-0.38,124.62,1.45,-50.52,-0.59,5743.2,5.74
320,空头出场,2025-08-22 22:00,long,4613.36,2,8546.66,-680.06,-7.96,132.32,1.55,-740.76,-8.67,5063.14,5.06
320,空头进场,2025-08-22 19:00,short,4273.33,2,8546.66,-680.06,-7.96,132.32,1.55,-740.76,-8.67,5063.14,5.06
321,多头出场,2025-08-23 10:00,short,4712.3,2,9226.72,197.88,2.14,541.26,5.87,-0.74,-0.01,5261.02,5.26
321,多头进场,2025-08-22 22:00,long,4613.36,2,9226.72,197.88,2.14,541.26,5.87,-0.74,-0.01,5261.02,5.26
322,空头出场,2025-08-24 01:00,long,4747.96,2,9424.6,-71.32,-0.76,77.68,0.82,-108.12,-1.15,5189.7,5.19
322,空头进场,2025-08-23 10:00,short,4712.3,2,9424.6,-71.32,-0.76,77.68,0.82,-108.12,-1.15,5189.7,5.19
323,多头出场,2025-08-24 16:00,short,4775.3,2,9495.92,54.68,0.58,134.88,1.42,-23.68,-0.25,5244.38,5.24
323,多头进场,2025-08-24 01:00,long,4747.96,2,9495.92,54.68,0.58,134.88,1.42,-23.68,-0.25,5244.38,5.24
324,空头出场,2025-08-24 22:00,long,4793.41,2,9550.6,-36.22,-0.38,111.9,1.17,-44.6,-0.47,5208.16,5.21
324,空头进场,2025-08-24 16:00,short,4775.3,2,9550.6,-36.22,-0.38,111.9,1.17,-44.6,-0.47,5208.16,5.21
325,多头出场,2025-08-25 04:00,short,4784.53,2,9586.82,-17.76,-0.19,321.5,3.35,-164.56,-1.72,5190.4,5.19
325,多头进场,2025-08-24 22:00,long,4793.41,2,9586.82,-17.76,-0.19,321.5,3.35,-164.56,-1.72,5190.4,5.19
326,空头出场,2025-08-25 22:00,long,4659.49,2,9569.06,250.08,2.61,527.44,5.51,-74.12,-0.77,5440.48,5.44
326,空头进场,2025-08-25 04:00,short,4784.53,2,9569.06,250.08,2.61,527.44,5.51,-74.12,-0.77,5440.48,5.44
327,多头出场,2025-08-26 01:00,short,4585.91,2,9318.98,-147.16,-1.58,17.16,0.18,-186.92,-2.01,5293.32,5.29
327,多头进场,2025-08-25 22:00,long,4659.49,2,9318.98,-147.16,-1.58,17.16,0.18,-186.92,-2.01,5293.32,5.29
328,空头出场,2025-08-26 13:00,long,4431.24,2,9171.82,309.34,3.37,540.18,5.89,-21.24,-0.23,5602.66,5.60
328,空头进场,2025-08-26 01:00,short,4585.91,2,9171.82,309.34,3.37,540.18,5.89,-21.24,-0.23,5602.66,5.60
329,多头出场,2025-08-28 04:00,short,4594.85,2,8862.48,327.22,3.69,460.66,5.20,-72.88,-0.82,5929.88,5.93
329,多头进场,2025-08-26 13:00,long,4431.24,2,8862.48,327.22,3.69,460.66,5.20,-72.88,-0.82,5929.88,5.93
330,空头出场,2025-08-28 13:00,long,4570.7,2,9189.7,48.3,0.53,252,2.74,-3.64,-0.04,5978.18,5.98
330,空头进场,2025-08-28 04:00,short,4594.85,2,9189.7,48.3,0.53,252,2.74,-3.64,-0.04,5978.18,5.98
331,多头出场,2025-08-28 22:00,short,4567.46,2,9141.4,-6.48,-0.07,122.32,1.34,-50.6,-0.55,5971.7,5.97
331,多头进场,2025-08-28 13:00,long,4570.7,2,9141.4,-6.48,-0.07,122.32,1.34,-50.6,-0.55,5971.7,5.97
332,空头出场,2025-08-29 07:00,long,4511.97,2,9134.92,110.98,1.21,272.42,2.98,-12.38,-0.14,6082.68,6.08
332,空头进场,2025-08-28 22:00,short,4567.46,2,9134.92,110.98,1.21,272.42,2.98,-12.38,-0.14,6082.68,6.08
333,多头出场,2025-08-29 10:00,short,4480.94,2,9023.94,-62.06,-0.69,9.56,0.11,-153.1,-1.70,6020.62,6.02
333,多头进场,2025-08-29 07:00,long,4511.97,2,9023.94,-62.06,-0.69,9.56,0.11,-153.1,-1.70,6020.62,6.02
334,空头出场,2025-08-30 07:00,long,4360.2,2,8961.88,241.48,2.69,419,4.68,-47.78,-0.53,6262.1,6.26
334,空头进场,2025-08-29 10:00,short,4480.94,2,8961.88,241.48,2.69,419,4.68,-47.78,-0.53,6262.1,6.26
335,多头出场,2025-08-30 10:00,short,4304.61,2,8720.4,-111.18,-1.27,5.54,0.06,-201.7,-2.31,6150.92,6.15
335,多头进场,2025-08-30 07:00,long,4360.2,2,8720.4,-111.18,-1.27,5.54,0.06,-201.7,-2.31,6150.92,6.15
336,空头出场,2025-08-30 13:00,long,4379.89,2,8609.22,-150.56,-1.75,1.22,0.01,-194.98,-2.26,6000.36,6.00
336,空头进场,2025-08-30 10:00,short,4304.61,2,8609.22,-150.56,-1.75,1.22,0.01,-194.98,-2.26,6000.36,6.00
337,多头出场,2025-08-30 22:00,short,4363.91,2,8759.78,-31.96,-0.36,69.8,0.80,-93.5,-1.07,5968.4,5.97
337,多头进场,2025-08-30 13:00,long,4379.89,2,8759.78,-31.96,-0.36,69.8,0.80,-93.5,-1.07,5968.4,5.97
338,空头出场,2025-08-31 07:00,long,4374.16,2,8727.82,-20.5,-0.23,56.12,0.64,-39.16,-0.45,5947.9,5.95
338,空头进场,2025-08-30 22:00,short,4363.91,2,8727.82,-20.5,-0.23,56.12,0.64,-39.16,-0.45,5947.9,5.95
339,多头出场,2025-08-31 22:00,short,4459.91,2,8748.32,171.5,1.96,248,2.83,-1.48,-0.02,6119.4,6.12
339,多头进场,2025-08-31 07:00,long,4374.16,2,8748.32,171.5,1.96,248,2.83,-1.48,-0.02,6119.4,6.12
340,空头出场,2025-09-01 01:00,long,4477.54,2,8919.82,-35.26,-0.40,2.58,0.03,-61.84,-0.69,6084.14,6.08
340,空头进场,2025-08-31 22:00,short,4459.91,2,8919.82,-35.26,-0.40,2.58,0.03,-61.84,-0.69,6084.14,6.08
341,多头出场,2025-09-01 04:00,short,4455.51,2,8955.08,-44.06,-0.49,27.42,0.31,-62.92,-0.70,6040.08,6.04
341,多头进场,2025-09-01 01:00,long,4477.54,2,8955.08,-44.06,-0.49,27.42,0.31,-62.92,-0.70,6040.08,6.04
342,空头出场,2025-09-01 16:00,long,4476.19,2,8911.02,-41.36,-0.46,189.48,2.13,-70.92,-0.80,5998.72,6.00
342,空头进场,2025-09-01 04:00,short,4455.51,2,8911.02,-41.36,-0.46,189.48,2.13,-70.92,-0.80,5998.72,6.00
343,多头出场,2025-09-01 19:00,short,4392.65,2,8952.38,-167.08,-1.87,13.26,0.15,-186.46,-2.08,5831.64,5.83
343,多头进场,2025-09-01 16:00,long,4476.19,2,8952.38,-167.08,-1.87,13.26,0.15,-186.46,-2.08,5831.64,5.83
344,空头出场,2025-09-02 10:00,long,4361.05,2,8785.3,63.2,0.72,355.66,4.05,-61.68,-0.70,5894.84,5.89
344,空头进场,2025-09-01 19:00,short,4392.65,2,8785.3,63.2,0.72,355.66,4.05,-61.68,-0.70,5894.84,5.89
345,多头出场,2025-09-02 19:00,short,4348.86,2,8722.1,-24.38,-0.28,110.8,1.27,-37.8,-0.43,5870.46,5.87
345,多头进场,2025-09-02 10:00,long,4361.05,2,8722.1,-24.38,-0.28,110.8,1.27,-37.8,-0.43,5870.46,5.87
346,空头出场,2025-09-03 10:00,long,4338.56,2,8697.72,20.6,0.24,180.28,2.07,-96.38,-1.11,5891.06,5.89
346,空头进场,2025-09-02 19:00,short,4348.86,2,8697.72,20.6,0.24,180.28,2.07,-96.38,-1.11,5891.06,5.89
347,多头出场,2025-09-03 13:00,short,4315.24,2,8677.12,-46.64,-0.54,9.98,0.12,-49.36,-0.57,5844.42,5.84
347,多头进场,2025-09-03 10:00,long,4338.56,2,8677.12,-46.64,-0.54,9.98,0.12,-49.36,-0.57,5844.42,5.84
348,空头出场,2025-09-03 19:00,long,4371.68,2,8630.48,-112.88,-1.31,48.34,0.56,-141.14,-1.64,5731.54,5.73
348,空头进场,2025-09-03 13:00,short,4315.24,2,8630.48,-112.88,-1.31,48.34,0.56,-141.14,-1.64,5731.54,5.73
349,多头出场,2025-09-04 10:00,short,4422.73,2,8743.36,102.1,1.17,236.46,2.70,-59.5,-0.68,5833.64,5.83
349,多头进场,2025-09-03 19:00,long,4371.68,2,8743.36,102.1,1.17,236.46,2.70,-59.5,-0.68,5833.64,5.83
350,空头出场,2025-09-04 19:00,long,4408.84,2,8845.46,27.78,0.31,130.54,1.48,-25.06,-0.28,5861.42,5.86
